 Atomic positions for srtio3_RT_cubic
 31.252248  0.000000  0.000000
  0.000000 31.252248  0.000000
  0.000000  0.000000 31.252248
Sr     0.000000    0.000000    0.000000
Sr     0.000000    0.000000    3.906531
Sr     0.000000    0.000000    7.813062
Sr     0.000000    0.000000   11.719593
Sr     0.000000    0.000000   15.626124
Sr     0.000000    0.000000   19.532655
Sr     0.000000    0.000000   23.439186
Sr     0.000000    0.000000   27.345717
Sr     0.000000    3.906531    0.000000
Sr     0.000000    3.906531    3.906531
Sr     0.000000    3.906531    7.813062
Sr     0.000000    3.906531   11.719593
Sr     0.000000    3.906531   15.626124
Sr     0.000000    3.906531   19.532655
Sr     0.000000    3.906531   23.439186
Sr     0.000000    3.906531   27.345717
Sr     0.000000    7.813062    0.000000
Sr     0.000000    7.813062    3.906531
Sr     0.000000    7.813062    7.813062
Sr     0.000000    7.813062   11.719593
Sr     0.000000    7.813062   15.626124
Sr     0.000000    7.813062   19.532655
Sr     0.000000    7.813062   23.439186
Sr     0.000000    7.813062   27.345717
Sr     0.000000   11.719593    0.000000
Sr     0.000000   11.719593    3.906531
Sr     0.000000   11.719593    7.813062
Sr     0.000000   11.719593   11.719593
Sr     0.000000   11.719593   15.626124
Sr     0.000000   11.719593   19.532655
Sr     0.000000   11.719593   23.439186
Sr     0.000000   11.719593   27.345717
Sr     0.000000   15.626124    0.000000
Sr     0.000000   15.626124    3.906531
Sr     0.000000   15.626124    7.813062
Sr     0.000000   15.626124   11.719593
Sr     0.000000   15.626124   15.626124
Sr     0.000000   15.626124   19.532655
Sr     0.000000   15.626124   23.439186
Sr     0.000000   15.626124   27.345717
Sr     0.000000   19.532655    0.000000
Sr     0.000000   19.532655    3.906531
Sr     0.000000   19.532655    7.813062
Sr     0.000000   19.532655   11.719593
Sr     0.000000   19.532655   15.626124
Sr     0.000000   19.532655   19.532655
Sr     0.000000   19.532655   23.439186
Sr     0.000000   19.532655   27.345717
Sr     0.000000   23.439186    0.000000
