 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  19.30100 ,    -0.130875853377372E+01 ,     0.389590560057315E+00 ,    -0.971944077693702E-01 ,    -0.937909470281085E+00 ,     0.244693049128224E+00 ,    -0.147762270621753E+00 , 
  19.32100 ,    -0.104087900068972E+01 ,     0.577485001420962E+00 ,    -0.773206110053163E-01 ,    -0.753717941342735E+00 ,     0.214660396474201E+00 ,    -0.114691305970819E+00 , 
  19.34100 ,    -0.724534220328059E+00 ,     0.740746793088148E+00 ,    -0.645525503543756E-01 ,    -0.536181946159366E+00 ,     0.172597041403559E+00 ,    -0.792553270905328E-01 , 
  19.36100 ,    -0.377470269889870E+00 ,     0.866920598372787E+00 ,    -0.616646860159009E-01 ,    -0.297542937862233E+00 ,     0.119648446070453E+00 ,    -0.442450508696537E-01 , 
  19.38100 ,    -0.191621242486953E-01 ,     0.946089252665363E+00 ,    -0.700090715454414E-01 ,    -0.511703676504043E-01 ,     0.576069717528282E-01 ,    -0.121286706243668E-01 , 
  19.40100 ,     0.330515592615500E+00 ,     0.971783346064169E+00 ,    -0.894597103420646E-01 ,     0.189351001697732E+00 ,    -0.110930972409307E-01 ,     0.151039584181548E-01 , 
  19.42100 ,     0.652631451238984E+00 ,     0.941602002469209E+00 ,    -0.118510801715575E+00 ,     0.411135830653734E+00 ,    -0.834245627283152E-01 ,     0.360435536842039E-01 , 
  19.44100 ,     0.930455923363008E+00 ,     0.857486416344778E+00 ,    -0.154512124088828E+00 ,     0.602848684824099E+00 ,    -0.155865236818252E+00 ,     0.499063433745972E-01 , 
  19.46100 ,     0.115054554268762E+01 ,     0.725618804694490E+00 ,    -0.194011919243040E+00 ,     0.755429658746273E+00 ,    -0.224545486917452E+00 ,     0.565233709429326E-01 , 
  19.48100 ,     0.130357621361333E+01 ,     0.555952933285550E+00 ,    -0.233168032658060E+00 ,     0.862644734715302E+00 ,    -0.285441332548381E+00 ,     0.562806594537987E-01 , 
  19.50100 ,     0.138486907768623E+01 ,     0.361415261278923E+00 ,    -0.268182577362154E+00 ,     0.921424319474178E+00 ,    -0.334604111891580E+00 ,     0.500205942597319E-01 , 
  19.52100 ,     0.139457608326677E+01 ,     0.156845075166964E+00 ,    -0.295714456214604E+00 ,     0.931969780056613E+00 ,    -0.368413185446975E+00 ,     0.389174784510701E-01 , 
  19.54100 ,     0.133751827275581E+01 ,    -0.422348491020577E-01 ,    -0.313227687599169E+00 ,     0.897625405491491E+00 ,    -0.383834447345428E+00 ,     0.243413774131065E-01 , 
  19.56100 ,     0.122269577602582E+01 ,    -0.220910537888466E+00 ,    -0.319241181817397E+00 ,     0.824530678437811E+00 ,    -0.378665003071457E+00 ,     0.772407874859147E-02 , 
  19.58100 ,     0.106251257339957E+01 ,    -0.366120042177043E+00 ,    -0.313456572317347E+00 ,     0.721083711766743E+00 ,    -0.351743572088041E+00 ,    -0.956062365708512E-02 , 
  19.60100 ,     0.871779442666009E+00 ,    -0.467739967669093E+00 ,    -0.296753778504841E+00 ,     0.597259993053810E+00 ,    -0.303107170374185E+00 ,    -0.262928092584664E-01 , 
  19.62100 ,     0.666573631391032E+00 ,    -0.519421546484679E+00 ,    -0.271057839294016E+00 ,     0.463840221910629E+00 ,    -0.234077442198320E+00 ,    -0.414723957137626E-01 , 
  19.64100 ,     0.463042634124603E+00 ,    -0.519104513543233E+00 ,    -0.239093825776089E+00 ,     0.331606363115056E+00 ,    -0.147264491515284E+00 ,    -0.543528836708719E-01 , 
  19.66100 ,     0.276241453501200E+00 ,    -0.469165257784771E+00 ,    -0.204058011391383E+00 ,     0.210565765271699E+00 ,    -0.464818967384294E-01 ,    -0.644442773805981E-01 , 
  19.68100 ,     0.119087881753562E+00 ,    -0.376187581005322E+00 ,    -0.169241844700301E+00 ,     0.109259370171467E+00 ,     0.634266750984126E-01 ,    -0.714898233604839E-01 , 
  19.70100 ,     0.150918890328230E-02 ,    -0.250377093622870E+00 ,    -0.137649835385503E+00 ,     0.342020761309313E-01 ,     0.176841761757441E+00 ,    -0.754236836391826E-01 , 
  19.72100 ,    -0.701628366713825E-01 ,    -0.104670938410245E+00 ,    -0.111652810626147E+00 ,    -0.105080537445434E-01 ,     0.287688998351483E+00 ,    -0.763181408828579E-01 , 
  19.74100 ,    -0.935118711446376E-01 ,     0.463795025344983E-01 ,    -0.927141253242654E-01 ,    -0.233888558468768E-01 ,     0.389806350971530E+00 ,    -0.743293130807397E-01 , 
  19.76100 ,    -0.700579601152140E-01 ,     0.187856220160027E+00 ,    -0.812187278457668E-01 ,    -0.557362667106780E-02 ,     0.477332896175416E+00 ,    -0.696496501235895E-01 , 
  19.78100 ,    -0.498815765535118E-02 ,     0.305745288686061E+00 ,    -0.764242750222569E-01 ,     0.393813995535098E-01 ,     0.545091664697459E+00 ,    -0.624738240863090E-01 , 
  19.80100 ,     0.933727755756835E-01 ,     0.388122280831452E+00 ,    -0.765408300646149E-01 ,     0.105860126297261E+00 ,     0.588938519880570E+00 ,    -0.529822384068020E-01 , 
  19.82100 ,     0.214302809893893E+00 ,     0.426152185691434E+00 ,    -0.789323249962830E-01 ,     0.186686728300791E+00 ,     0.606050740652816E+00 ,    -0.413435691323118E-01 , 
  19.84100 ,     0.345571310240514E+00 ,     0.414820372200495E+00 ,    -0.804202491157787E-01 ,     0.273720381347250E+00 ,     0.595132841706752E+00 ,    -0.277348526951251E-01 , 
  19.86100 ,     0.474404244144842E+00 ,     0.353334898775398E+00 ,    -0.776591964278466E-01 ,     0.358496746421189E+00 ,     0.556522918117246E+00 ,    -0.123749893018755E-01 , 
  19.88100 ,     0.588451314592632E+00 ,     0.245169106209015E+00 ,    -0.675460421100091E-01 ,     0.432866859151953E+00 ,     0.492190009165383E+00 ,     0.443455575344484E-02 , 
  19.90100 ,     0.676683316730957E+00 ,     0.977444155867216E-01 ,    -0.476204068848973E-01 ,     0.489586409419928E+00 ,     0.405621067073776E+00 ,     0.222693599420734E-01 , 
  19.92100 ,     0.730156344809649E+00 ,    -0.782161156029959E-01 ,    -0.164141316037326E-01 ,     0.522814236096009E+00 ,     0.301604438588550E+00 ,     0.405498116830217E-01 , 
  19.94100 ,     0.742592348031064E+00 ,    -0.269605282561471E+00 ,     0.262882576063451E-01 ,     0.528487606426515E+00 ,     0.185924642057120E+00 ,     0.585242461868340E-01 , 
  19.96100 ,     0.710741752864373E+00 ,    -0.462039754797894E+00 ,     0.793080450967345E-01 ,     0.504552688308713E+00 ,     0.649900028717728E-01 ,     0.752730907855163E-01 , 
  19.98100 ,     0.634512011545809E+00 ,    -0.641062973831397E+00 ,     0.140068607523887E+00 ,     0.451040610909287E+00 ,    -0.545801633050828E-01 ,     0.897373416213826E-01 , 
  20.00100 ,     0.516864477557080E+00 ,    -0.793340496768186E+00 ,     0.204735170424042E+00 ,     0.369991645458527E+00 ,    -0.166379080254735E+00 ,     0.100771869225960E+00 , 
  20.02100 ,     0.363499452164299E+00 ,    -0.907747408265824E+00 ,     0.268489825872609E+00 ,     0.265241354297679E+00 ,    -0.264616291737723E+00 ,     0.107221028141961E+00 , 
  20.04100 ,     0.182364245064942E+00 ,    -0.976257990220747E+00 ,     0.325920252392663E+00 ,     0.142092191319856E+00 ,    -0.344472891214551E+00 ,     0.108011155847124E+00 , 
  20.06100 ,    -0.169694434899132E-01 ,    -0.994565878026748E+00 ,     0.371489066999976E+00 ,     0.690130465951258E-02 ,    -0.402383300763516E+00 ,     0.102252109091956E+00 , 
  20.08100 ,    -0.224005334930879E+00 ,    -0.962386776713663E+00 ,     0.400042171966286E+00 ,    -0.133380268694879E+00 ,    -0.436224514295457E+00 ,     0.893382781379746E-01 , 
  20.10100 ,    -0.428043570745872E+00 ,    -0.883423321166908E+00 ,     0.407309674458014E+00 ,    -0.271680424468057E+00 ,    -0.445400964331971E+00 ,     0.690387458577844E-01 , 
  20.12100 ,    -0.618868979275091E+00 ,    -0.765000426380169E+00 ,     0.390352444440948E+00 ,    -0.401255818304372E+00 ,    -0.430821246180994E+00 ,     0.415665302786579E-01 , 
  20.14100 ,    -0.787358975591369E+00 ,    -0.617407008013383E+00 ,     0.347911227635273E+00 ,    -0.516087954602686E+00 ,    -0.394771177183195E+00 ,     0.761817155259726E-02 , 
  20.16100 ,    -0.925973177454492E+00 ,    -0.453003935143945E+00 ,     0.280623132935498E+00 ,    -0.611201236450753E+00 ,    -0.340695414980476E+00 ,    -0.316228035503055E-01 , 
  20.18100 ,    -0.102909896333298E+01 ,    -0.285176532002880E+00 ,     0.191081577760819E+00 ,    -0.682886630640101E+00 ,    -0.272906491513743E+00 ,    -0.745219831068536E-01 , 
  20.20100 ,    -0.109324059700810E+01 ,    -0.127221414671950E+00 ,     0.837293969789607E-01 ,    -0.728823307365690E+00 ,    -0.196245125032352E+00 ,    -0.119069682915864E+00 , 
  20.22100 ,    -0.111705297800434E+01 ,     0.873889626204689E-02 ,    -0.354104231519798E-01 ,    -0.748099286496443E+00 ,    -0.115718681266970E+00 ,    -0.162992371793530E+00 , 
  20.24100 ,    -0.110123338710442E+01 ,     0.112724444891601E+00 ,    -0.159147368414648E+00 ,    -0.741140021298228E+00 ,    -0.361454703770688E-01 ,    -0.203892767267412E+00 , 
  20.26100 ,    -0.104829477871246E+01 ,     0.177671955257217E+00 ,    -0.279647323145174E+00 ,    -0.709560343417640E+00 ,     0.381688223076593E-01 ,    -0.239408551663243E+00 , 
  20.28100 ,    -0.962251464674508E+00 ,     0.199955101807663E+00 ,    -0.389025414184726E+00 ,    -0.655959805209110E+00 ,     0.103699694056929E+00 ,    -0.267377572670555E+00 , 
  20.30100 ,    -0.848251974263529E+00 ,     0.179613950700315E+00 ,    -0.479958704539441E+00 ,    -0.583683905992301E+00 ,     0.157899608973348E+00 ,    -0.285996341162910E+00 , 
  20.32100 ,    -0.712194328187323E+00 ,     0.120281628832511E+00 ,    -0.546267252783262E+00 ,    -0.496573906806726E+00 ,     0.199309589760253E+00 ,    -0.293958739668197E+00 , 
  20.34100 ,    -0.560356124689258E+00 ,     0.288216603327301E-01 ,    -0.583414137851827E+00 ,    -0.398726060841784E+00 ,     0.227582212646410E+00 ,    -0.290563118066433E+00 , 
  20.36100 ,    -0.399066194895910E+00 ,    -0.852870303346636E-01 ,    -0.588881463526109E+00 ,    -0.294277437974369E+00 ,     0.243418692666558E+00 ,    -0.275778281487151E+00 , 
  20.38100 ,    -0.234436875510977E+00 ,    -0.210760663375327E+00 ,    -0.562389547390048E+00 ,    -0.187230575354065E+00 ,     0.248429334113096E+00 ,    -0.250262072659285E+00 , 
  20.40100 ,    -0.721670667316442E-01 ,    -0.335445469926774E+00 ,    -0.505939575066013E+00 ,    -0.813235152056761E-01 ,     0.244932186231275E+00 ,    -0.215330040181480E+00 , 
  20.42100 ,     0.825828374402701E-01 ,    -0.447297622069537E+00 ,    -0.423674817898264E+00 ,     0.200539881128990E-01 ,     0.235708873539760E+00 ,    -0.172875733630997E+00 , 
  20.44100 ,     0.225251390999867E+00 ,    -0.535327832227345E+00 ,    -0.321570776425375E+00 ,     0.113902598644128E+00 ,     0.223738986492015E+00 ,    -0.125248120540877E+00 , 
  20.46100 ,     0.351885899417976E+00 ,    -0.590435858529674E+00 ,    -0.206978994305147E+00 ,     0.197622647734268E+00 ,     0.211934999822526E+00 ,    -0.750951324866223E-01 , 
  20.48100 ,     0.459120085433691E+00 ,    -0.606071845382886E+00 ,    -0.880615434065314E-01 ,     0.269002138637110E+00 ,     0.202898470886082E+00 ,    -0.251851120544172E-01 , 
  20.50100 ,     0.544139996646504E+00 ,    -0.578677975901635E+00 ,     0.268377399162766E-01 ,     0.326196339038538E+00 ,     0.198715446655930E+00 ,     0.217802880320888E-01 , 
  20.52100 ,     0.604657666205928E+00 ,    -0.507883728038953E+00 ,     0.129834050050772E+00 ,     0.367711261108717E+00 ,     0.200804891247964E+00 ,     0.633475557956288E-01 , 
  20.54100 ,     0.638908598082367E+00 ,    -0.396449293408766E+00 ,     0.214102441388978E+00 ,     0.392401184238704E+00 ,     0.209828945707841E+00 ,     0.974734555408470E-01 , 
  20.56100 ,     0.645683581585653E+00 ,    -0.249972559134754E+00 ,     0.274390303318862E+00 ,     0.399486902311572E+00 ,     0.225668412472779E+00 ,     0.122655835579790E+00 , 
  20.58100 ,     0.624398313132885E+00 ,    -0.763936962470486E-01 ,     0.307400741806478E+00 ,     0.388596995498242E+00 ,     0.247461493637587E+00 ,     0.138023712615346E+00 , 
  20.60100 ,     0.575196638639616E+00 ,     0.114653670771599E+00 ,     0.312017122313219E+00 ,     0.359829650934706E+00 ,     0.273698948937850E+00 ,     0.143380579822320E+00 , 
  20.62100 ,     0.499075821405705E+00 ,     0.312585650090775E+00 ,     0.289352391697558E+00 ,     0.313827944824531E+00 ,     0.302364851440656E+00 ,     0.139198656536436E+00 , 
  20.64100 ,     0.398015964768766E+00 ,     0.506641974791497E+00 ,     0.242621362086408E+00 ,     0.251857595278931E+00 ,     0.331109283145572E+00 ,     0.126565668346226E+00 , 
  20.66100 ,     0.275091347455747E+00 ,     0.686628015020760E+00 ,     0.176848654905622E+00 ,     0.175873478028978E+00 ,     0.357437788292981E+00 ,     0.107089388286831E+00 , 
  20.68100 ,     0.134539549887823E+00 ,     0.843568676645634E+00 ,     0.984382405580151E-01 ,     0.885600279823866E-01 ,     0.378902223330876E+00 ,     0.827682826340160E-01 , 
  20.70100 ,    -0.182347963729513E-01 ,     0.970228779490472E+00 ,     0.146413722118227E-01 ,    -0.666876260293700E-02 ,     0.393278722740243E+00 ,     0.558389434004717E-01 , 
  20.72100 ,    -0.176740958546394E+00 ,     0.106146862692647E+01 ,    -0.670326712997873E-01 ,    -0.105721661138473E+00 ,     0.398720647544226E+00 ,     0.286123843629136E-01 , 
  20.74100 ,    -0.333580576319032E+00 ,     0.111441946363777E+01 ,    -0.139414824872727E+00 ,    -0.203942722144703E+00 ,     0.393877325749030E+00 ,     0.331164684978086E-02 , 
  20.76100 ,    -0.480727851732133E+00 ,     0.112847983881042E+01 ,    -0.196235516722533E+00 ,    -0.296286587738389E+00 ,     0.377972808388482E+00 ,    -0.180774833407780E-01 , 
  20.78100 ,    -0.609905638664350E+00 ,     0.110514905596433E+01 ,    -0.232601257581157E+00 ,    -0.377552944198831E+00 ,     0.350842411928443E+00 ,    -0.339324064977782E-01 , 
  20.80100 ,    -0.713041157685476E+00 ,     0.104772658145605E+01 ,    -0.245352516528005E+00 ,    -0.442670064944549E+00 ,     0.312928174922145E+00 ,    -0.430883459375491E-01 , 
  20.82100 ,    -0.782775172741362E+00 ,     0.960915474960933E+00 ,    -0.233277328858792E+00 ,    -0.487011271633908E+00 ,     0.265237247782222E+00 ,    -0.448965594695902E-01 , 
  20.84100 ,    -0.812990156663978E+00 ,     0.850372945442250E+00 ,    -0.197167360052229E+00 ,    -0.506723023400697E+00 ,     0.209269452833325E+00 ,    -0.392440472602117E-01 , 
  20.86100 ,    -0.799317153682847E+00 ,     0.722251795165316E+00 ,    -0.139716161581777E+00 ,    -0.499039759361058E+00 ,     0.146921675535168E+00 ,    -0.265357044382878E-01 , 
  20.88100 ,    -0.739578440358092E+00 ,     0.582772989220421E+00 ,    -0.652719920137370E-01 ,    -0.462559014236608E+00 ,     0.803773451081975E-01 ,    -0.764261223680321E-02 , 
  20.90100 ,    -0.634124150025079E+00 ,     0.437862467932156E+00 ,     0.205311994887436E-01 ,    -0.397450981881816E+00 ,     0.119890879241227E-01 ,     0.161775874048318E-01 , 
  20.92100 ,    -0.486025903452318E+00 ,     0.292875514685201E+00 ,     0.111232105616584E+00 ,    -0.305579703754060E+00 ,    -0.558381826761133E-01 ,     0.433806872916179E-01 , 
  20.94100 ,    -0.301098983815864E+00 ,     0.152420633830361E+00 ,     0.200051221162293E+00 ,    -0.190518287486743E+00 ,    -0.120757760127172E+00 ,     0.722478680496411E-01 , 
  20.96100 ,    -0.877361763766584E-01 ,     0.202832177785270E-01 ,     0.280409717869109E+00 ,    -0.574476880358538E-01 ,    -0.180580779432049E+00 ,     0.101001079026983E+00 , 
  20.98100 ,     0.143449768359305E+00 ,    -0.100561496523374E+00 ,     0.346417722205921E+00 ,     0.870629000038913E-01 ,    -0.233362128494749E+00 ,     0.127913891684102E+00 , 
  21.00100 ,     0.380163062922323E+00 ,    -0.207865489699582E+00 ,     0.393295703303471E+00 ,     0.235386741097299E+00 ,    -0.277471198346856E+00 ,     0.151411020161151E+00 , 
  21.02100 ,     0.609114223844477E+00 ,    -0.299980354610549E+00 ,     0.417699441238528E+00 ,     0.379264817270761E+00 ,    -0.311647161449064E+00 ,     0.170151268922064E+00 , 
  21.04100 ,     0.816821157405493E+00 ,    -0.375713029040395E+00 ,     0.417927867599130E+00 ,     0.510300678022434E+00 ,    -0.335039203009393E+00 ,     0.183090462384616E+00 , 
  21.06100 ,     0.990470152723414E+00 ,    -0.434192098701215E+00 ,     0.394003122643466E+00 ,     0.620493017940855E+00 ,    -0.347232449400281E+00 ,     0.189522746333810E+00 , 
  21.08100 ,     0.111877734662563E+01 ,    -0.474767883670604E+00 ,     0.347622564070811E+00 ,     0.702769410811683E+00 ,    -0.348260279671614E+00 ,     0.189100351017641E+00 , 
  21.10100 ,     0.119278799114481E+01 ,    -0.496962813507590E+00 ,     0.281992316032431E+00 ,     0.751482597100909E+00 ,    -0.338603366799880E+00 ,     0.181833328741355E+00 , 
  21.12100 ,     0.120655244397693E+01 ,    -0.500480032365961E+00 ,     0.201560480793704E+00 ,     0.762831648782317E+00 ,    -0.319175312043176E+00 ,     0.168071826948864E+00 , 
  21.14100 ,     0.115762428925405E+01 ,    -0.485268773514673E+00 ,     0.111674723275012E+00 ,     0.735174270008193E+00 ,    -0.291294267289959E+00 ,     0.148474085464622E+00 , 
  21.16100 ,     0.104733705250797E+01 ,    -0.451635898911075E+00 ,     0.181931576422530E-01 ,     0.669203236359946E+00 ,    -0.256639644063932E+00 ,     0.123963560702379E+00 , 
  21.18100 ,     0.880830884353593E+00 ,    -0.400385173905800E+00 ,    -0.729208785993401E-01 ,     0.567969094393307E+00 ,    -0.217193017648859E+00 ,     0.956784347416335E-01 , 
  21.20100 ,     0.666818297420244E+00 ,    -0.332960254088281E+00 ,    -0.155990444901512E+00 ,     0.436742093781228E+00 ,    -0.175162741000075E+00 ,     0.649163550451880E-01 , 
  21.22100 ,     0.417097233753785E+00 ,    -0.251564674784333E+00 ,    -0.225976431143045E+00 ,     0.282718102375921E+00 ,    -0.132892618092495E+00 ,     0.330766862575711E-01 , 
  21.24100 ,     0.145838937965650E+00 ,    -0.159232717564152E+00 ,    -0.278767196865784E+00 ,     0.114585056322703E+00 ,    -0.927562167624358E-01 ,     0.160196098387605E-02 , 
  21.26100 ,    -0.131304206250011E+00 ,    -0.598288968882132E-01 ,    -0.311391059306278E+00 ,    -0.580226088363611E-01 ,    -0.570399280385516E-01 ,    -0.280802957043058E-01 , 
  21.28100 ,    -0.398210993551109E+00 ,     0.420393748464005E-01 ,    -0.322143172067031E+00 ,    -0.225144999065973E+00 ,    -0.278195462528074E-01 ,    -0.546145345344852E-01 , 
  21.30100 ,    -0.639353460489424E+00 ,     0.141202284364530E+00 ,    -0.310625249606724E+00 ,    -0.377150184009323E+00 ,    -0.683675406276149E-02 ,    -0.767722267075381E-01 , 
  21.32100 ,    -0.840832899973813E+00 ,     0.232197148097371E+00 ,    -0.277702940024602E+00 ,    -0.505373502917850E+00 ,     0.461676910640524E-02 ,    -0.935041503258283E-01 , 
  21.34100 ,    -0.991314332188564E+00 ,     0.309612097021776E+00 ,    -0.225390952548059E+00 ,    -0.602696330602144E+00 ,     0.579905093329292E-02 ,    -0.103988761871416E+00 , 
  21.36100 ,    -0.108279003579139E+01 ,     0.368479150892068E+00 ,    -0.156679969226474E+00 ,    -0.664021508603148E+00 ,    -0.340739667975478E-02 ,    -0.107675040469684E+00 , 
  21.38100 ,    -0.111111428967301E+01 ,     0.404683988907573E+00 ,    -0.753217353965526E-01 ,    -0.686609624820750E+00 ,    -0.224538426540942E-01 ,    -0.104317702966224E+00 , 
  21.40100 ,    -0.107626768064724E+01 ,     0.415354680432065E+00 ,     0.144104832203895E-01 ,    -0.670250176067325E+00 ,    -0.501232840236908E-01 ,    -0.940022790987869E-01 , 
  21.42100 ,    -0.982329021295646E+00 ,     0.399190146236936E+00 ,     0.107969531092139E+00 ,    -0.617253659542863E+00 ,    -0.845724219031755E-01 ,    -0.771573233591303E-01 , 
  21.44100 ,    -0.837154621637202E+00 ,     0.356691509667573E+00 ,     0.200775354344291E+00 ,    -0.532263913793953E+00 ,    -0.123419024464082E+00 ,    -0.545511223246892E-01 , 
  21.46100 ,    -0.651786709429328E+00 ,     0.290265725040303E+00 ,     0.288437279157007E+00 ,    -0.421903554092292E+00 ,    -0.163872561237864E+00 ,    -0.272707009525771E-01 , 
  21.48100 ,    -0.439633481569094E+00 ,     0.204180513984532E+00 ,     0.366948606960096E+00 ,    -0.294278071055944E+00 ,    -0.202902311499844E+00 ,     0.331823658687905E-02 , 
  21.50100 ,    -0.215480957886121E+00 ,     0.104361926481946E+00 ,     0.432847733448200E+00 ,    -0.158375080548394E+00 ,    -0.237433585333517E+00 ,     0.356306014299669E-01 , 
  21.52100 ,     0.558992522883561E-02 ,    -0.196028519322334E-02 ,     0.483342917531784E+00 ,    -0.234034501136017E-01 ,    -0.264559591448116E+00 ,     0.679391387823302E-01 , 
  21.54100 ,     0.209299796027918E+00 ,    -0.106740082687563E+00 ,     0.516400235341954E+00 ,     0.101878096181372E+00 ,    -0.281754167537595E+00 ,     0.984666145686477E-01 , 
  21.56100 ,     0.383198163843603E+00 ,    -0.201702730599181E+00 ,     0.530796002227147E+00 ,     0.209792199626033E+00 ,    -0.287069334721680E+00 ,     0.125488362063062E+00 , 
  21.58100 ,     0.517543666032505E+00 ,    -0.278988989047058E+00 ,     0.526135990520512E+00 ,     0.294286041347973E+00 ,    -0.279301646113199E+00 ,     0.147439100997209E+00 , 
  21.60100 ,     0.605970258497411E+00 ,    -0.331804770233820E+00 ,     0.502844175019126E+00 ,     0.351345152751054E+00 ,    -0.258112666262650E+00 ,     0.163016813870580E+00 , 
  21.62100 ,     0.645888573600058E+00 ,    -0.355021768916875E+00 ,     0.462123650418068E+00 ,     0.379246365382518E+00 ,    -0.224091619876767E+00 ,     0.171275849613006E+00 , 
  21.64100 ,     0.638591956125124E+00 ,    -0.345675923741177E+00 ,     0.405891993302152E+00 ,     0.378630749327809E+00 ,    -0.178752137968782E+00 ,     0.171701446870213E+00 , 
  21.66100 ,     0.589059498942160E+00 ,    -0.303316675115269E+00 ,     0.336692919053295E+00 ,     0.352391315641431E+00 ,    -0.124459843787978E+00 ,     0.164258597138840E+00 , 
  21.68100 ,     0.505471967597800E+00 ,    -0.230170489492451E+00 ,     0.257585834179640E+00 ,     0.305384685919961E+00 ,    -0.642928970091505E-01 ,     0.149409604855129E+00 , 
  21.70100 ,     0.398478982238700E+00 ,    -0.131096245357028E+00 ,     0.172014986306270E+00 ,     0.243989730772769E+00 ,    -0.184311963840931E-02 ,     0.128096778978691E+00 , 
  21.72100 ,     0.280275439282376E+00 ,    -0.133267007621132E-01 ,     0.836604756120047E-01 ,     0.175548257280601E+00 ,     0.590295067742325E-01 ,     0.101689270556187E+00 , 
  21.74100 ,     0.163560337454452E+00 ,     0.113991991477049E+00 ,    -0.372556747912122E-02 ,     0.107732218111237E+00 ,     0.114471817209172E+00 ,     0.718959545499577E-01 , 
  21.76100 ,     0.604606930422939E-01 ,     0.240433401962539E+00 ,    -0.864928878119401E-01 ,     0.478878602751580E-01 ,     0.160921604972323E+00 ,     0.406491984654569E-01 , 
  21.78100 ,    -0.184937053863222E-01 ,     0.355051818493782E+00 ,    -0.161270655868271E+00 ,     0.240923445726644E-02 ,     0.195379009144513E+00 ,     0.996709811797068E-02 , 
  21.80100 ,    -0.652626307160697E-01 ,     0.447214224149021E+00 ,    -0.225140526812288E+00 ,    -0.238086404201346E-01 ,     0.215643360671482E+00 ,    -0.181959733198947E-01 , 
  21.82100 ,    -0.749829464893933E-01 ,     0.507438675958268E+00 ,    -0.275795637514914E+00 ,    -0.277927793403968E-01 ,     0.220495641371509E+00 ,    -0.420991012925891E-01 , 
  21.84100 ,    -0.463953595689077E-01 ,     0.528172024291831E+00 ,    -0.311675079420411E+00 ,    -0.875687245502473E-02 ,     0.209810368117091E+00 ,    -0.603527901271951E-01 , 
  21.86100 ,     0.180251322718821E-01 ,     0.504442992449056E+00 ,    -0.332063285600596E+00 ,     0.318145179664540E-01 ,     0.184585845775636E+00 ,    -0.720334378924639E-01 , 
  21.88100 ,     0.112247246625699E+00 ,     0.434335136441711E+00 ,    -0.337144645006613E+00 ,     0.902700178131789E-01 ,     0.146887958120775E+00 ,    -0.767640033734960E-01 , 
  21.90100 ,     0.227157539344627E+00 ,     0.319237521913657E+00 ,    -0.328005591839604E+00 ,     0.161076593811871E+00 ,     0.997094997546190E-01 ,    -0.747528978724414E-01 , 
  21.92100 ,     0.351294644432121E+00 ,     0.163848058199790E+00 ,    -0.306579383086455E+00 ,     0.237264131824260E+00 ,     0.467539399754028E-01 ,    -0.667862969828027E-01 , 
  21.94100 ,     0.471786670096998E+00 ,    -0.240760545750292E-01 ,    -0.275532618997280E+00 ,     0.310994900901025E+00 ,    -0.784112455570733E-02 ,    -0.541727947141246E-01 , 
  21.96100 ,     0.575418205553263E+00 ,    -0.234205983181269E+00 ,    -0.238097008786609E+00 ,     0.374213150222283E+00 ,    -0.598202761752831E-01 ,    -0.386433091446373E-01 , 
  21.98100 ,     0.649742524394045E+00 ,    -0.454332801311751E+00 ,    -0.197854569184520E+00 ,     0.419323359469214E+00 ,    -0.105142037730401E+00 ,    -0.222130528436320E-01 , 
  22.00100 ,     0.684150311914936E+00 ,    -0.671211780471201E+00 ,    -0.158488933897505E+00 ,     0.439842977428233E+00 ,    -0.140299931926417E+00 ,    -0.701585338624710E-02 , 
  22.02100 ,     0.670808971752850E+00 ,    -0.871495374140912E+00 ,    -0.123519291523413E+00 ,     0.430977075422607E+00 ,    -0.162606928843269E+00 ,     0.487617488461459E-02 , 
  22.04100 ,     0.605396106660900E+00 ,    -0.104268302549235E+01 ,    -0.960362253633309E-01 ,     0.390068109788264E+00 ,    -0.170419750746589E+00 ,     0.116329156809624E-01 , 
  22.06100 ,     0.487566403976825E+00 ,    -0.117401394045224E+01 ,    -0.784600387626648E-01 ,     0.316883497197210E+00 ,    -0.163283864121263E+00 ,     0.118313201040863E-01 , 
  22.08100 ,     0.321111686970804E+00 ,    -0.125723302623795E+01 ,    -0.723417650479107E-01 ,     0.213716224999469E+00 ,    -0.141986012328918E+00 ,     0.459090381136581E-02 , 
  22.10100 ,     0.113797724140782E+00 ,    -0.128717001336074E+01 ,    -0.782248791555677E-01 ,     0.852882703203871E-01 ,    -0.108508362777625E+00 ,    -0.103326028887581E-01 , 
  22.12100 ,    -0.123113343504606E+00 ,    -0.126208657902734E+01 ,    -0.955818126284388E-01 ,    -0.615379549790544E-01 ,    -0.658861849158943E-01 ,    -0.325045216996420E-01 , 
  22.14100 ,    -0.375621377118815E+00 ,    -0.118376486660833E+01 ,    -0.122833959717860E+00 ,    -0.218219798214406E+00 ,    -0.179788021898140E-01 ,    -0.608243981988429E-01 , 
  22.16100 ,    -0.627971614483089E+00 ,    -0.105733161625648E+01 ,    -0.157457343213058E+00 ,    -0.375132266473707E+00 ,     0.308292746123680E-01 ,    -0.935954425895540E-01 , 
  22.18100 ,    -0.863789277977012E+00 ,    -0.890833453692902E+00 ,    -0.196169007004800E+00 ,    -0.522258705707020E+00 ,     0.759742251737568E-01 ,    -0.128645824711726E+00 , 
