Q (Ang^-1), RMC, Data
  0.84599999999999997       ,  -0.55509647265836493       ,  -0.41275331673552712     
  0.86599999999999999       ,  -0.61692100351940315       ,  -0.50477072114337429     
  0.88600000000000001       ,  -0.64863271452633720       ,  -0.56474967167227241     
  0.90600000000000003       ,  -0.64807760079030663       ,  -0.58981800542316998     
  0.92600000000000005       ,  -0.61617160523723236       ,  -0.58033841045444967     
  0.94599999999999995       ,  -0.55673589242971644       ,  -0.53976239288026195     
  0.96599999999999997       ,  -0.47607249948493735       ,  -0.47421233113073991     
  0.98599999999999999       ,  -0.38232443820864137       ,  -0.39183619913605056     
   1.0060000000000000       ,  -0.28468253655852693       ,  -0.30199852752021156     
   1.0260000000000000       ,  -0.19251367798939956       ,  -0.21438415893820714     
   1.0460000000000000       ,  -0.11449064047380671       ,  -0.13809732164703234     
   1.0660000000000001       ,   -5.7802079947298989E-002  ,   -8.0837104462530646E-002
   1.0860000000000001       ,   -2.7512607403209877E-002  ,   -4.8221830034479045E-002
   1.1060000000000001       ,   -2.6128240576145392E-002  ,   -4.3319976359368136E-002
   1.1259999999999999       ,   -5.3403156667485581E-002  ,   -6.6425607954871083E-002
   1.1459999999999999       ,  -0.10640141182230317       ,  -0.11509357078956878     
   1.1659999999999999       ,  -0.17980413900641268       ,  -0.18442603986116116     
   1.1859999999999999       ,  -0.26643075542405753       ,  -0.26757950067796815     
   1.2060000000000000       ,  -0.35792384242926240       ,  -0.35644187923685883     
   1.2260000000000000       ,  -0.44553324657948884       ,  -0.44241498796425027     
   1.2460000000000000       ,  -0.52092679286516852       ,  -0.51722895695528959     
   1.2660000000000000       ,  -0.57695346242216949       ,  -0.57371354775701067     
   1.2860000000000000       ,  -0.60829003523942426       ,  -0.60645627181084716     
   1.3060000000000000       ,  -0.61191350649067822       ,  -0.61228852243113252     
   1.3260000000000001       ,  -0.58735798252697569       ,  -0.59055739034481758     
   1.3460000000000001       ,  -0.53673473402851102       ,  -0.54316093022269107     
   1.3660000000000001       ,  -0.46451580701773765       ,  -0.47434653130240706     
   1.3859999999999999       ,  -0.37710310178762713       ,  -0.39029372832392212     
   1.4059999999999999       ,  -0.28222419194850135       ,  -0.29852231436621968     
   1.4259999999999999       ,  -0.18821164138025201       ,  -0.20718223921463144     
   1.4460000000000000       ,  -0.10323281338443527       ,  -0.12429211393310889     
   1.4660000000000000       ,   -3.4541258701936653E-002  ,   -5.6997297634205364E-002
   1.4860000000000000       ,    1.2181622511860019E-002  ,   -1.0916181498218309E-002
   1.5060000000000000       ,    3.3334581450995257E-002  ,    1.0365337573409286E-002
   1.5260000000000000       ,    2.7708189186792572E-002  ,    5.6052677509428389E-003
   1.5460000000000000       ,   -3.4276074990657532E-003  ,   -2.4004903712778369E-002
   1.5660000000000001       ,   -5.6467123386940751E-002  ,   -7.4979525862558946E-002
   1.5860000000000001       ,  -0.12582954186581410       ,  -0.14189280046568201     
   1.6060000000000001       ,  -0.20450229535524864       ,  -0.21791343630420665     
   1.6259999999999999       ,  -0.28471619397229758       ,  -0.29546918052715659     
   1.6459999999999999       ,  -0.35868912337502629       ,  -0.36697846689821828     
   1.6659999999999999       ,  -0.41936876347074475       ,  -0.42558021420977593     
   1.6859999999999999       ,  -0.46110478443370778       ,  -0.46579296394132785     
   1.7060000000000000       ,  -0.48018737013805063       ,  -0.48404105757534610     
   1.7260000000000000       ,  -0.47520113943898662       ,  -0.47899783757251718     
   1.7460000000000000       ,  -0.44716049202923036       ,  -0.45171280365733690     
   1.7660000000000000       ,  -0.39941257461264107       ,  -0.40550973316886724     
   1.7860000000000000       ,  -0.33731562387884639       ,  -0.34566415660713368     
   1.8060000000000000       ,  -0.26772143836035789       ,  -0.27888931647766579     
   1.8260000000000001       ,  -0.19830924367516117       ,  -0.21267792686245110     
   1.8460000000000001       ,  -0.13683253785883537       ,  -0.15456101028954594     
   1.8660000000000001       ,   -9.0349293745411272E-002  ,  -0.11135350701866387     
   1.8859999999999999       ,   -6.4508300030127613E-002  ,   -8.8458411471325757E-002
   1.9059999999999999       ,   -6.2960156370861484E-002  ,   -8.9296641693924789E-002
   1.9259999999999999       ,   -8.6950813797699894E-002  ,  -0.11491903626065558     
   1.9460000000000000       ,  -0.13513945876722838       ,  -0.16384071371332340     
   1.9660000000000000       ,  -0.20366236824759182       ,  -0.23211792919042099     
   1.9860000000000000       ,  -0.28644188785703906       ,  -0.31366529848751684     
   2.0059999999999998       ,  -0.37571690763211707       ,  -0.40078882381655045     
   2.0259999999999998       ,  -0.46275018580128202       ,  -0.48488958001656823     
   2.0459999999999998       ,  -0.53865052619744325       ,  -0.55727609592178373     
   2.0659999999999998       ,  -0.59523577420199691       ,  -0.61001197321482870     
   2.0859999999999999       ,  -0.62585703449280783       ,  -0.63672024984527642     
   2.1059999999999999       ,  -0.62610604730006292       ,  -0.63326800248475235     
