Flight time (us) , Experiment , Calculated
   4400.5780000000004       ,    1.3381000000000001       ,    1.4410684820653306     
   4404.0940000000001       ,    1.3613000000000000       ,    1.4066164193966029     
   4407.6089999999995       ,    1.3553999999999999       ,    1.3772535476681638     
   4411.1399999999994       ,    1.3389000000000000       ,    1.3516514850936179     
   4414.6720000000005       ,    1.2404999999999999       ,    1.3292862215676902     
   4418.2030000000004       ,    1.2675000000000001       ,    1.3098702785581087     
   4421.7339999999995       ,    1.2488999999999999       ,    1.2934746821184639     
   4425.2659999999996       ,    1.1879000000000000       ,    1.2805426156267956     
   4428.8130000000001       ,    1.1588000000000001       ,    1.2718664222818725     
   4432.3590000000004       ,    1.1933000000000000       ,    1.2686629199069859     
   4435.9059999999999       ,    1.1988000000000001       ,    1.2721810436113401     
   4439.4530000000004       ,    1.2318000000000000       ,    1.2833151301626529     
   4443.0000000000000       ,    1.2253000000000001       ,    1.3020267766439795     
   4446.5619999999999       ,    1.2480000000000000       ,    1.3269013062793804     
   4450.1250000000000       ,    1.2282000000000000       ,    1.3545535446122294     
   4453.6720000000005       ,    1.1656000000000000       ,    1.3799271504859381     
   4457.2339999999995       ,    1.1539999999999999       ,    1.3977169594640073     
   4460.8130000000001       ,    1.1953000000000000       ,    1.4033834426077898     
   4464.3750000000000       ,    1.2235000000000000       ,    1.3949820290335024     
   4467.9369999999999       ,    1.1896000000000000       ,    1.3736790734364701     
   4471.5160000000005       ,    1.1998000000000000       ,    1.3427748237094312     
   4475.0940000000001       ,    1.2347999999999999       ,    1.3069778817814413     
   4478.6720000000005       ,    1.2075000000000000       ,    1.2716530666400554     
   4482.2650000000003       ,    1.1335999999999999       ,    1.2382830929205073     
   4485.8440000000001       ,    1.1668000000000001       ,    1.2100238962689116     
   4489.4220000000005       ,    1.1158999999999999       ,    1.1873828281441430     
   4493.0159999999996       ,    1.0782000000000000       ,    1.1699533386569516     
   4496.6090000000004       ,    1.0876999999999999       ,    1.1569749169895960     
   4500.2190000000001       ,    1.0995999999999999       ,    1.1473773318184528     
   4503.8280000000004       ,    1.0790999999999999       ,    1.1402723835726354     
   4507.4220000000005       ,    1.0603000000000000       ,    1.1349159523857928     
   4511.0150000000003       ,    1.0783000000000000       ,    1.1307294606552345     
   4514.6250000000000       ,    1.1069000000000000       ,    1.1273337800561212     
   4518.2500000000000       ,    1.0542000000000000       ,    1.1245083489330048     
   4521.8590000000004       ,    1.0801000000000001       ,    1.1221365711910229     
   4525.4690000000001       ,    1.1254999999999999       ,    1.1201269775192466     
   4529.0940000000001       ,    1.1362000000000001       ,    1.1184397528999492     
   4532.7190000000001       ,    1.1068000000000000       ,    1.1170910135363732     
   4536.3440000000001       ,    1.0543000000000000       ,    1.1161500168282845     
   4539.9690000000001       ,    1.0987000000000000       ,    1.1157940562846669     
   4543.6090000000004       ,    1.0915999999999999       ,    1.1164223151414512     
   4547.2500000000000       ,    1.0771999999999999       ,    1.1188228246391558     
   4550.8750000000000       ,    1.1138999999999999       ,    1.1243591914067605     
   4554.5159999999996       ,    1.1380999999999999       ,    1.1353080606863148     
   4558.1719999999996       ,    1.1312000000000000       ,    1.1549369504284852     
   4561.8119999999999       ,    1.1537999999999999       ,    1.1869466076808999     
   4565.4529999999995       ,    1.2302000000000000       ,    1.2352020247272799     
   4569.1090000000004       ,    1.2954000000000001       ,    1.3023838194348543     
   4572.7659999999996       ,    1.4410000000000001       ,    1.3876736259134483     
   4576.4219999999996       ,    1.4887999999999999       ,    1.4857936796683833     
   4580.0780000000004       ,    1.5871000000000000       ,    1.5863745036411709     
   4583.7500000000000       ,    1.6775000000000000       ,    1.6754461811373758     
   4587.4220000000005       ,    1.7501000000000000       ,    1.7374360102155291     
   4591.0940000000001       ,    1.7911999999999999       ,    1.7614768140643944     
   4594.7659999999996       ,    1.7041999999999999       ,    1.7444759830304928     
   4598.4369999999999       ,    1.6919000000000000       ,    1.6916373381948837     
   4602.1250000000000       ,    1.6269000000000000       ,    1.6135583229526440     
   4605.8130000000001       ,    1.5529999999999999       ,    1.5237482064045325     
   4609.5000000000000       ,    1.4286000000000001       ,    1.4343599463808259     
   4613.1869999999999       ,    1.3072999999999999       ,    1.3541135806654667     
   4616.8750000000000       ,    1.2298000000000000       ,    1.2876517752176722     
   4620.5630000000001       ,    1.2238000000000000       ,    1.2360945944008437     
   4624.2500000000000       ,    1.2229000000000001       ,    1.1979553169946990     
   4627.9529999999995       ,    1.1415000000000000       ,    1.1709094923706813     
   4631.6560000000009       ,    1.0533999999999999       ,    1.1521781620277309     
   4635.3590000000004       ,    1.0568000000000000       ,    1.1392745930156147     
   4639.0779999999995       ,    1.1091000000000000       ,    1.1302499621012387     
   4642.7809999999999       ,    1.1631000000000000       ,    1.1238248794115857     
   4646.4840000000004       ,    1.1315999999999999       ,    1.1190716894654429     
   4650.2030000000004       ,    1.0981000000000001       ,    1.1154238135018169     
   4653.9219999999996       ,    1.1302000000000001       ,    1.1125821120731088     
   4657.6399999999994       ,    1.0743000000000000       ,    1.1103568654914591     
   4661.3750000000000       ,    1.0094000000000001       ,    1.1086471666654329     
   4665.1090000000004       ,    1.0562000000000000       ,    1.1074241183862861     
   4668.8440000000001       ,    1.0850000000000000       ,    1.1067078520191636     
   4672.5779999999995       ,    1.1086000000000000       ,    1.1065868542733799     
   4676.3119999999999       ,    1.0901000000000001       ,    1.1072948354579180     
   4680.0620000000008       ,    1.0217000000000001       ,    1.1093676841591260     
   4683.7970000000005       ,    1.0260000000000000       ,    1.1138921769623329     
   4687.5470000000005       ,    1.0900000000000001       ,    1.1230365440457402     
   4691.2969999999996       ,    1.1569000000000000       ,    1.1405587062448037     
   4695.0469999999996       ,    1.1803999999999999       ,    1.1724341826866218     
   4698.8119999999999       ,    1.2424999999999999       ,    1.2272883981535010     
   4702.5619999999999       ,    1.2667999999999999       ,    1.3147409162090740     
   4706.3280000000004       ,    1.3855000000000000       ,    1.4451886234025366     
   4710.0940000000001       ,    1.6469000000000000       ,    1.6240339466791891     
