 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
  23.48600 ,     0.493336756944022E-01 ,    -0.400276264403699E-01 ,     0.127542046697730E-01 ,    -0.230633011518865E+00 ,     0.587521910638462E-01 ,    -0.802638151130242E-01 , 
  23.50600 ,     0.501003124701374E-01 ,    -0.437733598017898E-01 ,     0.131314839686629E-01 ,    -0.264733841031664E+00 ,     0.584643771258160E-01 ,    -0.826714398058324E-01 , 
  23.52600 ,     0.521425275866639E-01 ,    -0.455198347863759E-01 ,     0.151855588482166E-01 ,    -0.285204221354454E+00 ,     0.559527406190745E-01 ,    -0.820281360283379E-01 , 
  23.54600 ,     0.554741913409428E-01 ,    -0.451685134916993E-01 ,     0.186833368581047E-01 ,    -0.290881811477512E+00 ,     0.514068346121068E-01 ,    -0.784276541354231E-01 , 
  23.56600 ,     0.598937633845827E-01 ,    -0.428264690715125E-01 ,     0.232332545461396E-01 ,    -0.281693834489952E+00 ,     0.452246583196815E-01 ,    -0.721566134620673E-01 , 
  23.58600 ,     0.650077141873152E-01 ,    -0.387989704152596E-01 ,     0.283239442976298E-01 ,    -0.258655487120332E+00 ,     0.379724800479220E-01 ,    -0.636686606065315E-01 , 
  23.60600 ,     0.702733081199129E-01 ,    -0.335619195617194E-01 ,     0.333749687497766E-01 ,    -0.223780652975705E+00 ,     0.303286697661386E-01 ,    -0.535445113369901E-01 , 
  23.62600 ,     0.750565121371401E-01 ,    -0.277167238703690E-01 ,     0.377946128070909E-01 ,    -0.179913061309402E+00 ,     0.230171591674943E-01 ,    -0.424418488542771E-01 , 
  23.64600 ,     0.786993995072384E-01 ,    -0.219319586287081E-01 ,     0.410390125849864E-01 ,    -0.130492560071060E+00 ,     0.167370088778741E-01 ,    -0.310399567183526E-01 , 
  23.66600 ,     0.805905538083474E-01 ,    -0.168775229823475E-01 ,     0.426667559050163E-01 ,    -0.792764002454331E-01 ,     0.120948024610286E-01 ,    -0.199843816831866E-01 , 
  23.68600 ,     0.802317213768564E-01 ,    -0.131577780071318E-01 ,     0.423835256270233E-01 ,    -0.300389322968993E-01 ,     0.954619775454802E-02 ,    -0.983681531126494E-02 , 
  23.70600 ,     0.772943310143490E-01 ,    -0.112503009363760E-01 ,     0.400723329695519E-01 ,     0.137253803175567E-01 ,     0.935199863408179E-02 ,    -0.103477073963894E-02 , 
  23.72600 ,     0.716604604753097E-01 ,    -0.114563777727643E-01 ,     0.358063074335740E-01 ,     0.490713241110177E-01 ,     0.115526672439396E-01 ,     0.613542080565415E-02 , 
  23.74600 ,     0.634442882465700E-01 ,    -0.138682363844350E-01 ,     0.298427333148995E-01 ,     0.738229936774270E-01 ,     0.159634219260717E-01 ,     0.115501507406830E-01 , 
  23.76600 ,     0.529918890841235E-01 ,    -0.183564024541638E-01 ,     0.225988800225381E-01 ,     0.867272688433925E-01 ,     0.221901303169562E-01 ,     0.152440386176328E-01 , 
  23.78600 ,     0.408592428462912E-01 ,    -0.245785995247589E-01 ,     0.146119808588804E-01 ,     0.875292259913644E-01 ,     0.296642917127946E-01 ,     0.173904312447400E-01 , 
  23.80600 ,     0.277703418502270E-01 ,    -0.320095040064071E-01 ,     0.648729341392267E-02 ,     0.769646695563548E-01 ,     0.376936828449220E-01 ,     0.182693969002900E-01 , 
  23.82600 ,     0.145591164665203E-01 ,    -0.399886136053556E-01 ,    -0.116063265945681E-02 ,     0.566719459190728E-01 ,     0.455238694680727E-01 ,     0.182269147630254E-01 , 
  23.84600 ,     0.210038400111711E-02 ,    -0.477816951665153E-01 ,    -0.776766716807117E-02 ,     0.290318909400574E-01 ,     0.524048798409560E-01 ,     0.176297677928468E-01 , 
  23.86600 ,    -0.876397258021841E-02 ,    -0.546499222728047E-01 ,    -0.128748639466128E-01 ,    -0.304939600734686E-02 ,     0.576569670632324E-01 ,     0.168209882307307E-01 , 
  23.88600 ,    -0.172969610165059E-01 ,    -0.599200285251464E-01 ,    -0.161728268588435E-01 ,    -0.363957451102194E-01 ,     0.607295763546232E-01 ,     0.160805492790555E-01 , 
  23.90600 ,    -0.229301163423353E-01 ,    -0.630486679612798E-01 ,    -0.175312427304354E-01 ,    -0.678320457431434E-01 ,     0.612483504165907E-01 ,     0.155953648589480E-01 , 
  23.92600 ,    -0.253131311321105E-01 ,    -0.636747048068768E-01 ,    -0.170106074295203E-01 ,    -0.944483601350532E-01 ,     0.590461735154448E-01 ,     0.154416195877271E-01 , 
  23.94600 ,    -0.243450745370833E-01 ,    -0.616543008867640E-01 ,    -0.148549325896319E-01 ,    -0.113835097057132E+00 ,     0.541757565359099E-01 ,     0.155811116666879E-01 , 
  23.96600 ,    -0.201844690226863E-01 ,    -0.570753204806381E-01 ,    -0.114661090506282E-01 ,    -0.124270182368637E+00 ,     0.469029574588414E-01 ,     0.158717899959006E-01 , 
  23.98600 ,    -0.132374030722192E-01 ,    -0.502495695049988E-01 ,    -0.736243248062110E-02 ,    -0.124843584445500E+00 ,     0.376817576151397E-01 ,     0.160911568172464E-01 , 
  24.00600 ,    -0.412482627742605E-02 ,    -0.416835348678100E-01 ,    -0.312538544231642E-02 ,    -0.115510133488189E+00 ,     0.271134179957697E-01 ,     0.159698419420314E-01 , 
  24.02600 ,     0.636798040329965E-02 ,    -0.320303816608379E-01 ,     0.660040021182691E-03 ,    -0.970678214273780E-01 ,     0.158936814966889E-01 ,     0.152315723848337E-01 , 
  24.04600 ,     0.173552095107890E-01 ,    -0.220277966163840E-01 ,     0.346552409381890E-02 ,    -0.710651415356712E-01 ,     0.475285344536745E-02 ,     0.136350713222404E-01 , 
  24.06600 ,     0.279219291639297E-01 ,    -0.124276570218489E-01 ,     0.487406666126918E-02 ,    -0.396469797863851E-01 ,    -0.560589179225435E-02 ,     0.110131923099657E-01 , 
  24.08600 ,     0.371968032898133E-01 ,    -0.392431853307318E-02 ,     0.462357787910520E-02 ,    -0.535360380740192E-02 ,    -0.145645991462365E-01 ,     0.730485163718017E-02 , 
  24.10600 ,     0.444198255161857E-01 ,     0.291152771532106E-02 ,     0.263495658048718E-02 ,     0.291090032425686E-01 ,    -0.216400792111667E-01 ,     0.257603782085498E-02 , 
  24.12600 ,     0.489993075616095E-01 ,     0.768699573076922E-02 ,    -0.978281998804894E-03 ,     0.611071401503669E-01 ,    -0.265208381828660E-01 ,    -0.297271931015477E-02 , 
  24.14600 ,     0.505534214651652E-01 ,     0.102238535175499E-01 ,    -0.591994876175742E-02 ,     0.883050905865743E-01 ,    -0.290885111072568E-01 ,    -0.901365745239201E-02 , 
  24.16600 ,     0.489330624548441E-01 ,     0.105744510272627E-01 ,    -0.117398697215276E-01 ,     0.108859372730969E+00 ,    -0.294223290055023E-01 ,    -0.151135879905520E-01 , 
  24.18600 ,     0.442245349838308E-01 ,     0.901511581225275E-02 ,    -0.178786207183627E-01 ,     0.121565457027305E+00 ,    -0.277866473928229E-01 ,    -0.207684152185793E-01 , 
  24.20600 ,     0.367324048527550E-01 ,     0.601758567433786E-02 ,    -0.237239826239723E-01 ,     0.125945275207924E+00 ,    -0.246030132242510E-01 ,    -0.254472464099651E-01 , 
  24.22600 ,     0.269446343293063E-01 ,     0.220118059927512E-02 ,    -0.286735815812431E-01 ,     0.122269167015120E+00 ,    -0.204095247539791E-01 ,    -0.286419333509719E-01 , 
  24.24600 ,     0.154836622955857E-01 ,    -0.172970487312355E-02 ,    -0.321975054936242E-01 ,     0.111511683772825E+00 ,    -0.158112392841870E-01 ,    -0.299172548918545E-01 , 
  24.26600 ,     0.304826882847276E-02 ,    -0.505676530076552E-02 ,    -0.338946221277134E-01 ,     0.952463873822357E-01 ,    -0.114260306910675E-01 ,    -0.289567903284518E-01 , 
  24.28600 ,    -0.964822936950727E-02 ,    -0.712071510379084E-02 ,    -0.335368773576085E-01 ,     0.754899596903113E-01 ,    -0.783054929561633E-02 ,    -0.255998635503362E-01 , 
  24.30600 ,    -0.219377268848337E-01 ,    -0.738889437812505E-02 ,    -0.310969752049989E-01 ,     0.545101355751382E-01 ,    -0.551078476834333E-02 ,    -0.198657279128462E-01 , 
  24.32600 ,    -0.332496504549838E-01 ,    -0.551093828209910E-02 ,    -0.267564291772397E-01 ,     0.346148497816749E-01 ,    -0.482120731558160E-02 ,    -0.119623361477522E-01 , 
  24.34600 ,    -0.431513296620155E-01 ,    -0.135701857907491E-02 ,    -0.208928754620383E-01 ,     0.179413179858444E-01 ,    -0.595562356672819E-02 ,    -0.227848460211126E-02 , 
  24.36600 ,    -0.513731452142291E-01 ,     0.496518043378738E-02 ,    -0.140475694855968E-01 ,     0.626346869572779E-02 ,    -0.893181596528620E-02 ,     0.864030398687495E-02 , 
  24.38600 ,    -0.578167122932392E-01 ,     0.131165595239347E-01 ,    -0.687595071313847E-02 ,     0.834258086180561E-03 ,    -0.135908384496835E-01 ,     0.201302438749933E-01 , 
  24.40600 ,    -0.625460160465339E-01 ,     0.225553713038998E-01 ,    -0.858638775685329E-04 ,     0.227612312454421E-02 ,    -0.196106233402516E-01 ,     0.314588049670314E-01 , 
  24.42600 ,    -0.657630469486107E-01 ,     0.325860688549886E-01 ,     0.563070068348001E-02 ,     0.105284640930069E-01 ,    -0.265324176427886E-01 ,     0.418809304820502E-01 , 
  24.44600 ,    -0.677709318183355E-01 ,     0.424237043736298E-01 ,     0.966576766160159E-02 ,     0.248559887235015E-01 ,    -0.337976020615248E-01 ,     0.506969465798948E-01 , 
  24.46600 ,    -0.689286877791593E-01 ,     0.512678268303869E-01 ,     0.115567738523327E-01 ,     0.439164424458328E-01 ,    -0.407917238574457E-01 ,     0.573069845293265E-01 , 
  24.48600 ,    -0.696024393940396E-01 ,     0.583788801625878E-01 ,     0.110350997832240E-01 ,     0.658811522895578E-01 ,    -0.468921415399777E-01 ,     0.612570590002935E-01 , 
  24.50600 ,    -0.701181727990906E-01 ,     0.631498198238006E-01 ,     0.805679591469470E-02 ,     0.885973594430563E-01 ,    -0.515155542147661E-01 ,     0.622727328748074E-01 , 
  24.52600 ,    -0.707208404605131E-01 ,     0.651660744551579E-01 ,     0.281221819312407E-02 ,     0.109777878357616E+00 ,    -0.541618630020739E-01 ,     0.602774726210398E-01 , 
  24.54600 ,    -0.715439088363309E-01 ,     0.642480439322535E-01 ,    -0.428671962236899E-02 ,     0.127201476181236E+00 ,    -0.544512533858607E-01 ,     0.553942439747036E-01 , 
  24.56600 ,    -0.725923347325299E-01 ,     0.604719455560436E-01 ,    -0.126408278396423E-01 ,     0.138906677229026E+00 ,    -0.521520426600853E-01 ,     0.479304741298673E-01 , 
  24.58600 ,    -0.737405760464894E-01 ,     0.541668442212714E-01 ,    -0.215165222523123E-01 ,     0.143362497727082E+00 ,    -0.471976388141619E-01 ,     0.383480599929094E-01 , 
  24.60600 ,    -0.747457249270541E-01 ,     0.458879390947430E-01 ,    -0.301125420064464E-01 ,     0.139601812651305E+00 ,    -0.396918321688525E-01 ,     0.272214810188259E-01 , 
  24.62600 ,    -0.752743434421410E-01 ,     0.363684174609496E-01 ,    -0.376343478738381E-01 ,     0.127306437745872E+00 ,    -0.299025147160414E-01 ,     0.151881459425148E-01 , 
  24.64600 ,    -0.749402280508767E-01 ,     0.264542144987937E-01 ,    -0.433692253566741E-01 ,     0.106837266778494E+00 ,    -0.182447267412107E-01 ,     0.289576222023554E-02 , 
  24.66600 ,    -0.733492574035063E-01 ,     0.170276442028030E-01 ,    -0.467549550459995E-01 ,     0.792075584426035E-01 ,    -0.525461000131542E-02 ,    -0.904829709237381E-02 , 
  24.68600 ,    -0.701467876471187E-01 ,     0.892693774237455E-02 ,    -0.474354300455182E-01 ,     0.460023050259955E-01 ,     0.844363886216981E-02 ,    -0.201209573461398E-01 , 
  24.70600 ,    -0.650628123767656E-01 ,     0.286913996942785E-02 ,    -0.452977541413672E-01 ,     0.925112240485792E-02 ,     0.221753946858290E-01 ,    -0.299168244623463E-01 , 
  24.72600 ,    -0.579503196054664E-01 ,    -0.616466855718678E-03 ,    -0.404870407422325E-01 ,    -0.287340997530908E-01 ,     0.352552568437329E-01 ,    -0.381682092300250E-01 , 
  24.74600 ,    -0.488129304451071E-01 ,    -0.123819463681906E-02 ,    -0.333971958650828E-01 ,    -0.655427678972588E-01 ,     0.470262250369933E-01 ,    -0.447504166561509E-01 , 
  24.76600 ,    -0.378189272243093E-01 ,     0.102964865256377E-02 ,    -0.246382159869539E-01 ,    -0.988548103938840E-01 ,     0.568961009309686E-01 ,    -0.496724431063251E-01 , 
  24.78600 ,    -0.253000718010074E-01 ,     0.594250162208209E-02 ,    -0.149827518794840E-01 ,    -0.126619794899286E+00 ,     0.643691502539616E-01 ,    -0.530547114684980E-01 , 
  24.80600 ,    -0.117350527984356E-01 ,     0.130059280467717E-01 ,    -0.529667213764447E-02 ,    -0.147211308869315E+00 ,     0.690714773218930E-01 ,    -0.550967799632732E-01 , 
  24.82600 ,     0.228115382424124E-02 ,     0.215188531846074E-01 ,     0.354008435271991E-02 ,    -0.159544324488237E+00 ,     0.707690278849578E-01 ,    -0.560389520644916E-01 , 
  24.84600 ,     0.160794092928421E-01 ,     0.306357751862618E-01 ,     0.107150994668236E-01 ,    -0.163146609725553E+00 ,     0.693776104864642E-01 ,    -0.561222933082211E-01 , 
  24.86600 ,     0.289663537767430E-01 ,     0.394423247194209E-01 ,     0.155599383524556E-01 ,    -0.158179275271979E+00 ,     0.649647809165686E-01 ,    -0.555516670970128E-01 , 
  24.88600 ,     0.402777792432817E-01 ,     0.470373227407508E-01 ,     0.176143141015575E-01 ,    -0.145405907201403E+00 ,     0.577438463137952E-01 ,    -0.544660249563698E-01 , 
  24.90600 ,     0.494307400219336E-01 ,     0.526138958858816E-01 ,     0.166718623064864E-01 ,    -0.126114050704474E+00 ,     0.480606008370219E-01 ,    -0.529193648050902E-01 , 
  24.92600 ,     0.559698350295500E-01 ,     0.555323035487315E-01 ,     0.128030878066501E-01 ,    -0.101996715973618E+00 ,     0.363736972371589E-01 ,    -0.508745865464043E-01 , 
  24.94600 ,     0.596036399429185E-01 ,     0.553778988284096E-01 ,     0.635312653209760E-02 ,    -0.750047505047858E-01 ,     0.232297880917450E-01 ,    -0.482110476382039E-01 , 
  24.96600 ,     0.602281725412439E-01 ,     0.519990131439733E-01 ,    -0.208572031840638E-02 ,    -0.471831089699536E-01 ,     0.923474118943992E-02 ,    -0.447450975124070E-01 , 
  24.98600 ,     0.579354507344369E-01 ,     0.455213923385353E-01 ,    -0.117243895363563E-01 ,    -0.205050878874831E-01 ,    -0.497764825964847E-02 ,    -0.402614049636764E-01 , 
  25.00600 ,     0.530065373337239E-01 ,     0.363379486880111E-01 ,    -0.216459724024882E-01 ,     0.328158556225014E-02 ,    -0.187779544096958E-01 ,    -0.345516384885495E-01 , 
  25.02600 ,     0.458898325312139E-01 ,     0.250748301758148E-01 ,    -0.308869851085122E-01 ,     0.227842715721005E-01 ,    -0.315729038465877E-01 ,    -0.274561478183176E-01 , 
  25.04600 ,     0.371666478082891E-01 ,     0.125369397268389E-01 ,    -0.385236606624797E-01 ,     0.370603860330920E-01 ,    -0.428351361358502E-01 ,    -0.189038242467143E-01 , 
  25.06600 ,     0.275071583783098E-01 ,    -0.362131685530643E-03 ,    -0.437554297841824E-01 ,     0.456708519528082E-01 ,    -0.521294923170409E-01 ,    -0.894534325886807E-02 , 
  25.08600 ,     0.176205920590859E-01 ,    -0.126794281089556E-01 ,    -0.459779797828825E-01 ,     0.486887740554061E-01 ,    -0.591344920696310E-01 ,     0.222447831388178E-02 , 
  25.10600 ,     0.820390779075147E-02 ,    -0.235240976591232E-01 ,    -0.448392046660821E-01 ,     0.466639750004368E-01 ,    -0.636578284210356E-01 ,     0.142584909273075E-01 , 
  25.12600 ,    -0.106780338332985E-03 ,    -0.321337682941928E-01 ,    -0.402729024287543E-01 ,     0.405477850015780E-01 ,    -0.656449409975749E-01 ,     0.266651114519376E-01 , 
  25.14600 ,    -0.677815745464528E-02 ,    -0.379391179628789E-01 ,    -0.325070945705026E-01 ,     0.315857684716472E-01 ,    -0.651800279173429E-01 ,     0.388326424594477E-01 , 
  25.16600 ,    -0.114118807937321E-01 ,    -0.406110539667129E-01 ,    -0.220461518873267E-01 ,     0.211886312526704E-01 ,    -0.624792201363356E-01 ,     0.500686614500902E-01 , 
  25.18600 ,    -0.137647876214599E-01 ,    -0.400865337133059E-01 ,    -0.962829597510635E-02 ,     0.107931776722446E-01 ,    -0.578760609333248E-01 ,     0.596515306729558E-01 , 
  25.20600 ,    -0.137560923164123E-01 ,    -0.365710127581395E-01 ,     0.383771289208608E-02 ,     0.172575956903015E-02 ,    -0.517998897211508E-01 ,     0.668897202966908E-01 , 
  25.22600 ,    -0.114617143936103E-01 ,    -0.305176136051300E-01 ,     0.173510007766050E-01 ,    -0.491984690720169E-02 ,    -0.447481979321977E-01 ,     0.711836606479410E-01 , 
  25.24600 ,    -0.709700415121982E-02 ,    -0.225851761694275E-01 ,     0.299050524534485E-01 ,    -0.837972061657338E-02 ,    -0.372544729121982E-01 ,     0.720843479077352E-01 , 
  25.26600 ,    -0.990091419724467E-03 ,    -0.135791907800214E-01 ,     0.405744511185847E-01 ,    -0.828419718857170E-02 ,    -0.298534365799900E-01 ,     0.693429814962022E-01 , 
  25.28600 ,     0.645120866162035E-02 ,    -0.438106371441824E-02 ,     0.485941055790299E-01 ,    -0.468438386548584E-02 ,    -0.230458807703425E-01 ,     0.629465180732178E-01 , 
  25.30600 ,     0.147755983289152E-01 ,     0.412790122386531E-02 ,     0.534238977886089E-01 ,     0.196082647325178E-02 ,    -0.172654649697277E-01 ,     0.531351411478501E-01 , 
  25.32600 ,     0.235242070038480E-01 ,     0.111410788249215E-01 ,     0.547930405671625E-01 ,     0.108353861913817E-01 ,    -0.128498456343546E-01 ,     0.403991717507552E-01 , 
  25.34600 ,     0.322630664986491E-01 ,     0.159931975686430E-01 ,     0.527203087432161E-01 ,     0.208492656678490E-01 ,    -0.100183312029419E-01 ,     0.254547485188131E-01 , 
  25.36600 ,     0.406095569656346E-01 ,     0.182134958879443E-01 ,     0.475085215430975E-01 ,     0.307463128606296E-01 ,    -0.885789900435886E-02 ,     0.919952041867655E-02 , 
  25.38600 ,     0.482509976665168E-01 ,     0.175610672274352E-01 ,     0.397140036828658E-01 ,     0.392269125293307E-01 ,    -0.931888132992786E-02 ,    -0.734855540256565E-02 , 
  25.40600 ,     0.549544615344727E-01 ,     0.140397800007095E-01 ,     0.300940196576335E-01 ,     0.450744058000298E-01 ,    -0.112209565731353E-01 ,    -0.231246085234197E-01 , 
  25.42600 ,     0.605678374974185E-01 ,     0.789202902641330E-02 ,     0.195371513649161E-01 ,     0.472740408720172E-01 ,    -0.142693118746775E-01 ,    -0.370965247125966E-01 , 
  25.44600 ,     0.650130528162425E-01 ,    -0.427537468431586E-03 ,     0.898309293212263E-02 ,     0.451139978440094E-01 ,    -0.180800335259033E-01 ,    -0.483442682834622E-01 , 
  25.46600 ,     0.682731114453572E-01 ,    -0.102954389570804E-01 ,    -0.660767086970947E-03 ,     0.382596836623361E-01 ,    -0.222129966161742E-01 ,    -0.561321174848909E-01 , 
  25.48600 ,     0.703751334102748E-01 ,    -0.209756322061332E-01 ,    -0.859839528045812E-02 ,     0.267948733311765E-01 ,    -0.262098354217260E-01 ,    -0.599675592285114E-01 , 
  25.50600 ,     0.713718484092488E-01 ,    -0.316833364373576E-01 ,    -0.142127025684192E-01 ,     0.112261688459285E-01 ,    -0.296340471181158E-01 ,    -0.596416431602411E-01 , 
  25.52600 ,     0.713239865577197E-01 ,    -0.416506358982919E-01 ,    -0.171157176598729E-01 ,    -0.754959343682222E-02 ,    -0.321099702864567E-01 ,    -0.552471267679091E-01 , 
  25.54600 ,     0.702857320675495E-01 ,    -0.501881332236818E-01 ,    -0.171770629655527E-01 ,    -0.283122019472675E-01 ,    -0.333573275106218E-01 ,    -0.471726185208411E-01 , 
  25.56600 ,     0.682949008412587E-01 ,    -0.567374933562798E-01 ,    -0.145285010472837E-01 ,    -0.496135248488013E-01 ,    -0.332182487188047E-01 ,    -0.360729780926630E-01 , 
  25.58600 ,     0.653688324429875E-01 ,    -0.609107298272351E-01 ,    -0.954455179233649E-02 ,    -0.698935098900199E-01 ,    -0.316741955468364E-01 ,    -0.228182774943286E-01 , 
  25.60600 ,     0.615062285786110E-01 ,    -0.625134342483828E-01 ,    -0.280138541523471E-02 ,    -0.876069944622349E-01 ,    -0.288509585450129E-01 ,    -0.842548025316974E-02 , 
  25.62600 ,     0.566944094694667E-01 ,    -0.615506992678089E-01 ,     0.498183082957262E-02 ,    -0.101350733753972E+00 ,    -0.250108461611812E-01 ,     0.602150967313686E-02 , 
  25.64600 ,     0.509207801759852E-01 ,    -0.582160840275350E-01 ,     0.130133949822806E-01 ,    -0.109980083562287E+00 ,    -0.205322541650256E-01 ,     0.194567766541327E-01 , 
  25.66600 ,     0.441867745553950E-01 ,    -0.528654688540353E-01 ,     0.205045994069179E-01 ,    -0.112705674863591E+00 ,    -0.158779085517347E-01 ,     0.309152299765456E-01 , 
  25.68600 ,     0.365222307953479E-01 ,    -0.459789068178514E-01 ,     0.267432207948424E-01 ,    -0.109162104192979E+00 ,    -0.115541182274982E-01 ,     0.396064816762755E-01 , 
  25.70600 ,     0.279980815565843E-01 ,    -0.381144955255881E-01 ,     0.311581702171094E-01 ,    -0.994429888673714E-01 ,    -0.806426078944552E-02 ,     0.449737030906600E-01 , 
  25.72600 ,     0.187354193086593E-01 ,    -0.298587914891599E-01 ,     0.333694386828846E-01 ,    -0.840995011835281E-01 ,    -0.586036966225017E-02 ,     0.467327282541432E-01 , 
  25.74600 ,     0.890940219021705E-02 ,    -0.217783426039863E-01 ,     0.332189460982358E-01 ,    -0.641024704837627E-01 ,    -0.529702556153166E-02 ,     0.448884076815040E-01 , 
  25.76600 ,    -0.125294799493445E-02 ,    -0.143765365399453E-01 ,     0.307797650887974E-01 ,    -0.407710827663899E-01 ,    -0.659173619534915E-02 ,     0.397271983434734E-01 , 
  25.78600 ,    -0.114813012815009E-01 ,    -0.805921009895591E-02 ,     0.263432656896212E-01 ,    -0.156738774272424E-01 ,    -0.979560148884044E-02 ,     0.317870254013174E-01 , 
  25.80600 ,    -0.214764324134679E-01 ,    -0.311142689533899E-02 ,     0.203858143706187E-01 ,     0.949007144880789E-02 ,    -0.147773258836778E-01 ,     0.218073844456505E-01 , 
  25.82600 ,    -0.309292957826343E-01 ,     0.313377669702120E-03 ,     0.135185642203991E-01 ,     0.330203651183228E-01 ,    -0.212226048235963E-01 ,     0.106642977531283E-01 , 
  25.84600 ,    -0.395429877072493E-01 ,     0.219193787116240E-02 ,     0.642541494898602E-02 ,     0.533446860060673E-01 ,    -0.286496584600576E-01 ,    -0.704049388213725E-03 , 
  25.86600 ,    -0.470554261483976E-01 ,     0.261861076431538E-02 ,    -0.204739491187905E-03 ,     0.691382490172571E-01 ,    -0.364403136194992E-01 ,    -0.113744887161224E-01 , 
  25.88600 ,    -0.532604121320960E-01 ,     0.178394410982624E-02 ,    -0.574491338574113E-02 ,     0.794239954272088E-01 ,    -0.438846612281557E-01 ,    -0.205122719896656E-01 , 
  25.90600 ,    -0.580248215532314E-01 ,    -0.527414186652373E-04 ,    -0.968970426402749E-02 ,     0.836457983328564E-01 ,    -0.502360611811624E-01 ,    -0.274345995940668E-01 , 
  25.92600 ,    -0.613000051249237E-01 ,    -0.259349777503340E-02 ,    -0.117021511611247E-01 ,     0.817091114612339E-01 ,    -0.547722443288542E-01 ,    -0.316592039034175E-01 , 
  25.94600 ,    -0.631260164835401E-01 ,    -0.553136349305843E-02 ,    -0.116434961523792E-01 ,     0.739860690596609E-01 ,    -0.568575694207781E-01 ,    -0.329343702057399E-01 , 
  25.96600 ,    -0.636279895730532E-01 ,    -0.857652439277731E-02 ,    -0.958326822396546E-02 ,     0.612848264601303E-01 ,    -0.560012031438251E-01 ,    -0.312485179263704E-01 , 
  25.98600 ,    -0.630047748953656E-01 ,    -0.114767236301753E-01 ,    -0.578903055323511E-02 ,     0.447856989701841E-01 ,    -0.519061423183781E-01 ,    -0.268193262705953E-01 , 
  26.00600 ,    -0.615107386344800E-01 ,    -0.140304541461430E-01 ,    -0.697091121915558E-03 ,     0.259491960790979E-01 ,    -0.445045898083132E-01 ,    -0.200641982264638E-01 , 
  26.02600 ,    -0.594323461650685E-01 ,    -0.160924042327337E-01 ,     0.513271522101876E-02 ,     0.640316512097546E-02 ,    -0.339761919500030E-01 ,    -0.115554502350290E-01 , 
  26.04600 ,    -0.570617162588070E-01 ,    -0.175715649938970E-01 ,     0.110735785592277E-01 ,    -0.121822039397887E-01 ,    -0.207469710451841E-01 ,    -0.196485033035429E-02 , 
  26.06600 ,    -0.546696836002091E-01 ,    -0.184232437947056E-01 ,     0.164939782196611E-01 ,    -0.282219130276766E-01 ,    -0.546833657668983E-02 ,     0.799709985153506E-02 , 
  26.08600 ,    -0.524810055784297E-01 ,    -0.186368716942547E-01 ,     0.208195642162491E-01 ,    -0.403365269406858E-01 ,     0.110227941612418E-01 ,     0.176414934489958E-01 , 
  26.10600 ,    -0.506541808841639E-01 ,    -0.182218801878498E-01 ,     0.235886778504696E-01 ,    -0.474563162879637E-01 ,     0.277601304579534E-01 ,     0.263555921604441E-01 , 
  26.12600 ,    -0.492679255861511E-01 ,    -0.171940181254201E-01 ,     0.244962240177308E-01 ,    -0.489014280822092E-01 ,     0.437163380649298E-01 ,     0.336470508027801E-01 , 
  26.14600 ,    -0.483157165505057E-01 ,    -0.155642812865933E-01 ,     0.234217983727558E-01 ,    -0.444322311414277E-01 ,     0.578783880668055E-01 ,     0.391743708479947E-01 , 
  26.16600 ,    -0.477090240330096E-01 ,    -0.133321653266061E-01 ,     0.204395429689642E-01 ,    -0.342662940059165E-01 ,     0.693240405585912E-01 ,     0.427616130812465E-01 , 
  26.18600 ,    -0.472889929350986E-01 ,    -0.104842870479475E-01 ,     0.158089989336694E-01 ,    -0.190610014905534E-01 ,     0.772933493616964E-01 ,     0.443969833499386E-01 , 
  26.20600 ,    -0.468454818772478E-01 ,    -0.699863057420862E-02 ,     0.994806891713715E-02 ,     0.136593762308072E-03 ,     0.812493513876912E-01 ,     0.442164647170402E-01 , 
  26.22600 ,    -0.461416169275890E-01 ,    -0.285385825844360E-02 ,     0.339091736127438E-02 ,     0.219686520173560E-01 ,     0.809228741994411E-01 ,     0.424750539631581E-01 , 
  26.24600 ,    -0.449414395424127E-01 ,     0.195762220477736E-02 ,    -0.326494072238316E-02 ,     0.448680250088636E-01 ,     0.763376007471044E-01 ,     0.395092406836394E-01 , 
  26.26600 ,    -0.430378861736645E-01 ,     0.741473430545622E-02 ,    -0.941711568040210E-02 ,     0.671745831279919E-01 ,     0.678130757446962E-01 ,     0.356950464425029E-01 , 
  26.28600 ,    -0.402782671439759E-01 ,     0.134532160270261E-01 ,    -0.145166589078234E-01 ,     0.872576275411870E-01 ,     0.559450977081014E-01 ,     0.314061645336300E-01 , 
  26.30600 ,    -0.365846248410632E-01 ,     0.199538628455753E-01 ,    -0.181205736525936E-01 ,     0.103635275716621E+00 ,     0.415647683153372E-01 ,     0.269764991788663E-01 , 
  26.32600 ,    -0.319668278639002E-01 ,     0.267356844220938E-01 ,    -0.199335012742679E-01 ,     0.115082043188301E+00 ,     0.256792129740042E-01 ,     0.226707341559755E-01 , 
  26.34600 ,    -0.265269536439890E-01 ,     0.335556584289720E-01 ,    -0.198346668053775E-01 ,     0.120716825390494E+00 ,     0.939849553618218E-02 ,     0.186655444201978E-01 , 
  26.36600 ,    -0.204543600974204E-01 ,     0.401160702069436E-01 ,    -0.178876379932304E-01 ,     0.120065028072309E+00 ,    -0.614560312563093E-02 ,     0.150428129921824E-01 , 
