 Q (1/Ang),Sr-Sr,Sr-Ti,Sr-O ,Ti-Ti,Ti-O ,O-O  
   7.86600 ,    -0.165014041951081E+01 ,    -0.157121197177966E+01 ,     0.287528710248920E+01 ,    -0.185076526126549E+01 ,     0.258405834489842E+01 ,     0.131655863378027E+01 , 
   7.88600 ,    -0.160555691622822E+01 ,    -0.191836184304874E+01 ,     0.277021285738424E+01 ,    -0.179082550149110E+01 ,     0.280527240188838E+01 ,     0.126083840525181E+01 , 
   7.90600 ,    -0.154254179376049E+01 ,    -0.203372006267493E+01 ,     0.251027394132233E+01 ,    -0.171318112129725E+01 ,     0.295232161640644E+01 ,     0.111405504776267E+01 , 
   7.92600 ,    -0.144282377882815E+01 ,    -0.191919821213194E+01 ,     0.210481130987071E+01 ,    -0.159703802749693E+01 ,     0.301243964104897E+01 ,     0.889422214017659E+00 , 
   7.94600 ,    -0.128934437755730E+01 ,    -0.159400404313793E+01 ,     0.157326215128096E+01 ,    -0.142266233537677E+01 ,     0.297617298504537E+01 ,     0.606039646872104E+00 , 
   7.96600 ,    -0.106824564874765E+01 ,    -0.109210625320898E+01 ,     0.944060794637274E+00 ,    -0.117368440181921E+01 ,     0.283813696591283E+01 ,     0.287433334786750E+00 , 
   7.98600 ,    -0.770637589664349E+00 ,    -0.458626936219176E+00 ,     0.252844488160027E+00 ,    -0.839179355252754E+00 ,     0.259752676284678E+01 ,    -0.402659824642600E-01 , 
   8.00600 ,    -0.393985080688086E+00 ,     0.254471692198602E+00 ,    -0.459901987398434E+00 ,    -0.415335029175076E+00 ,     0.225833961857978E+01 ,    -0.350358075334774E+00 , 
   8.02600 ,     0.570160195469614E-01 ,     0.992993957521041E+00 ,    -0.115158426629171E+01 ,     0.934500035484104E-01 ,     0.182928827325146E+01 ,    -0.617656332993390E+00 , 
   8.04600 ,     0.570163509548174E+00 ,     0.170499164657606E+01 ,    -0.178041053957930E+01 ,     0.674150573531479E+00 ,     0.132341122207532E+01 ,    -0.820448797508970E+00 , 
   8.06600 ,     0.112611589976907E+01 ,     0.234473151067989E+01 ,    -0.230825692447984E+01 ,     0.130543881472076E+01 ,     0.757410004136640E+00 ,    -0.942177555044196E+00 , 
   8.08600 ,     0.169939154307788E+01 ,     0.287582721387413E+01 ,    -0.270327046392870E+01 ,     0.195874537066484E+01 ,     0.150765218520203E+00 ,    -0.972700700355144E+00 , 
   8.10600 ,     0.225993775297288E+01 ,     0.327330602982655E+01 ,    -0.294201678183911E+01 ,     0.259999487042098E+01 ,    -0.475300567567382E+00 ,    -0.909036233763727E+00 , 
   8.12600 ,     0.277516047489594E+01 ,     0.352449049270139E+01 ,    -0.301101714646674E+01 ,     0.319189633093926E+01 ,    -0.109893478545377E+01 ,    -0.755530706936850E+00 , 
   8.14600 ,     0.321226589443998E+01 ,     0.362869178456366E+01 ,    -0.290756915325034E+01 ,     0.369662162988133E+01 ,    -0.169876054826928E+01 ,    -0.523443460771279E+00 , 
   8.16600 ,     0.354073748302044E+01 ,     0.359582379948805E+01 ,    -0.263980214702140E+01 ,     0.407867031048343E+01 ,    -0.225489916092617E+01 ,    -0.229985777938305E+00 , 
   8.18600 ,     0.373475765247159E+01 ,     0.344414419260761E+01 ,    -0.222597805230814E+01 ,     0.430769958731994E+01 ,    -0.274984339347283E+01 ,     0.103100927597527E+00 , 
   8.20600 ,     0.377538361949378E+01 ,     0.319740260159670E+01 ,    -0.169310555425902E+01 ,     0.436109617505825E+01 ,    -0.316913159561869E+01 ,     0.451306429594410E+00 , 
   8.22600 ,     0.365230232998209E+01 ,     0.288172035970248E+01 ,    -0.107498596997239E+01 ,     0.422608178447761E+01 ,    -0.350179246686569E+01 ,     0.789304316500610E+00 , 
   8.24600 ,     0.336501827604392E+01 ,     0.252253711169434E+01 ,    -0.409848765763073E+00 ,     0.390117578361716E+01 ,    -0.374055161195697E+01 ,     0.109293374921553E+01 , 
   8.26600 ,     0.292336860665239E+01 ,     0.214193771202249E+01 ,     0.262239385403192E+00 ,     0.339688428743549E+01 ,    -0.388181179434822E+01 ,     0.134104803162196E+01 , 
   8.28600 ,     0.234730904174035E+01 ,     0.175662068590073E+01 ,     0.901997518900463E+00 ,     0.273554139316120E+01 ,    -0.392543705588523E+01 ,     0.151708123616368E+01 , 
   8.30600 ,     0.166596804246582E+01 ,     0.137669321371281E+01 ,     0.147339586658480E+01 ,     0.195029115591622E+01 ,    -0.387438491445774E+01 ,     0.161021007477531E+01 , 
   8.32600 ,     0.916021383094168E+00 ,     0.100538507955801E+01 ,     0.194579430386072E+01 ,     0.108326342250264E+01 ,    -0.373423947117129E+01 ,     0.161602417343136E+01 , 
   8.34600 ,     0.139490563098857E+00 ,     0.639674704701341E+00 ,     0.229561644529460E+01 ,     0.183057887216331E+00 ,    -0.351270082760069E+01 ,     0.153666068978512E+01 , 
   8.36600 ,    -0.618887505993584E+00 ,     0.271724125853255E+00 ,     0.250746375526530E+01 ,    -0.698295988002329E+00 ,    -0.321908274282793E+01 ,     0.138040504911532E+01 , 
   8.38600 ,    -0.131453875498729E+01 ,    -0.109064045224386E+00 ,     0.257462127952388E+01 ,    -0.150869433241562E+01 ,    -0.286386158632238E+01 ,     0.116080448588825E+01 , 
   8.40600 ,    -0.190597721196177E+01 ,    -0.513618014506294E+00 ,     0.249895528113724E+01 ,    -0.219939468557334E+01 ,    -0.245830655529195E+01 ,     0.895381217548609E+00 , 
   8.42600 ,    -0.235757090442811E+01 ,    -0.950683886544773E+00 ,     0.229024910851348E+01 ,    -0.272828878288070E+01 ,    -0.201420543552351E+01 ,     0.604064057536353E+00 , 
   8.44600 ,    -0.264195182604954E+01 ,    -0.142452311749822E+01 ,     0.196506336436836E+01 ,    -0.306277815131696E+01 ,    -0.154368375601792E+01 ,     0.307478462867187E+00 , 
   8.46600 ,    -0.274189763555226E+01 ,    -0.193309233791184E+01 ,     0.154523691638662E+01 ,    -0.318204506888600E+01 ,    -0.105909993873713E+01 ,     0.252437488718826E-01 , 
   8.48600 ,    -0.265154969370245E+01 ,    -0.246692733985318E+01 ,     0.105616445892234E+01 ,    -0.307855356769994E+01 ,    -0.572986749298935E+00 ,    -0.225578061802750E+00 , 
   8.50600 ,    -0.237687892898940E+01 ,    -0.300888044630506E+01 ,     0.524993236402449E+00 ,    -0.275866958091354E+01 ,    -0.980014554612040E-01 ,    -0.431753966708886E+00 , 
   8.52600 ,    -0.193536437231848E+01 ,    -0.353477277755062E+01 ,    -0.211236828986204E-01 ,    -0.224235199839097E+01 ,     0.353155442332771E+00 ,    -0.584771922376345E+00 , 
   8.54600 ,    -0.135490505907526E+01 ,    -0.401492874068940E+01 ,    -0.556596349600418E+00 ,    -0.156193263781488E+01 ,     0.767889856740840E+00 ,    -0.681288216879994E+00 , 
   8.56600 ,    -0.672040232461264E+00 ,    -0.441646859588722E+01 ,    -0.105869286596938E+01 ,    -0.760068028709437E+00 ,     0.113396042394661E+01 ,    -0.723105990829037E+00 , 
   8.58600 ,     0.703985976453351E-01 ,    -0.470615508183607E+01 ,    -0.150849519150938E+01 ,     0.112995367036400E+00 ,     0.143983650218210E+01 ,    -0.716702376843404E+00 , 
   8.60600 ,     0.826040734379757E+00 ,    -0.485352954500203E+01 ,    -0.189148477982157E+01 ,     0.100265264606591E+01 ,     0.167516640895053E+01 ,    -0.672361049673761E+00 , 
   8.62600 ,     0.154794407128823E+01 ,    -0.483403767014872E+01 ,    -0.219776082384219E+01 ,     0.185344460726570E+01 ,     0.183133655544194E+01 ,    -0.603000442434806E+00 , 
   8.64600 ,     0.219157363977592E+01 ,    -0.463183819861020E+01 ,    -0.242192443514924E+01 ,     0.261259275602157E+01 ,     0.190208482784014E+01 ,    -0.522812633748478E+00 , 
   8.66600 ,     0.271758833446659E+01 ,    -0.424201067135468E+01 ,    -0.256268682355159E+01 ,     0.323332331201008E+01 ,     0.188411685360726E+01 ,    -0.445841905875088E+00 , 
   8.68600 ,     0.309424914037880E+01 ,    -0.367192820113644E+01 ,    -0.262227662330508E+01 ,     0.367775582488795E+01 ,     0.177766349457975E+01 ,    -0.384634159975319E+00 , 
   8.70600 ,     0.329929135122177E+01 ,    -0.294163395481025E+01 ,    -0.260572990358831E+01 ,     0.391916552744822E+01 ,     0.158691345906510E+01 ,    -0.349078761553777E+00 , 
   8.72600 ,     0.332114337230885E+01 ,    -0.208314868867951E+01 ,    -0.252014595471375E+01 ,     0.394347548424562E+01 ,     0.132025720995230E+01 ,    -0.345544036985989E+00 , 
   8.74600 ,     0.315942263891929E+01 ,    -0.113873312280733E+01 ,    -0.237398336064510E+01 ,     0.374989127935607E+01 ,     0.990287603635085E+00 ,    -0.376378552684505E+00 , 
   8.76600 ,     0.282469129480258E+01 ,    -0.158224251686654E+00 ,    -0.217645559944332E+01 ,     0.335065308637107E+01 ,     0.613518469989282E+00 ,    -0.439815234825524E+00 , 
   8.78600 ,     0.233750664301168E+01 ,     0.804349923698521E+00 ,    -0.193706547376817E+01 ,     0.276994277602741E+01 ,     0.209803509952513E+00 ,    -0.530277578368603E+00 , 
   8.80600 ,     0.172685011612674E+01 ,     0.169460515330667E+01 ,    -0.166529543134127E+01 ,     0.204204254900271E+01 ,    -0.198537265928469E+00 ,    -0.639050097617391E+00 , 
   8.82600 ,     0.102806006306579E+01 ,     0.246176948312152E+01 ,    -0.137044876316976E+01 ,     0.120889211002100E+01 ,    -0.587849955058814E+00 ,    -0.755242124056607E+00 , 
   8.84600 ,     0.280425065905589E+00 ,     0.306245425921577E+01 ,    -0.106161709712527E+01 ,     0.317230000770211E+00 ,    -0.934478915120236E+00 ,    -0.866947990030283E+00 , 
   8.86600 ,    -0.475386344469552E+00 ,     0.346391004933963E+01 ,    -0.747734503469465E+00 ,    -0.584471268753233E+00 ,    -0.121621729347178E+01 ,    -0.962489813490822E+00 , 
   8.88600 ,    -0.119987796232052E+01 ,     0.364649188903926E+01 ,    -0.437669319629015E+00 ,    -0.144905869494375E+01 ,    -0.141377784315198E+01 ,    -0.103162292456310E+01 , 
   8.90600 ,    -0.185708633080863E+01 ,     0.360512456767497E+01 ,    -0.140302240343961E+00 ,    -0.223353159850613E+01 ,    -0.151217651495730E+01 ,    -0.106658887901429E+01 , 
   8.92600 ,    -0.241659582251857E+01 ,     0.334964335261459E+01 ,     0.135456656073820E+00 ,    -0.290146810340401E+01 ,    -0.150192042555470E+01 ,    -0.106291641473353E+01 , 
   8.94600 ,    -0.285508591517439E+01 ,     0.290398099897375E+01 ,     0.380749126214042E+00 ,    -0.342489622106277E+01 ,    -0.137989994084481E+01 ,    -0.101989511345898E+01 , 
   8.96600 ,    -0.315732724084586E+01 ,     0.230426958019395E+01 ,     0.586970508250167E+00 ,    -0.378550698551314E+01 ,    -0.114990149577526E+01 ,    -0.940677626311898E+00 , 
   8.98600 ,    -0.331658679821657E+01 ,     0.159601693613064E+01 ,     0.746096377557231E+00 ,    -0.397515959029884E+01 ,    -0.822682331654667E+00 ,    -0.832001225168161E+00 , 
   9.00600 ,    -0.333444776941967E+01 ,     0.830594352560086E+00 ,     0.851119609949388E+00 ,    -0.399568273551811E+01 ,    -0.415578802151578E+00 ,    -0.703554955888835E+00 , 
   9.02600 ,    -0.322009213806085E+01 ,     0.613278078363698E-01 ,     0.896565589464630E+00 ,    -0.385802811934924E+01 ,     0.483460502255674E-01 ,    -0.567051573336216E+00 , 
   9.04600 ,    -0.298913150253811E+01 ,    -0.660484949590143E+00 ,     0.879038617961059E+00 ,    -0.358087723122375E+01 ,     0.541575013410938E+00 ,    -0.435090775878336E+00 , 
   9.06600 ,    -0.266210039146114E+01 ,    -0.128930743817421E+01 ,     0.797742617207920E+00 ,    -0.318883797913343E+01 ,     0.103375571390811E+01 ,    -0.319919598981524E+00 , 
   9.08600 ,    -0.226274503198970E+01 ,    -0.178854969068911E+01 ,     0.654915104046974E+00 ,    -0.271039075346100E+01 ,     0.149356423010195E+01 ,    -0.232205481924941E+00 , 
   9.10600 ,    -0.181624780233016E+01 ,    -0.213295921452620E+01 ,     0.456115715080962E+00 ,    -0.217575290522544E+01 ,     0.189069024485371E+01 ,    -0.179936678892362E+00 , 
   9.12600 ,    -0.134752338075528E+01 ,    -0.231004292956364E+01 ,     0.210319168028008E+00 ,    -0.161482606926411E+01 ,     0.219780843286335E+01 ,    -0.167553481248524E+00 , 
   9.14600 ,    -0.879707698640376E+00 ,    -0.232043082278201E+01 ,    -0.702232437571492E-01 ,    -0.105537321853466E+01 ,     0.239239862047606E+01 ,    -0.195393211030159E+00 , 
   9.16600 ,    -0.432936887395425E+00 ,    -0.217718348337779E+01 ,    -0.370370984689757E+00 ,    -0.521543772265002E+00 ,     0.245828550169055E+01 ,    -0.259504016208077E+00 , 
   9.18600 ,    -0.234828523378600E-01 ,    -0.190413489270038E+01 ,    -0.672726612556181E+00 ,    -0.328283387064117E-01 ,     0.238678682095742E+01 ,    -0.351849670692281E+00 , 
   9.20600 ,     0.336722231840561E+00 ,    -0.153344101710708E+01 ,    -0.958487406424873E+00 ,     0.396516803091162E+00 ,     0.217738561218787E+01 ,    -0.460892795226260E+00 , 
   9.22600 ,     0.640175241355409E+00 ,    -0.110256710835672E+01 ,    -0.120847001509576E+01 ,     0.757577847673529E+00 ,     0.183787528955179E+01 ,    -0.572510257602369E+00 , 
   9.24600 ,     0.883540653598391E+00 ,    -0.650987012913841E+00 ,    -0.140424451728454E+01 ,     0.104646635124039E+01 ,     0.138396356739277E+01 ,    -0.671164944912948E+00 , 
   9.26600 ,     0.106710131613688E+01 ,    -0.216883160913812E+00 ,    -0.152930178314751E+01 ,     0.126365265591960E+01 ,     0.838359478126338E+00 ,    -0.741235203727111E+00 , 
   9.28600 ,     0.119400468165692E+01 ,     0.165874504290324E+00 ,    -0.157017153466135E+01 ,     0.141305051661172E+01 ,     0.229404216712789E+00 ,    -0.768388983908980E+00 , 
   9.30600 ,     0.126939920111023E+01 ,     0.470226994754504E+00 ,    -0.151740865608607E+01 ,     0.150096780732843E+01 ,    -0.410661606656669E+00 ,    -0.740885290444740E+00 , 
   9.32600 ,     0.129955753526667E+01 ,     0.677713531488162E+00 ,    -0.136637215413862E+01 ,     0.153504087901177E+01 ,    -0.104767685999725E+01 ,    -0.650691265949573E+00 , 
   9.34600 ,     0.129107594832628E+01 ,     0.779428955218655E+00 ,    -0.111773417721226E+01 ,     0.152326153474946E+01 ,    -0.164765140868029E+01 ,    -0.494318526394038E+00 , 
   9.36600 ,     0.125022373958897E+01 ,     0.776110848541977E+00 ,    -0.777674616286959E+00 ,     0.147318692383135E+01 ,    -0.217883053503129E+01 ,    -0.273305858066974E+00 , 
   9.38600 ,     0.118249463453116E+01 ,     0.677394972501009E+00 ,    -0.357738548867945E+00 ,     0.139139607477059E+01 ,    -0.261359648469099E+01 ,     0.569503584786175E-02 , 
   9.40600 ,     0.109238603543506E+01 ,     0.500350304674137E+00 ,     0.125642608717061E+00 ,     0.128322512063219E+01 ,    -0.293008496044302E+01 ,     0.331240968705129E+00 , 
   9.42600 ,     0.983404597730688E+00 ,     0.267464815193132E+00 ,     0.651941788333725E+00 ,     0.115277976954378E+01 ,    -0.311341636893672E+01 ,     0.687802392109691E+00 , 
   9.44600 ,     0.858270507056922E+00 ,     0.429500631581531E-02 ,     0.119759261337606E+01 ,     0.100319160551783E+01 ,    -0.315647013139046E+01 ,     0.105679723142351E+01 , 
   9.46600 ,     0.719270663828457E+00 ,    -0.262987162963044E+00 ,     0.173724698201690E+01 ,     0.837057536226673E+00 ,    -0.306016307990714E+01 ,     0.141787185952969E+01 , 
   9.48600 ,     0.568694901353816E+00 ,    -0.509918310774039E+00 ,     0.224515604854339E+01 ,     0.656981806824621E+00 ,    -0.283322731642984E+01 ,     0.175032809660236E+01 , 
   9.50600 ,     0.409280918242778E+00 ,    -0.715730619316267E+00 ,     0.269658902685982E+01 ,     0.466129400379993E+00 ,    -0.249151632385158E+01 ,     0.203458419224874E+01 , 
   9.52600 ,     0.244593583581964E+00 ,    -0.864836214406909E+00 ,     0.306920259837626E+01 ,     0.268699350498444E+00 ,    -0.205689818356232E+01 ,     0.225355619810705E+01 , 
   9.54600 ,     0.792726281440490E-01 ,    -0.947700017462138E+00 ,     0.334427806515454E+01 ,     0.702364867566927E-01 ,    -0.155581943568355E+01 ,     0.239385393592745E+01 , 
   9.56600 ,    -0.809014087568722E-01 ,    -0.961057147165097E+00 ,     0.350775319766919E+01 ,    -0.122280613135365E+00 ,    -0.101764089941480E+01 ,     0.244670207487575E+01 , 
   9.58600 ,    -0.229151372699454E+00 ,    -0.907497800089158E+00 ,     0.355099004697817E+01 ,    -0.300611134214696E+00 ,    -0.472856746946192E+00 ,     0.240852011243340E+01 , 
   9.60600 ,    -0.358060830803168E+00 ,    -0.794504708623868E+00 ,     0.347123759963154E+01 ,    -0.455687505777668E+00 ,     0.486899561400355E-01 ,     0.228112320862323E+01 , 
   9.62600 ,    -0.460121109778673E+00 ,    -0.633079811577291E+00 ,     0.327176765983062E+01 ,    -0.578286779616834E+00 ,     0.519487785480726E+00 ,     0.207153639315789E+01 , 
   9.64600 ,    -0.528419844245857E+00 ,    -0.436132875978502E+00 ,     0.296168231547570E+01 ,    -0.659879205368063E+00 ,     0.915838593196812E+00 ,     0.179144504770342E+01 , 
   9.66600 ,    -0.557402414906762E+00 ,    -0.216822265931872E+00 ,     0.255541042884890E+01 ,    -0.693569875061500E+00 ,     0.121906309457556E+01 ,     0.145633224572469E+01 , 
   9.68600 ,    -0.543623794509874E+00 ,     0.129644703138068E-01 ,     0.207192761454457E+01 ,    -0.675031872373854E+00 ,     0.141637473815534E+01 ,     0.108437629678473E+01 , 
   9.70600 ,    -0.486402673326885E+00 ,     0.243824387216078E+00 ,     0.153374820888628E+01 ,    -0.603321987482542E+00 ,     0.150138951181470E+01 ,     0.695197961219841E+00 , 
   9.72600 ,    -0.388293183225402E+00 ,     0.469620159914793E+00 ,     0.965748180441350E+00 ,    -0.481473878742978E+00 ,     0.147426271305757E+01 ,     0.308555164336010E+00 , 
   9.74600 ,    -0.255302088217861E+00 ,     0.687752493367430E+00 ,     0.393884479606402E+00 ,    -0.316778643660299E+00 ,     0.134146553847317E+01 ,    -0.569167680973012E-01 , 
   9.76600 ,    -0.968000762120316E-01 ,     0.898906651706843E+00 ,    -0.156121026392425E+00 ,    -0.120688070610238E+00 ,     0.111523332169362E+01 ,    -0.384829015155576E+00 , 
   9.78600 ,     0.748969410521540E-01 ,     0.110631562501711E+01 ,    -0.660065886873280E+00 ,     0.916906832776983E-01 ,     0.812732448487388E+00 ,    -0.661951576082604E+00 , 
   9.80600 ,     0.245269236382364E+00 ,     0.131463732854235E+01 ,    -0.109645672776896E+01 ,     0.302501528924715E+00 ,     0.455003897380894E+00 ,    -0.878858289027654E+00 , 
   9.82600 ,     0.398617501229315E+00 ,     0.152858758284996E+01 ,    -0.144754814044640E+01 ,     0.492399120522209E+00 ,     0.657479004059723E-01 ,    -0.103027238039266E+01 , 
   9.84600 ,     0.519299305814062E+00 ,     0.175149989965459E+01 ,    -0.170018356994850E+01 ,     0.642075605883592E+00 ,    -0.329983340274862E+00 ,    -0.111510528861511E+01 , 
   9.86600 ,     0.593081393589921E+00 ,     0.198399424670593E+01 ,    -0.184640126724857E+01 ,     0.733935912741303E+00 ,    -0.707119057556617E+00 ,    -0.113620565454574E+01 , 
   9.88600 ,     0.608493246844655E+00 ,     0.222292873563818E+01 ,    -0.188377955314522E+01 ,     0.753779941450514E+00 ,    -0.104186756163605E+01 ,    -0.109985676513481E+01 , 
   9.90600 ,     0.558058895635730E+00 ,     0.246078124135461E+01 ,    -0.181550726982026E+01 ,     0.692338871335218E+00 ,    -0.131292219609437E+01 ,    -0.101507772606977E+01 , 
   9.92600 ,     0.439286449218708E+00 ,     0.268556485514259E+01 ,    -0.165017702602573E+01 ,     0.546515192135626E+00 ,    -0.150252690599938E+01 ,    -0.892795035602942E+00 , 
   9.94600 ,     0.255308607465677E+00 ,     0.288132595432571E+01 ,    -0.140131041684905E+01 ,     0.320192498104700E+00 ,    -0.159736055803798E+01 ,    -0.744956398841783E+00 , 
   9.96600 ,     0.150917350569304E-01 ,     0.302921192533156E+01 ,    -0.108663562094309E+01 ,     0.245107165260683E-01 ,    -0.158920716223845E+01 ,    -0.583657502632114E+00 , 
   9.98600 ,    -0.266835763160353E+00 ,     0.310903330615894E+01 ,    -0.727148468405874E+00 ,    -0.322456766909482E+00 ,    -0.147538708513908E+01 ,    -0.420345566892795E+00 , 
  10.00600 ,    -0.571145627514755E+00 ,     0.310118855147934E+01 ,    -0.345998030640508E+00 ,    -0.696638823253222E+00 ,    -0.125893218787635E+01 ,    -0.265151784614655E+00 , 
  10.02600 ,    -0.874929958883401E+00 ,     0.298877453474630E+01 ,     0.327532489080225E-01 ,    -0.106947706044538E+01 ,    -0.948495712379915E+00 ,    -0.126389615892934E+00 , 
  10.04600 ,    -0.115330519457916E+01 ,     0.275967702707265E+01 ,     0.385437226822816E+00 ,    -0.140992068515571E+01 ,    -0.557995921275209E+00 ,    -0.102388944825366E-01 , 
  10.06600 ,    -0.138128821880712E+01 ,     0.240842598266703E+01 ,     0.690091996562326E+00 ,    -0.168676821432384E+01 ,    -0.106001238640107E+00 ,     0.793815094557907E-01 , 
  10.08600 ,    -0.153580348951907E+01 ,     0.193761194844963E+01 ,     0.927710920737783E+00 ,    -0.187118089627045E+01 ,     0.385125864221057E+00 ,     0.140765585720091E+00 , 
  10.10600 ,    -0.159766135383825E+01 ,     0.135869175822303E+01 ,     0.108336073356388E+01 ,    -0.193916834614507E+01 ,     0.890298698396052E+00 ,     0.174222924100036E+00 , 
  10.12600 ,    -0.155334187655732E+01 ,     0.692061375908523E+00 ,     0.114710310503007E+01 ,    -0.187383849268388E+01 ,     0.138295144399711E+01 ,     0.181768071396853E+00 , 
  10.14600 ,    -0.139642655178377E+01 ,    -0.336629182710170E-01 ,     0.111466014603763E+01 ,    -0.166721287896380E+01 ,     0.183640992216704E+01 ,     0.166737514342896E+00 , 
  10.16600 ,    -0.112854206681208E+01 ,    -0.783142456327370E+00 ,     0.987774314666419E+00 ,    -0.132143461224154E+01 ,     0.222532785591306E+01 ,     0.133376156356976E+00 , 
  10.18600 ,    -0.759714505159084E+00 ,    -0.151650778851282E+01 ,     0.774227032091182E+00 ,    -0.849238274411229E+00 ,     0.252711918503554E+01 ,     0.864319504469414E-01 , 
  10.20600 ,    -0.308076562934508E+00 ,    -0.219209083834655E+01 ,     0.487497700907565E+00 ,    -0.273605932686029E+00 ,     0.272331018753785E+01 ,     0.307907715900350E-01 , 
  10.22600 ,     0.201078876117332E+00 ,    -0.276948839792742E+01 ,     0.146065067881788E+00 ,     0.373403121730479E+00 ,     0.280073184522652E+01 ,    -0.288253605713304E-01 , 
  10.24600 ,     0.736852163230703E+00 ,    -0.321270875413294E+01 ,    -0.227625024635865E+00 ,     0.105259416158197E+01 ,     0.275247405560747E+01 ,    -0.880838108825832E-01 , 
  10.26600 ,     0.126479923441997E+01 ,    -0.349313532981125E+01 ,    -0.608478817889844E+00 ,     0.172023035095296E+01 ,     0.257852969112340E+01 ,    -0.143187966749450E+00 , 
  10.28600 ,     0.174935963547497E+01 ,    -0.359204658385709E+01 ,    -0.970292448384764E+00 ,     0.233109978340242E+01 ,     0.228606854489545E+01 ,    -0.190951521320995E+00 , 
  10.30600 ,     0.215647200896261E+01 ,    -0.350246014521325E+01 ,    -0.128742117761616E+01 ,     0.284183303485399E+01 ,     0.188929883102943E+01 ,    -0.228814117277420E+00 , 
  10.32600 ,     0.245617731727124E+01 ,    -0.323011925704157E+01 ,    -0.153647828707591E+01 ,     0.321421932357190E+01 ,     0.140889656050677E+01 ,    -0.254816603840989E+00 , 
  10.34600 ,     0.262500419999540E+01 ,    -0.279350712158817E+01 ,    -0.169795324725419E+01 ,     0.341826022443143E+01 ,     0.871009688058296E+00 ,    -0.267555748980165E+00 , 
  10.36600 ,     0.264794156394510E+01 ,    -0.222285407951148E+01 ,    -0.175763724469497E+01 ,     0.343471166807183E+01 ,     0.305872819026283E+00 ,    -0.266136939080539E+00 , 
  10.38600 ,     0.251983035975775E+01 ,    -0.155818699637565E+01 ,    -0.170775050516887E+01 ,     0.325689732618664E+01 ,    -0.253902532170310E+00 ,    -0.250139571952332E+00 , 
  10.40600 ,     0.224604773590467E+01 ,    -0.846552466700193E+00 ,    -0.154768028536236E+01 ,     0.289162738407839E+01 ,    -0.775269905001454E+00 ,    -0.219604166151750E+00 , 
  10.42600 ,     0.184240936844411E+01 ,    -0.138618263108532E+00 ,    -0.128426048508991E+01 ,     0.235912248635482E+01 ,    -0.122680694199096E+01 ,    -0.175043524260643E+00 , 
  10.44600 ,     0.133427572245499E+01 ,     0.515085646753499E+00 ,    -0.931552462923565E+00 ,     0.169191834752878E+01 ,    -0.158076004315365E+01 ,    -0.117473545019914E+00 , 
  10.46600 ,     0.754910592390114E+00 ,     0.106798942140831E+01 ,    -0.510120102892420E+00 ,     0.932806246196981E+00 ,    -0.181493525779681E+01 ,    -0.484534046516977E-01 , 
  10.48600 ,     0.143200460714910E+00 ,     0.148106069301111E+01 ,    -0.458282323492927E-01 ,     0.131942002092916E+00 ,    -0.191429797277745E+01 ,     0.298793785682030E-01 , 
  10.50600 ,    -0.459103930166701E+00 ,     0.172584330454440E+01 ,     0.431770494174255E+00 ,    -0.656675247574836E+00 ,    -0.187215634385577E+01 ,     0.114795436362793E+00 , 
  10.52600 ,    -0.101042130919191E+01 ,     0.178670347950741E+01 ,     0.891361963226642E+00 ,    -0.137909884675485E+01 ,    -0.169082608719835E+01 ,     0.202997438152374E+00 , 
  10.54600 ,    -0.147242065480492E+01 ,     0.166209109007775E+01 ,     0.130198439068910E+01 ,    -0.198541415358385E+01 ,    -0.138170615050062E+01 ,     0.290694070703042E+00 , 
  10.56600 ,    -0.181291266551098E+01 ,     0.136470227327568E+01 ,     0.163518425574215E+01 ,    -0.243349807094852E+01 ,    -0.964734020385536E+00 ,     0.373731448424509E+00 , 
  10.58600 ,    -0.200832610104803E+01 ,     0.920518698724976E+00 ,     0.186705975669247E+01 ,    -0.269226573061000E+01 ,    -0.467233355892152E+00 ,     0.447782325405233E+00 , 
  10.60600 ,    -0.204557179031463E+01 ,     0.366790870881168E+00 ,     0.198003918680572E+01 ,    -0.274414573623850E+01 ,     0.777879353885241E-01 ,     0.508585718462553E+00 , 
  10.62600 ,    -0.192314178154111E+01 ,    -0.250879811012511E+00 ,     0.196425544578437E+01 ,    -0.258658064509045E+01 ,     0.633787668403967E+00 ,     0.552221930567856E+00 , 
  10.64600 ,    -0.165134849604522E+01 ,    -0.882130326195985E+00 ,     0.181840300044260E+01 ,    -0.223242159926491E+01 ,     0.116314809741259E+01 ,     0.575401437703322E+00 , 
  10.66600 ,    -0.125167441181752E+01 ,    -0.147581012630558E+01 ,     0.154999852503035E+01 ,    -0.170916970729963E+01 ,     0.162977519678153E+01 ,     0.575741529312413E+00 , 
  10.68600 ,    -0.755271597330126E+00 ,    -0.198402039918581E+01 ,     0.117500885370378E+01 ,    -0.105710542580267E+01 ,     0.200165310890963E+01 ,     0.552002641894504E+00 , 
  10.70600 ,    -0.200716880515142E+00 ,    -0.236589209291398E+01 ,     0.716856711372852E+00 ,    -0.326433814200447E+00 ,     0.225316474714190E+01 ,     0.504257395076591E+00 , 
  10.72600 ,     0.368812752378374E+00 ,    -0.259079659909191E+01 ,     0.204862403526122E+00 ,     0.426348774366924E+00 ,     0.236700043818513E+01 ,     0.433969505024121E+00 , 
  10.74600 ,     0.908733534434004E+00 ,    -0.264072876882893E+01 ,    -0.327775533009242E+00 ,     0.114259851584951E+01 ,     0.233550165954880E+01 ,     0.343966745612299E+00 , 
