 Atomic positions for srtio3_5k_cubic
 33.069960  0.000000  0.000000
  0.000000 33.069960  0.000000
  0.000000  0.000000 31.218560
Sr     2.755819    0.000000    1.951160
Sr     0.000000    2.755819    5.853480
Sr     2.755819    0.000000    5.853480
Sr     0.000000    2.755819    1.951160
Sr     2.755819    0.000000    9.755800
Sr     0.000000    2.755819   13.658120
Sr     2.755819    0.000000   13.658120
Sr     0.000000    2.755819    9.755800
Sr     2.755819    0.000000   17.560440
Sr     0.000000    2.755819   21.462760
Sr     2.755819    0.000000   21.462760
Sr     0.000000    2.755819   17.560440
Sr     2.755819    0.000000   25.365080
Sr     0.000000    2.755819   29.267400
Sr     2.755819    0.000000   29.267400
Sr     0.000000    2.755819   25.365080
Sr     2.755819    5.511671    1.951160
Sr     0.000000    8.267490    5.853480
Sr     2.755819    5.511671    5.853480
Sr     0.000000    8.267490    1.951160
Sr     2.755819    5.511671    9.755800
Sr     0.000000    8.267490   13.658120
Sr     2.755819    5.511671   13.658120
Sr     0.000000    8.267490    9.755800
Sr     2.755819    5.511671   17.560440
Sr     0.000000    8.267490   21.462760
Sr     2.755819    5.511671   21.462760
Sr     0.000000    8.267490   17.560440
Sr     2.755819    5.511671   25.365080
Sr     0.000000    8.267490   29.267400
Sr     2.755819    5.511671   29.267400
Sr     0.000000    8.267490   25.365080
Sr     2.755819   11.023309    1.951160
Sr     0.000000   13.779161    5.853480
Sr     2.755819   11.023309    5.853480
Sr     0.000000   13.779161    1.951160
Sr     2.755819   11.023309    9.755800
Sr     0.000000   13.779161   13.658120
Sr     2.755819   11.023309   13.658120
Sr     0.000000   13.779161    9.755800
Sr     2.755819   11.023309   17.560440
Sr     0.000000   13.779161   21.462760
Sr     2.755819   11.023309   21.462760
Sr     0.000000   13.779161   17.560440
Sr     2.755819   11.023309   25.365080
Sr     0.000000   13.779161   29.267400
Sr     2.755819   11.023309   29.267400
Sr     0.000000   13.779161   25.365080
Sr     2.755819   16.534980    1.951160
Sr     0.000000   19.290799    5.853480
Sr     2.755819   16.534980    5.853480
Sr     0.000000   19.290799    1.951160
Sr     2.755819   16.534980    9.755800
Sr     0.000000   19.290799   13.658120
Sr     2.755819   16.534980   13.658120
Sr     0.000000   19.290799    9.755800
Sr     2.755819   16.534980   17.560440
Sr     0.000000   19.290799   21.462760
Sr     2.755819   16.534980   21.462760
Sr     0.000000   19.290799   17.560440
Sr     2.755819   16.534980   25.365080
Sr     0.000000   19.290799   29.267400
