 Atomic positions for srtio3_5k
 33.069960  0.000000  0.000000
  0.000000 33.069960  0.000000
  0.000000  0.000000 31.218560
Sr     2.698112   33.032161    1.962992
Sr    32.998992    2.763524    5.888851
Sr     2.775066    0.016403    5.831159
Sr    33.041950    2.628467    1.964241
Sr     2.819082    0.002315    9.717401
Sr    33.051904    2.722418   13.667704
Sr     2.734191    0.000231   13.656278
Sr    33.011823    2.790046    9.764260
Sr     2.721129    0.027316   17.519044
Sr     0.077152    2.741963   21.430012
Sr     2.678568    0.011376   21.404069
Sr     0.064817    2.767790   17.552791
Sr     2.769080    0.004762   25.261185
Sr     0.019346    2.718218   29.195004
Sr     2.761375    0.014088   29.272613
Sr    33.046381    2.754232   25.310916
Sr     2.722749    5.492061    1.920222
Sr    33.017379    8.292656    5.847236
Sr     2.799934    5.464183    5.913982
Sr    33.055112    8.341765    1.955687
Sr     2.780985    5.493218    9.729139
Sr    33.016188    8.211205   13.676258
Sr     2.759854    5.529066   13.707851
Sr     0.074937    8.244606    9.739223
Sr     2.713820    5.444473   17.609235
Sr     0.072489    8.315177   21.460762
Sr     2.739350    5.490473   21.427452
Sr     0.017395    8.235710   17.543207
Sr     2.762631    5.442985   25.381844
Sr     0.003307    8.232304   29.237087
Sr     2.719674    5.444076   29.262124
Sr     0.000595    8.281082   25.358212
Sr     2.737399   11.045367    1.998768
Sr    33.004978   13.824235    5.870088
Sr     2.779034   11.070037    5.820357
Sr    33.010302   13.820399    1.892937
Sr     2.805953   11.024070    9.824731
Sr     0.051655   13.745595   13.660368
Sr     2.753901   11.048872   13.678755
Sr     0.016535   13.820069    9.735570
Sr     2.738788   10.999499   17.588100
Sr    32.996842   13.779260   21.425142
Sr     2.762863   11.078602   21.462604
Sr     0.028242   13.755351   17.539243
Sr     2.756712   11.008593   25.443282
Sr     0.016171   13.814810   29.259252
Sr     2.708793   11.003732   29.320315
Sr     0.007375   13.712227   25.375850
Sr     2.694937   16.506408    1.934021
Sr    33.046513   19.334881    5.873241
Sr     2.754761   16.564280    5.828099
Sr    33.033484   19.344538    2.030268
Sr     2.782110   16.503067    9.822764
Sr     0.053309   19.258060   13.663302
Sr     2.698410   16.500058   13.600272
Sr     0.060716   19.319140    9.801473
Sr     2.739615   16.500720   17.496317
Sr     0.004035   19.218574   21.417556
Sr     2.753901   16.496090   21.486236
Sr     0.093853   19.283028   17.589411
Sr     2.686041   16.545430   25.314412
Sr    33.003291   19.319603   29.222071
Sr     2.719905   16.546786   29.285038
Sr     0.061841   19.284053   25.347910
Sr     2.739185   22.075091    1.954251
Sr    33.063577   24.813548    5.889288
Sr     2.685545   22.062855    5.855259
Sr    33.063280   24.838384    1.980131
Sr     2.774007   21.967052    9.812025
