     r   ,   Re_Calc  ,  Im_Calc  ,  Mod_Calc  ,   Re_Ex   ,   Im_Ex  ,   Mod_Ex
   2.67000 ,   -0.37446 ,    0.86637 ,    0.94383 ,    0.24290 ,    0.59378 ,    0.64154
   2.68000 ,   -0.55505 ,    0.88914 ,    1.04816 ,    0.14911 ,    0.62139 ,    0.63903
   2.69000 ,   -0.75387 ,    0.87014 ,    1.15128 ,    0.04877 ,    0.63217 ,    0.63405
   2.70000 ,   -0.96082 ,    0.80334 ,    1.25241 ,   -0.05479 ,    0.62433 ,    0.62673
   2.71000 ,   -1.16416 ,    0.68523 ,    1.35086 ,   -0.15779 ,    0.59680 ,    0.61730
   2.72000 ,   -1.35109 ,    0.51520 ,    1.44599 ,   -0.25610 ,    0.54930 ,    0.60607
   2.73000 ,   -1.50852 ,    0.29584 ,    1.53725 ,   -0.34549 ,    0.48250 ,    0.59344
   2.74000 ,   -1.62383 ,    0.03303 ,    1.62417 ,   -0.42181 ,    0.39798 ,    0.57992
   2.75000 ,   -1.68572 ,   -0.26420 ,    1.70630 ,   -0.48119 ,    0.29828 ,    0.56614
   2.76000 ,   -1.68498 ,   -0.58398 ,    1.78331 ,   -0.52028 ,    0.18681 ,    0.55280
   2.77000 ,   -1.61518 ,   -0.91211 ,    1.85493 ,   -0.53645 ,    0.06776 ,    0.54071
   2.78000 ,   -1.47326 ,   -1.23271 ,    1.92096 ,   -0.52797 ,   -0.05410 ,    0.53073
   2.79000 ,   -1.25992 ,   -1.52908 ,    1.98128 ,   -0.49413 ,   -0.17356 ,    0.52372
   2.80000 ,   -0.97981 ,   -1.78460 ,    2.03588 ,   -0.43537 ,   -0.28524 ,    0.52049
   2.81000 ,   -0.64153 ,   -1.98365 ,    2.08481 ,   -0.35330 ,   -0.38386 ,    0.52170
   2.82000 ,   -0.25739 ,   -2.11257 ,    2.12819 ,   -0.25068 ,   -0.46444 ,    0.52778
   2.83000 ,    0.15712 ,   -2.16056 ,    2.16627 ,   -0.13136 ,   -0.52264 ,    0.53889
   2.84000 ,    0.58395 ,   -2.12039 ,    2.19933 ,   -0.00013 ,   -0.55492 ,    0.55492
   2.85000 ,    1.00340 ,   -1.98901 ,    2.22777 ,    0.13746 ,   -0.55882 ,    0.57548
   2.86000 ,    1.39507 ,   -1.76790 ,    2.25204 ,    0.27534 ,   -0.53307 ,    0.59998
   2.87000 ,    1.73895 ,   -1.46323 ,    2.27266 ,    0.40719 ,   -0.47773 ,    0.62772
   2.88000 ,    2.01650 ,   -1.08575 ,    2.29022 ,    0.52673 ,   -0.39421 ,    0.65791
   2.89000 ,    2.21171 ,   -0.65036 ,    2.30535 ,    0.62801 ,   -0.28530 ,    0.68978
   2.90000 ,    2.31204 ,   -0.17557 ,    2.31870 ,    0.70576 ,   -0.15502 ,    0.72258
   2.91000 ,    2.30924 ,    0.31742 ,    2.33095 ,    0.75556 ,   -0.00853 ,    0.75561
   2.92000 ,    2.19990 ,    0.80565 ,    2.34279 ,    0.77418 ,    0.14813 ,    0.78823
   2.93000 ,    1.98586 ,    1.26561 ,    2.35487 ,    0.75971 ,    0.30826 ,    0.81987
   2.94000 ,    1.67421 ,    1.67439 ,    2.36782 ,    0.71169 ,    0.46483 ,    0.85004
   2.95000 ,    1.27715 ,    2.01090 ,    2.38219 ,    0.63116 ,    0.61076 ,    0.87829
   2.96000 ,    0.81149 ,    2.25702 ,    2.39847 ,    0.52070 ,    0.73932 ,    0.90427
   2.97000 ,    0.29790 ,    2.39862 ,    2.41705 ,    0.38425 ,    0.84436 ,    0.92769
   2.98000 ,   -0.24004 ,    2.42636 ,    2.43820 ,    0.22706 ,    0.92071 ,    0.94829
   2.99000 ,   -0.77697 ,    2.33629 ,    2.46209 ,    0.05536 ,    0.96433 ,    0.96592
   3.00000 ,   -1.28698 ,    2.13018 ,    2.48877 ,   -0.12382 ,    0.97260 ,    0.98045
   3.01000 ,   -1.74494 ,    1.81556 ,    2.51815 ,   -0.30300 ,    0.94443 ,    0.99185
   3.02000 ,   -2.12781 ,    1.40540 ,    2.55005 ,   -0.47461 ,    0.88032 ,    1.00011
   3.03000 ,   -2.41576 ,    0.91764 ,    2.58418 ,   -0.63131 ,    0.78235 ,    1.00530
   3.04000 ,   -2.59330 ,    0.37426 ,    2.62016 ,   -0.76630 ,    0.65414 ,    1.00753
   3.05000 ,   -2.65005 ,   -0.19967 ,    2.65756 ,   -0.87370 ,    0.50067 ,    1.00699
   3.06000 ,   -2.58139 ,   -0.77726 ,    2.69587 ,   -0.94878 ,    0.32802 ,    1.00389
   3.07000 ,   -2.38872 ,   -1.33110 ,    2.73456 ,   -0.98817 ,    0.14321 ,    0.99850
   3.08000 ,   -2.07946 ,   -1.83463 ,    2.77308 ,   -0.99005 ,   -0.04625 ,    0.99113
   3.09000 ,   -1.66671 ,   -2.26343 ,    2.81088 ,   -0.95420 ,   -0.23259 ,    0.98214
   3.10000 ,   -1.16868 ,   -2.59651 ,    2.84740 ,   -0.88202 ,   -0.40818 ,    0.97190
   3.11000 ,   -0.60779 ,   -2.81731 ,    2.88212 ,   -0.77649 ,   -0.56587 ,    0.96080
   3.12000 ,   -0.00961 ,   -2.91455 ,    2.91456 ,   -0.64196 ,   -0.69928 ,    0.94927
   3.13000 ,    0.59843 ,   -2.88280 ,    2.94426 ,   -0.48402 ,   -0.80312 ,    0.93769
   3.14000 ,    1.18836 ,   -2.72277 ,    2.97080 ,   -0.30921 ,   -0.87336 ,    0.92648
   3.15000 ,    1.73304 ,   -2.44123 ,    2.99383 ,   -0.12471 ,   -0.90745 ,    0.91598
   3.16000 ,    2.20748 ,   -2.05071 ,    3.01303 ,    0.06198 ,   -0.90439 ,    0.90651
   3.17000 ,    2.59006 ,   -1.56884 ,    3.02815 ,    0.24334 ,   -0.86473 ,    0.89832
   3.18000 ,    2.86358 ,   -1.01748 ,    3.03897 ,    0.41223 ,   -0.79058 ,    0.89160
   3.19000 ,    3.01602 ,   -0.42162 ,    3.04535 ,    0.56213 ,   -0.68540 ,    0.88643
   3.20000 ,    3.04113 ,    0.19186 ,    3.04717 ,    0.68745 ,   -0.55390 ,    0.88283
   3.21000 ,    2.93862 ,    0.79548 ,    3.04439 ,    0.78373 ,   -0.40178 ,    0.88072
   3.22000 ,    2.71418 ,    1.36252 ,    3.03698 ,    0.84785 ,   -0.23544 ,    0.87993
   3.23000 ,    2.37904 ,    1.86834 ,    3.02498 ,    0.87807 ,   -0.06168 ,    0.88023
   3.24000 ,    1.94939 ,    2.29143 ,    3.00845 ,    0.87411 ,    0.11258 ,    0.88133
   3.25000 ,    1.44553 ,    2.61449 ,    2.98749 ,    0.83709 ,    0.28062 ,    0.88288
   3.26000 ,    0.89080 ,    2.82513 ,    2.96224 ,    0.76946 ,    0.43622 ,    0.88451
   3.27000 ,    0.31038 ,    2.91638 ,    2.93285 ,    0.67482 ,    0.57390 ,    0.88585
   3.28000 ,   -0.26992 ,    2.88690 ,    2.89949 ,    0.55772 ,    0.68911 ,    0.88652
   3.29000 ,   -0.82493 ,    2.74092 ,    2.86237 ,    0.42344 ,    0.77844 ,    0.88615
   3.30000 ,   -1.33132 ,    2.48787 ,    2.82168 ,    0.27772 ,    0.83967 ,    0.88440
   3.31000 ,   -1.76862 ,    2.14180 ,    2.77765 ,    0.12648 ,    0.87184 ,    0.88097
   3.32000 ,   -2.12018 ,    1.72059 ,    2.73049 ,   -0.02443 ,    0.87524 ,    0.87558
   3.33000 ,   -2.37380 ,    1.24491 ,    2.68044 ,   -0.16952 ,    0.85129 ,    0.86800
   3.34000 ,   -2.52215 ,    0.73723 ,    2.62769 ,   -0.30384 ,    0.80246 ,    0.85805
   3.35000 ,   -2.56301 ,    0.22059 ,    2.57249 ,   -0.42318 ,    0.73209 ,    0.84560
   3.36000 ,   -2.49911 ,   -0.28246 ,    2.51502 ,   -0.52423 ,    0.64420 ,    0.83055
   3.37000 ,   -2.33785 ,   -0.75096 ,    2.45550 ,   -0.60467 ,    0.54322 ,    0.81285
   3.38000 ,   -2.09074 ,   -1.16646 ,    2.39412 ,   -0.66320 ,    0.43386 ,    0.79250
   3.39000 ,   -1.77264 ,   -1.51377 ,    2.33104 ,   -0.69951 ,    0.32078 ,    0.76955
   3.40000 ,   -1.40094 ,   -1.78162 ,    2.26645 ,   -0.71429 ,    0.20843 ,    0.74408
   3.41000 ,   -0.99456 ,   -1.96292 ,    2.20050 ,   -0.70907 ,    0.10090 ,    0.71621
   3.42000 ,   -0.57296 ,   -2.05495 ,    2.13333 ,   -0.68611 ,    0.00167 ,    0.68611
   3.43000 ,   -0.15518 ,   -2.05924 ,    2.06508 ,   -0.64824 ,   -0.08644 ,    0.65398
   3.44000 ,    0.24105 ,   -1.98127 ,    1.99588 ,   -0.59867 ,   -0.16137 ,    0.62004
   3.45000 ,    0.60011 ,   -1.82995 ,    1.92584 ,   -0.54085 ,   -0.22185 ,    0.58458
   3.46000 ,    0.90916 ,   -1.61702 ,    1.85508 ,   -0.47822 ,   -0.26740 ,    0.54790
   3.47000 ,    1.15853 ,   -1.35625 ,    1.78371 ,   -0.41411 ,   -0.29829 ,    0.51036
   3.48000 ,    1.34204 ,   -1.06268 ,    1.71183 ,   -0.35155 ,   -0.31547 ,    0.47234
   3.49000 ,    1.45706 ,   -0.75173 ,    1.63955 ,   -0.29314 ,   -0.32043 ,    0.43429
   3.50000 ,    1.50438 ,   -0.43847 ,    1.56698 ,   -0.24100 ,   -0.31514 ,    0.39673
   3.51000 ,    1.48796 ,   -0.13684 ,    1.49424 ,   -0.19666 ,   -0.30183 ,    0.36025
   3.52000 ,    1.41442 ,    0.14097 ,    1.42143 ,   -0.16107 ,   -0.28292 ,    0.32556
   3.53000 ,    1.29257 ,    0.38495 ,    1.34868 ,   -0.13459 ,   -0.26084 ,    0.29352
   3.54000 ,    1.13275 ,    0.58767 ,    1.27612 ,   -0.11702 ,   -0.23791 ,    0.26513
   3.55000 ,    0.94616 ,    0.74440 ,    1.20389 ,   -0.10765 ,   -0.21624 ,    0.24155
   3.56000 ,    0.74421 ,    0.85315 ,    1.13212 ,   -0.10539 ,   -0.19762 ,    0.22396
   3.57000 ,    0.53791 ,    0.91451 ,    1.06098 ,   -0.10882 ,   -0.18346 ,    0.21331
   3.58000 ,    0.33732 ,    0.93143 ,    0.99063 ,   -0.11629 ,   -0.17476 ,    0.20992
   3.59000 ,    0.15109 ,    0.90875 ,    0.92122 ,   -0.12608 ,   -0.17206 ,    0.21331
   3.60000 ,   -0.01388 ,    0.85284 ,    0.85295 ,   -0.13645 ,   -0.17548 ,    0.22229
   3.61000 ,   -0.15260 ,    0.77103 ,    0.78598 ,   -0.14575 ,   -0.18473 ,    0.23531
   3.62000 ,   -0.26214 ,    0.67114 ,    0.72052 ,   -0.15253 ,   -0.19917 ,    0.25086
   3.63000 ,   -0.34151 ,    0.56096 ,    0.65674 ,   -0.15555 ,   -0.21785 ,    0.26769
   3.64000 ,   -0.39155 ,    0.44782 ,    0.59485 ,   -0.15389 ,   -0.23963 ,    0.28479
   3.65000 ,   -0.41462 ,    0.33819 ,    0.53505 ,   -0.14694 ,   -0.26320 ,    0.30144
   3.66000 ,   -0.41436 ,    0.23741 ,    0.47755 ,   -0.13442 ,   -0.28721 ,    0.31711
   3.67000 ,   -0.39523 ,    0.14948 ,    0.42256 ,   -0.11637 ,   -0.31032 ,    0.33142
   3.68000 ,   -0.36221 ,    0.07701 ,    0.37030 ,   -0.09312 ,   -0.33125 ,    0.34409
   3.69000 ,   -0.32033 ,    0.02118 ,    0.32103 ,   -0.06528 ,   -0.34890 ,    0.35495
   3.70000 ,   -0.27441 ,   -0.01815 ,    0.27501 ,   -0.03366 ,   -0.36233 ,    0.36389
   3.71000 ,   -0.22872 ,   -0.04221 ,    0.23258 ,    0.00077 ,   -0.37083 ,    0.37083
   3.72000 ,   -0.18677 ,   -0.05317 ,    0.19419 ,    0.03692 ,   -0.37393 ,    0.37575
   3.73000 ,   -0.15114 ,   -0.05378 ,    0.16043 ,    0.07370 ,   -0.37143 ,    0.37867
   3.74000 ,   -0.12344 ,   -0.04716 ,    0.13214 ,    0.10997 ,   -0.36334 ,    0.37962
   3.75000 ,   -0.10428 ,   -0.03647 ,    0.11047 ,    0.14469 ,   -0.34992 ,    0.37866
   3.76000 ,   -0.09338 ,   -0.02466 ,    0.09658 ,    0.17691 ,   -0.33162 ,    0.37586
   3.77000 ,   -0.08969 ,   -0.01426 ,    0.09082 ,    0.20582 ,   -0.30906 ,    0.37132
   3.78000 ,   -0.09161 ,   -0.00724 ,    0.09189 ,    0.23075 ,   -0.28298 ,    0.36514
   3.79000 ,   -0.09713 ,   -0.00485 ,    0.09725 ,    0.25124 ,   -0.25424 ,    0.35743
   3.80000 ,   -0.10411 ,   -0.00766 ,    0.10439 ,    0.26698 ,   -0.22371 ,    0.34832
   3.81000 ,   -0.11048 ,   -0.01550 ,    0.11157 ,    0.27787 ,   -0.19232 ,    0.33793
   3.82000 ,   -0.11443 ,   -0.02761 ,    0.11771 ,    0.28398 ,   -0.16093 ,    0.32641
   3.83000 ,   -0.11454 ,   -0.04273 ,    0.12225 ,    0.28553 ,   -0.13037 ,    0.31389
   3.84000 ,   -0.10991 ,   -0.05927 ,    0.12488 ,    0.28290 ,   -0.10139 ,    0.30052
   3.85000 ,   -0.10024 ,   -0.07547 ,    0.12547 ,    0.27656 ,   -0.07464 ,    0.28646
   3.86000 ,   -0.08578 ,   -0.08960 ,    0.12404 ,    0.26711 ,   -0.05064 ,    0.27187
   3.87000 ,   -0.06731 ,   -0.10010 ,    0.12063 ,    0.25521 ,   -0.02977 ,    0.25694
   3.88000 ,   -0.04609 ,   -0.10577 ,    0.11538 ,    0.24154 ,   -0.01229 ,    0.24185
   3.89000 ,   -0.02364 ,   -0.10584 ,    0.10845 ,    0.22682 ,    0.00168 ,    0.22683
   3.90000 ,   -0.00169 ,   -0.10004 ,    0.10006 ,    0.21175 ,    0.01216 ,    0.21210
   3.91000 ,    0.01803 ,   -0.08864 ,    0.09046 ,    0.19701 ,    0.01930 ,    0.19795
   3.92000 ,    0.03394 ,   -0.07241 ,    0.07997 ,    0.18321 ,    0.02338 ,    0.18469
   3.93000 ,    0.04475 ,   -0.05256 ,    0.06903 ,    0.17089 ,    0.02476 ,    0.17267
   3.94000 ,    0.04955 ,   -0.03064 ,    0.05826 ,    0.16051 ,    0.02391 ,    0.16228
   3.95000 ,    0.04793 ,   -0.00841 ,    0.04866 ,    0.15241 ,    0.02137 ,    0.15391
   3.96000 ,    0.03996 ,    0.01232 ,    0.04182 ,    0.14684 ,    0.01773 ,    0.14791
   3.97000 ,    0.02628 ,    0.02980 ,    0.03973 ,    0.14390 ,    0.01360 ,    0.14454
   3.98000 ,    0.00794 ,    0.04254 ,    0.04328 ,    0.14358 ,    0.00961 ,    0.14390
   3.99000 ,   -0.01359 ,    0.04938 ,    0.05121 ,    0.14574 ,    0.00636 ,    0.14588
   4.00000 ,   -0.03657 ,    0.04960 ,    0.06162 ,    0.15011 ,    0.00441 ,    0.15018
   4.01000 ,   -0.05913 ,    0.04299 ,    0.07311 ,    0.15633 ,    0.00428 ,    0.15639
   4.02000 ,   -0.07939 ,    0.02987 ,    0.08483 ,    0.16392 ,    0.00636 ,    0.16404
   4.03000 ,   -0.09563 ,    0.01106 ,    0.09627 ,    0.17233 ,    0.01097 ,    0.17268
   4.04000 ,   -0.10640 ,   -0.01219 ,    0.10710 ,    0.18096 ,    0.01830 ,    0.18188
   4.05000 ,   -0.11064 ,   -0.03827 ,    0.11708 ,    0.18916 ,    0.02839 ,    0.19128
   4.06000 ,   -0.10777 ,   -0.06532 ,    0.12602 ,    0.19629 ,    0.04118 ,    0.20056
   4.07000 ,   -0.09772 ,   -0.09141 ,    0.13381 ,    0.20171 ,    0.05643 ,    0.20945
   4.08000 ,   -0.08093 ,   -0.11464 ,    0.14033 ,    0.20486 ,    0.07378 ,    0.21774
   4.09000 ,   -0.05836 ,   -0.13329 ,    0.14551 ,    0.20524 ,    0.09278 ,    0.22524
