r (Ang), PDF (RMC), PDF (Expt)
  2.000000000000000E-002  ,  -0.275940090000000       ,  -0.275930000000000     
  4.000000000000000E-002  ,  -0.275940090000000       ,  -0.275930000000000     
  6.000000000000000E-002  ,  -0.275940090000000       ,  -0.275930000000000     
  8.000000000000000E-002  ,  -0.275940090000000       ,  -0.275930000000000     
  0.100000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.120000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.140000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.160000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.180000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.200000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.220000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.240000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.260000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.280000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.300000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.320000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.340000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.360000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.380000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.400000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.420000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.440000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.460000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.480000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.500000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.520000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.540000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.560000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.580000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.600000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.620000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.640000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.660000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.680000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.700000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.720000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.740000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.760000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.780000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.800000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.820000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.840000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.860000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.880000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.900000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.920000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.940000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.960000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
  0.980000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.00000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.02000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.04000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.06000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.08000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.10000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.12000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.14000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.16000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.18000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.20000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.22000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.24000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.26000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.28000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.30000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.32000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.34000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.36000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.38000000000000       ,  -0.249999599860959       ,  -0.275930000000000     
   1.40000000000000       ,  -0.250735450230033       ,  -0.275930000000000     
   1.42000000000000       ,  -0.177941444000375       ,  -0.233930945000000     
   1.44000000000000       ,  -0.109173124419509       ,  -0.125555083000000     
   1.46000000000000       ,  -4.418384312923992E-002  ,   1.023942510000000E-002
   1.48000000000000       ,   0.107469378338609       ,   0.161839008000000     
   1.50000000000000       ,   0.251006067164068       ,   0.313401312000000     
   1.52000000000000       ,   0.344141029996262       ,   0.446871281000000     
   1.54000000000000       ,   0.473952232198452       ,   0.544597983000000     
   1.56000000000000       ,   0.454847742076835       ,   0.592141330000000     
   1.58000000000000       ,   0.416675118483888       ,   0.580788076000000     
   1.60000000000000       ,   0.438062941929421       ,   0.509310186000000     
   1.62000000000000       ,   0.307599197421139       ,   0.384605825000000     
   1.64000000000000       ,   9.141060789285377E-002  ,   0.221038729000000     
   1.66000000000000       ,   2.882936884110127E-002  ,   3.851460670000000E-002
   1.68000000000000       ,  -0.170920211896201       ,  -0.140437216000000     
   1.70000000000000       ,  -0.139188908526769       ,  -0.264118464000000     
   1.72000000000000       ,  -0.225844047394776       ,  -0.275930000000000     
   1.74000000000000       ,  -0.243306062913633       ,  -0.275930000000000     
   1.76000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.78000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.80000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.82000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.84000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.86000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.88000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.90000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.92000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.94000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.96000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   1.98000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   2.00000000000000       ,  -0.226885610233968       ,  -0.275930000000000     
   2.02000000000000       ,  -0.203808209075544       ,  -0.275930000000000     
   2.04000000000000       ,  -0.110916315741394       ,  -0.275930000000000     
   2.06000000000000       ,  -9.098579371604129E-002  ,  -0.146834269000000     
   2.08000000000000       ,   8.688913046049478E-002  ,   7.465638220000000E-002
   2.10000000000000       ,   0.346974421376715       ,   0.329410732000000     
   2.12000000000000       ,   0.640885309972381       ,   0.589977086000000     
   2.14000000000000       ,   0.773790036479477       ,   0.826632500000000     
   2.16000000000000       ,   0.985750704333808       ,    1.01171041000000     
   2.18000000000000       ,    1.06592734182873       ,    1.12360454000000     
   2.20000000000000       ,    1.10245224405915       ,    1.14981890000000     
   2.22000000000000       ,    1.03791460805360       ,    1.08859301000000     
   2.24000000000000       ,   0.877686822282065       ,   0.948889315000000     
   2.26000000000000       ,   0.665274512633241       ,   0.748787403000000     
   2.28000000000000       ,   0.460104995473641       ,   0.512600482000000     
   2.30000000000000       ,   0.206259934847021       ,   0.267213136000000     
   2.32000000000000       ,   0.106843159070978       ,   3.824998070000000E-002
   2.34000000000000       ,  -2.509479122283948E-002  ,  -0.153320536000000     
   2.36000000000000       ,  -0.117403981585824       ,  -0.263645531000000     
   2.38000000000000       ,   1.184971119552999E-003  ,  -0.275930000000000     
   2.40000000000000       ,  -5.451305501974203E-002  ,  -0.275930000000000     
   2.42000000000000       ,  -0.108415298847147       ,  -0.275930000000000     
   2.44000000000000       ,  -0.259461114622489       ,  -0.275930000000000     
   2.46000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   2.48000000000000       ,  -0.244036719362681       ,  -0.275930000000000     
   2.50000000000000       ,  -0.275940090000000       ,  -0.275930000000000     
   2.52000000000000       ,  -0.260490785683750       ,  -0.275930000000000     
   2.54000000000000       ,  -0.245526155407707       ,  -0.275930000000000     
   2.56000000000000       ,  -0.216058938817667       ,  -0.275930000000000     
   2.58000000000000       ,  -0.246461907858395       ,  -0.275930000000000     
   2.60000000000000       ,  -0.246913671854115       ,  -0.275930000000000     
   2.62000000000000       ,  -0.218770169429682       ,  -0.253727335000000     
   2.64000000000000       ,  -0.219633095118360       ,  -0.236024145000000     
   2.66000000000000       ,  -0.220476629707601       ,  -0.215746298000000     
   2.68000000000000       ,  -0.166662609732800       ,  -0.202485174000000     
   2.70000000000000       ,  -0.181733601724168       ,  -0.178676814000000     
   2.72000000000000       ,  -0.103548578861950       ,  -0.148847610000000     
   2.74000000000000       ,  -0.158328060382072       ,  -0.118511364000000     
   2.76000000000000       ,  -0.121388502418460       ,  -9.295992550000000E-002
   2.78000000000000       ,  -8.552029945156114E-002  ,  -7.618761810000001E-002
   2.80000000000000       ,  -0.113258753306603       ,  -7.014527919999999E-002
   2.82000000000000       ,  -0.115558097605121       ,  -7.444055380000000E-002
   2.84000000000000       ,  -0.142136890229699       ,  -8.650922780000000E-002
   2.86000000000000       ,  -9.602412107707686E-002  ,  -0.102192484000000     
   2.88000000000000       ,  -0.133999431974651       ,  -0.116584584000000     
   2.90000000000000       ,  -8.928727050570948E-002  ,  -0.124977142000000     
   2.92000000000000       ,  -0.103341935640705       ,  -0.123721108000000     
   2.94000000000000       ,  -0.139733788797875       ,  -0.110857166000000     
   2.96000000000000       ,  -0.107975213976020       ,  -8.641815930000001E-002
   2.98000000000000       ,  -5.498290598857321E-002  ,  -5.237360670000000E-002
   3.00000000000000       ,  -1.972694920883439E-002  ,  -1.225110420000000E-002
   3.02000000000000       ,   1.450268668257331E-002  ,   2.947631850000000E-002
   3.04000000000000       ,   5.315791471509794E-002  ,   6.811628490000000E-002
   3.06000000000000       ,   8.030329361840172E-002  ,   9.946759049999999E-002
   3.08000000000000       ,   0.158428707386008       ,   0.120400205000000     
   3.10000000000000       ,   0.132423850909232       ,   0.129225075000000     
   3.12000000000000       ,   0.127276516551651       ,   0.125815019000000     
   3.14000000000000       ,   9.223402258859210E-002  ,   0.111484513000000     
