 Q (1/Ang),S-S  ,S-F  ,F-F  
   5.97000 ,    -0.453397036424489E+00 ,    -0.140263732035716E-01 ,     0.111520401849442E+00 , 
   5.99000 ,    -0.466103123457236E+00 ,    -0.166586547387044E-01 ,     0.125647568688088E+00 , 
   6.01000 ,    -0.471149388802563E+00 ,    -0.191299359098867E-01 ,     0.139777005977436E+00 , 
   6.03000 ,    -0.468704693582959E+00 ,    -0.218427287418205E-01 ,     0.153889615939293E+00 , 
   6.05000 ,    -0.459065483109590E+00 ,    -0.251707249492698E-01 ,     0.167963740603445E+00 , 
   6.07000 ,    -0.442645550427403E+00 ,    -0.294504259530474E-01 ,     0.181974754401374E+00 , 
   6.09000 ,    -0.419963839620587E+00 ,    -0.349740616687633E-01 ,     0.195894658061488E+00 , 
   6.11000 ,    -0.391630621638164E+00 ,    -0.419839315761855E-01 ,     0.209691695775139E+00 , 
   6.13000 ,    -0.358332397513660E+00 ,    -0.506682596911608E-01 ,     0.223330018167009E+00 , 
   6.15000 ,    -0.320815897003436E+00 ,    -0.611586121489217E-01 ,     0.236769413294284E+00 , 
   6.17000 ,    -0.279871544931255E+00 ,    -0.735288833448245E-01 ,     0.249965126717490E+00 , 
   6.19000 ,    -0.236316763188295E+00 ,    -0.877958151054641E-01 ,     0.262867789662971E+00 , 
   6.21000 ,    -0.190979463879304E+00 ,    -0.103920974250168E+00 ,     0.275423471492527E+00 , 
   6.23000 ,    -0.144682069180168E+00 ,    -0.121814078125251E+00 ,     0.287573869196897E+00 , 
   6.25000 ,    -0.982263668840330E-01 ,    -0.141337526106249E+00 ,     0.299256642547186E+00 , 
   6.27000 ,    -0.523794782873130E-01 ,    -0.162311968382606E+00 ,     0.310405899003566E+00 , 
   6.29000 ,    -0.786117802375530E-02 ,    -0.184522722125282E+00 ,     0.320952827640834E+00 , 
   6.31000 ,     0.346672352225038E-01 ,    -0.207726829785191E+00 ,     0.330826476364486E+00 , 
   6.33000 ,     0.746123613863064E-01 ,    -0.231660545001243E+00 ,     0.339954661723387E+00 , 
   6.35000 ,     0.111456303919375E+00 ,    -0.256047028460285E+00 ,     0.348264995841698E+00 , 
   6.37000 ,     0.144762390638422E+00 ,    -0.280604038926772E+00 ,     0.355686010554039E+00 , 
   6.39000 ,     0.174177619537171E+00 ,    -0.305050198209063E+00 ,     0.362148056850532E+00 , 
   6.41000 ,     0.199440275576865E+00 ,    -0.329116953701945E+00 ,     0.367585793482376E+00 , 
   6.43000 ,     0.220371188446866E+00 ,    -0.352547723447086E+00 ,     0.371937503354918E+00 , 
   6.45000 ,     0.236878201628940E+00 ,    -0.375108579322731E+00 ,     0.375147683015075E+00 , 
   6.47000 ,     0.248951373443791E+00 ,    -0.396591938913845E+00 ,     0.377167892858984E+00 , 
   6.49000 ,     0.256658303759562E+00 ,    -0.416820535573377E+00 ,     0.377957875644871E+00 , 
   6.51000 ,     0.260138194652573E+00 ,    -0.435650372833611E+00 ,     0.377486564672730E+00 , 
   6.53000 ,     0.259594841421694E+00 ,    -0.452972627489088E+00 ,     0.375732952700339E+00 , 
   6.55000 ,     0.255288762486164E+00 ,    -0.468714496235144E+00 ,     0.372686795616786E+00 , 
   6.57000 ,     0.247528683503556E+00 ,    -0.482839010280542E+00 ,     0.368349128664255E+00 , 
   6.59000 ,     0.236662592673221E+00 ,    -0.495343870070101E+00 ,     0.362732577483361E+00 , 
   6.61000 ,     0.223068580897459E+00 ,    -0.506259377441768E+00 ,     0.355861451331199E+00 , 
   6.63000 ,     0.207145672614068E+00 ,    -0.515645564585887E+00 ,     0.347771611339870E+00 , 
   6.65000 ,     0.189304841131701E+00 ,    -0.523588637565056E+00 ,     0.338510112487568E+00 , 
   6.67000 ,     0.169960386704961E+00 ,    -0.530196866504367E+00 ,     0.328134623875560E+00 , 
   6.69000 ,     0.149521836943673E+00 ,    -0.535596064614660E+00 ,     0.316712637769358E+00 , 
   6.71000 ,     0.128386508060995E+00 ,    -0.539924803837435E+00 ,     0.304320483498569E+00 , 
   6.73000 ,     0.106932842548095E+00 ,    -0.543329516101407E+00 ,     0.291042167550880E+00 , 
   6.75000 ,     0.855146147431254E-01 ,    -0.545959626085545E+00 ,     0.276968065885920E+00 , 
   6.77000 ,     0.644560710520053E-01 ,    -0.547962854238715E+00 ,     0.262193498495090E+00 , 
   6.79000 ,     0.440480468659963E-01 ,    -0.549480817965853E+00 ,     0.246817219424079E+00 , 
   6.81000 ,     0.245450780575767E-01 ,    -0.550645044803611E+00 ,     0.230939857760312E+00 , 
   6.83000 ,     0.616350182576495E-02 ,    -0.551573494600443E+00 ,     0.214662346398770E+00 , 
   6.85000 ,    -0.109194799465074E-01 ,    -0.552367668774292E+00 ,     0.198084375696169E+00 , 
   6.87000 ,    -0.265658213804247E-01 ,    -0.553110364272763E+00 ,     0.181302908395062E+00 , 
   6.89000 ,    -0.406758014030820E-01 ,    -0.553864108556243E+00 ,     0.164410790465894E+00 , 
   6.91000 ,    -0.531864197817974E-01 ,    -0.554670290415466E+00 ,     0.147495489826046E+00 , 
   6.93000 ,    -0.640691119175940E-01 ,    -0.555548980356938E+00 ,     0.130637991327971E+00 , 
   6.95000 ,    -0.733268835765022E-01 ,    -0.556499414242669E+00 ,     0.113911872067561E+00 , 
   6.97000 ,    -0.809909735865179E-01 ,    -0.557501095404155E+00 ,     0.973825760747042E-01 , 
   6.99000 ,    -0.871171565898056E-01 ,    -0.558515454047870E+00 ,     0.811069019560663E-01 , 
   7.01000 ,    -0.917817992870642E-01 ,    -0.559487988836558E+00 ,     0.651327112248385E-01 , 
   7.03000 ,    -0.950777823690295E-01 ,    -0.560350804386296E+00 ,     0.494988590429598E-01 , 
   7.05000 ,    -0.971103966695295E-01 ,    -0.561025450288531E+00 ,     0.342353430921330E-01 , 
   7.07000 ,    -0.979933162049816E-01 ,    -0.561425962277256E+00 ,     0.193636604540393E-01 , 
   7.09000 ,    -0.978447429284597E-01 ,    -0.561462004344274E+00 ,     0.489735688534497E-02 , 
   7.11000 ,    -0.967838084890539E-01 ,    -0.561042011894775E+00 ,    -0.915725212390297E-02 , 
   7.13000 ,    -0.949273073343164E-01 ,    -0.560076240275658E+00 ,    -0.228002134775407E-01 , 
   7.15000 ,    -0.923868234216919E-01 ,    -0.558479629961559E+00 ,    -0.360369503515156E-01 , 
   7.17000 ,    -0.892662999162049E-01 ,    -0.556174409037256E+00 ,    -0.488771891246613E-01 , 
   7.19000 ,    -0.856600878485803E-01 ,    -0.553092364997212E+00 ,    -0.613338324668458E-01 , 
   7.21000 ,    -0.816514960870028E-01 ,    -0.549176730873170E+00 ,    -0.734218125150023E-01 , 
   7.23000 ,    -0.773118514240664E-01 ,    -0.544383644844501E+00 ,    -0.851569579000183E-01 , 
   7.25000 ,    -0.727000643708987E-01 ,    -0.538683157310120E+00 ,    -0.965549072409096E-01 , 
   7.27000 ,    -0.678626836386206E-01 ,    -0.532059774428105E+00 ,    -0.107630099640339E+00 , 
   7.29000 ,    -0.628344105080907E-01 ,    -0.524512541892762E+00 ,    -0.118394869767938E+00 , 
   7.31000 ,    -0.576390335543653E-01 ,    -0.516054686776444E+00 ,    -0.128858671401393E+00 , 
   7.33000 ,    -0.522907346892143E-01 ,    -0.506712848209834E+00 ,    -0.139027448927969E+00 , 
   7.35000 ,    -0.467957093733382E-01 ,    -0.496525939152197E+00 ,    -0.148903171428425E+00 , 
   7.37000 ,    -0.411540372613023E-01 ,    -0.485543691212971E+00 ,    -0.158483538722210E+00 , 
   7.39000 ,    -0.353617345788378E-01 ,    -0.473824942193141E+00 ,    -0.167761863309019E+00 , 
   7.41000 ,    -0.294129162662473E-01 ,    -0.461435731554346E+00 ,    -0.176727126662913E+00 , 
   7.43000 ,    -0.233023040604739E-01 ,    -0.448447935476294E+00 ,    -0.185363779637755E+00 , 
   7.45000 ,    -0.170261575198852E-01 ,    -0.434934556319215E+00 ,    -0.193653833013660E+00 , 
   7.47000 ,    -0.105861600826716E-01 ,    -0.420971556768733E+00 ,    -0.201574783154017E+00 , 
   7.49000 ,    -0.399008236086671E-02 ,    -0.406633298913324E+00 ,    -0.209101993380938E+00 , 
   7.51000 ,     0.274627781762409E-02 ,    -0.391991329135747E+00 ,    -0.216208984761057E+00 , 
   7.53000 ,     0.959775109741031E-02 ,    -0.377112719475863E+00 ,    -0.222868235025054E+00 , 
   7.55000 ,     0.165287943026791E-01 ,    -0.362058644906210E+00 ,    -0.229052017246715E+00 , 
   7.57000 ,     0.234928686932393E-01 ,    -0.346883231470151E+00 ,    -0.234733249326982E+00 , 
   7.59000 ,     0.304322271088709E-01 ,    -0.331632700039129E+00 ,    -0.239886325467667E+00 , 
   7.61000 ,     0.372781273853401E-01 ,    -0.316344819851509E+00 ,    -0.244487901867124E+00 , 
   7.63000 ,     0.439514779389457E-01 ,    -0.301048675352950E+00 ,    -0.248517610785373E+00 , 
   7.65000 ,     0.503639096487813E-01 ,    -0.285764739509764E+00 ,    -0.251958679841958E+00 , 
   7.67000 ,     0.564192563786416E-01 ,    -0.270505237033577E+00 ,    -0.254798436834892E+00 , 
   7.69000 ,     0.620154149414318E-01 ,    -0.255274772129319E+00 ,    -0.257028684390541E+00 , 
   7.71000 ,     0.670465442881547E-01 ,    -0.240071187711556E+00 ,    -0.258645933241763E+00 , 
   7.73000 ,     0.714055534672168E-01 ,    -0.224886616733724E+00 ,    -0.259651487740687E+00 , 
   7.75000 ,     0.749868187047065E-01 ,    -0.209708681497506E+00 ,    -0.260051382189647E+00 , 
   7.77000 ,     0.776890620440005E-01 ,    -0.194521793657543E+00 ,    -0.259856171560879E+00 , 
   7.79000 ,     0.794183175736361E-01 ,    -0.179308506156584E+00 ,    -0.259080585015055E+00 , 
   7.81000 ,     0.800909065589984E-01 ,    -0.164050868508912E+00 ,    -0.257743055167920E+00 , 
   7.83000 ,     0.796363399360320E-01 ,    -0.148731738632506E+00 ,    -0.255865140150916E+00 , 
   7.85000 ,     0.780000657462881E-01 ,    -0.133336007700186E+00 ,    -0.253470859037160E+00 , 
   7.87000 ,     0.751459802718455E-01 ,    -0.117851699078924E+00 ,    -0.250585964048575E+00 , 
   7.89000 ,     0.710586248993196E-01 ,    -0.102270908158277E+00 ,    -0.247237175034686E+00 , 
   7.91000 ,     0.657449960885997E-01 ,    -0.865905565059699E-01 ,    -0.243451402954136E+00 , 
   7.93000 ,     0.592359031772242E-01 ,    -0.708129410807812E-01 ,    -0.239254989458253E+00 , 
   7.95000 ,     0.515868179971625E-01 ,    -0.549460669159178E-01 ,    -0.234672989160873E+00 , 
   7.97000 ,     0.428781712478626E-01 ,    -0.390037594908190E-01 ,    -0.229728519796810E+00 , 
   7.99000 ,     0.332150630397382E-01 ,    -0.230055606707708E-01 ,    -0.224442203266403E+00 , 
   8.00999 ,     0.227269113747014E-01 ,    -0.697722111121191E-02 ,    -0.218832005978515E+00 , 
   8.03000 ,     0.115632358364933E-01 ,     0.905380535359577E-02 ,    -0.212911476294723E+00 , 
   8.05000 ,    -0.103017005847391E-03 ,     0.250510049583881E-01 ,    -0.206692447174137E+00 , 
   8.07000 ,    -0.120841760317247E-01 ,     0.409784117202604E-01 ,    -0.200181785888092E+00 , 
   8.09000 ,    -0.241759205311581E-01 ,     0.567943162363622E-01 ,    -0.193384268687104E+00 , 
   8.11000 ,    -0.361657007890033E-01 ,     0.724585958250071E-01 ,    -0.186300241813761E+00 , 
   8.13000 ,    -0.478320294258668E-01 ,     0.879273999472552E-01 ,    -0.178928745234353E+00 , 
   8.15000 ,    -0.589536239394939E-01 ,     0.103160405547567E+00 ,    -0.171265212715732E+00 , 
   8.17000 ,    -0.693094160383249E-01 ,     0.118115602450778E+00 ,    -0.163305067859656E+00 , 
   8.19000 ,    -0.786876965549954E-01 ,     0.132756271665974E+00 ,    -0.155041396629573E+00 , 
   8.21000 ,    -0.868867846966978E-01 ,     0.147045810371312E+00 ,    -0.146468940708095E+00 , 
   8.23000 ,    -0.937230911975127E-01 ,     0.160953571995601E+00 ,    -0.137582093726543E+00 , 
   8.25000 ,    -0.990338570615696E-01 ,     0.174453122902846E+00 ,    -0.128376935515786E+00 , 
   8.27000 ,    -0.102680787834681E+00 ,     0.187520688995591E+00 ,    -0.118853534705255E+00 , 
   8.29000 ,    -0.104555397291628E+00 ,     0.200140052529351E+00 ,    -0.109013495733689E+00 , 
   8.31000 ,    -0.104580732606579E+00 ,     0.212297394022332E+00 ,    -0.988645045855202E-01 , 
   8.33000 ,    -0.102714640652814E+00 ,     0.223986245017280E+00 ,    -0.884170339645001E-01 , 
   8.35000 ,    -0.989515997903690E-01 ,     0.235202388511392E+00 ,    -0.776889181849716E-01 , 
   8.37000 ,    -0.933230394074523E-01 ,     0.245948163454176E+00 ,    -0.667015544346924E-01 , 
   8.39000 ,    -0.858990942565449E-01 ,     0.256227495576626E+00 ,    -0.554844065256496E-01 , 
   8.41000 ,    -0.767857880885870E-01 ,     0.266049624570491E+00 ,    -0.440706642780922E-01 , 
   8.43000 ,    -0.661265519513942E-01 ,     0.275424354080245E+00 ,    -0.325015926673359E-01 , 
   8.45001 ,    -0.540963537741365E-01 ,     0.284365308969598E+00 ,    -0.208216673048815E-01 , 
   8.47001 ,    -0.409028644374947E-01 ,     0.292885498449027E+00 ,    -0.908270762331205E-02 , 
   8.49001 ,    -0.267786184738650E-01 ,     0.300999832271338E+00 ,     0.266084677731293E-02 , 
   8.51001 ,    -0.119781392795692E-01 ,     0.308723062856421E+00 ,     0.143509871600424E-01 , 
   8.53001 ,     0.322468316622124E-02 ,     0.316068157451069E+00 ,     0.259253167930642E-01 , 
   8.55001 ,     0.185473385023841E-01 ,     0.323048477614066E+00 ,     0.373221722362579E-01 , 
   8.57001 ,     0.336985532267322E-01 ,     0.329674461776637E+00 ,     0.484771373039064E-01 , 
   8.59001 ,     0.483904424513281E-01 ,     0.335956154511016E+00 ,     0.593287698409310E-01 , 
   8.61001 ,     0.623386851314179E-01 ,     0.341900406186340E+00 ,     0.698153595724835E-01 , 
   8.63001 ,     0.752744368638751E-01 ,     0.347513358437223E+00 ,     0.798804493103910E-01 , 
   8.65001 ,     0.869447040053828E-01 ,     0.352798151714877E+00 ,     0.894698052450150E-01 , 
   8.67001 ,     0.971229959543281E-01 ,     0.357757364825885E+00 ,     0.985365065119613E-01 , 
   8.69001 ,     0.105609757119660E+00 ,     0.362391188461550E+00 ,     0.107038090833544E+00 , 
   8.71001 ,     0.112240540913658E+00 ,     0.366699567400457E+00 ,     0.114940628256651E+00 , 
   8.73001 ,     0.116887772054347E+00 ,     0.370681807131872E+00 ,     0.122217905403306E+00 , 
   8.75001 ,     0.119463345992079E+00 ,     0.374336509464328E+00 ,     0.128850968440549E+00 , 
   8.77001 ,     0.119921981089839E+00 ,     0.377663397289640E+00 ,     0.134830896581613E+00 , 
   8.79001 ,     0.118261226500853E+00 ,     0.380662312930889E+00 ,     0.140156253623522E+00 , 
   8.81001 ,     0.114521686487116E+00 ,     0.383334973287949E+00 ,     0.144835373528227E+00 , 
   8.83001 ,     0.108786723172399E+00 ,     0.385684136137427E+00 ,     0.148883914899755E+00 , 
   8.85002 ,     0.101179051888868E+00 ,     0.387714957600611E+00 ,     0.152326222055153E+00 , 
   8.87002 ,     0.918601441907105E-01 ,     0.389434243335374E+00 ,     0.155192997598181E+00 , 
   8.89002 ,     0.810234917126311E-01 ,     0.390851345219616E+00 ,     0.157521813500586E+00 , 
   8.91002 ,     0.688937779218859E-01 ,     0.391977435771736E+00 ,     0.159354934694522E+00 , 
   8.93002 ,     0.557174135308863E-01 ,     0.392825918885313E+00 ,     0.160739117987183E+00 , 
   8.95002 ,     0.417616034376250E-01 ,     0.393411695069374E+00 ,     0.161723634247041E+00 , 
   8.97002 ,     0.273037370909867E-01 ,     0.393751094965636E+00 ,     0.162359517237751E+00 , 
   8.99002 ,     0.126268679666530E-01 ,     0.393861191900081E+00 ,     0.162697961059346E+00 , 
   9.01002 ,    -0.198445052833391E-02 ,     0.393759244468032E+00 ,     0.162789042199491E+00 , 
   9.03002 ,    -0.162556995836175E-01 ,     0.393462040298689E+00 ,     0.162680547841858E+00 , 
   9.05002 ,    -0.299227964724522E-01 ,     0.392985214982382E+00 ,     0.162416747829566E+00 , 
   9.07002 ,    -0.427435399104709E-01 ,     0.392342395079937E+00 ,     0.162037291928795E+00 , 
   9.09002 ,    -0.544974690079550E-01 ,     0.391544647786936E+00 ,     0.161576375782706E+00 , 
   9.11002 ,    -0.649955486592799E-01 ,     0.390599520878993E+00 ,     0.161061830568485E+00 , 
   9.13002 ,    -0.740793450469063E-01 ,     0.389510715610696E+00 ,     0.160514718218650E+00 , 
   9.15002 ,    -0.816281511398368E-01 ,     0.388277153704485E+00 ,     0.159948746592688E+00 , 
   9.17002 ,    -0.875574034840566E-01 ,     0.386892971575259E+00 ,     0.159370309357592E+00 , 
   9.19002 ,    -0.918225452753592E-01 ,     0.385346802526290E+00 ,     0.158778327145012E+00 , 
   9.21002 ,    -0.944175493237401E-01 ,     0.383621776176645E+00 ,     0.158164574466765E+00 , 
   9.23002 ,    -0.953739277382243E-01 ,     0.381695835280161E+00 ,     0.157514222257909E+00 , 
   9.25002 ,    -0.947595001552258E-01 ,     0.379541306480112E+00 ,     0.156806252470106E+00 , 
   9.27002 ,    -0.926751494553700E-01 ,     0.377126060402273E+00 ,     0.156014527102880E+00 , 
   9.29002 ,    -0.892509314096370E-01 ,     0.374413206099906E+00 ,     0.155108448733777E+00 , 
   9.31002 ,    -0.846424950774019E-01 ,     0.371362801500472E+00 ,     0.154054352486991E+00 , 
   9.33003 ,    -0.790247771975315E-01 ,     0.367931652685869E+00 ,     0.152816291894179E+00 , 
   9.35003 ,    -0.725883860875926E-01 ,     0.364075575875093E+00 ,     0.151357680046967E+00 , 
   9.37003 ,    -0.655316876055719E-01 ,     0.359749159852904E+00 ,     0.149642017977007E+00 , 
   9.39003 ,    -0.580574920044673E-01 ,     0.354908548100700E+00 ,     0.147634704932893E+00 , 
   9.41003 ,    -0.503644719959666E-01 ,     0.349510978517518E+00 ,     0.145303514739781E+00 , 
   9.43003 ,    -0.426444991181184E-01 ,     0.343518025722283E+00 ,     0.142620496558958E+00 , 
   9.45003 ,    -0.350747336841142E-01 ,     0.336895055394036E+00 ,     0.139562178599420E+00 , 
   9.47003 ,    -0.278140677168752E-01 ,     0.329613108368999E+00 ,     0.136110676540164E+00 , 
   9.49003 ,    -0.210000765441566E-01 ,     0.321651254271340E+00 ,     0.132254978190392E+00 , 
   9.51003 ,    -0.147431821063401E-01 ,     0.312994947302046E+00 ,     0.127990190186272E+00 , 
   9.53003 ,    -0.912684846006006E-02 ,     0.303640039805081E+00 ,     0.123319394768710E+00 , 
   9.55003 ,    -0.420350984017073E-02 ,     0.293589952736584E+00 ,     0.118252059144899E+00 , 
   9.57003 ,     0.382582668504231E-05 ,     0.282859835395218E+00 ,     0.112805815179615E+00 , 
   9.59003 ,     0.350319931393373E-02 ,     0.271472734707097E+00 ,     0.107004153027162E+00 , 
   9.61003 ,     0.633071560655187E-02 ,     0.259463822937961E+00 ,     0.100878122503931E+00 , 
   9.63003 ,     0.854973603898443E-02 ,     0.246875542992812E+00 ,     0.944633744921364E-01 , 
   9.65003 ,     0.102466697271510E-01 ,     0.233761846707057E+00 ,     0.878018033924614E-01 , 
   9.67003 ,     0.115280098997871E-01 ,     0.220183068564029E+00 ,     0.809384078426396E-01 , 
   9.69003 ,     0.125154573053774E-01 ,     0.206206695076777E+00 ,     0.739211731187178E-01 , 
   9.71003 ,     0.133409139342165E-01 ,     0.191908351752315E+00 ,     0.668010599183601E-01 , 
   9.73004 ,     0.141415127175884E-01 ,     0.177365489058332E+00 ,     0.596283845901536E-01 , 
   9.75004 ,     0.150537719625861E-01 ,     0.162661562793462E+00 ,     0.524544928689392E-01 , 
   9.77004 ,     0.162084482916856E-01 ,     0.147878617208861E+00 ,     0.453277622516177E-01 , 
   9.79004 ,     0.177247983687941E-01 ,     0.133101470937162E+00 ,     0.382953732148453E-01 , 
   9.81004 ,     0.197060490767159E-01 ,     0.118410133591160E+00 ,     0.313994658442193E-01 , 
   9.83004 ,     0.222342312219741E-01 ,     0.103884038408376E+00 ,     0.246790496258531E-01 , 
   9.85004 ,     0.253670853803378E-01 ,     0.895945994420727E-01 ,     0.181664950866619E-01 , 
   9.87004 ,     0.291338913739010E-01 ,     0.756095372125962E-01 ,     0.118896090724622E-01 , 
   9.89004 ,     0.335342146855050E-01 ,     0.619865383227315E-01 ,     0.586889430210557E-02 , 
   9.91004 ,     0.385362507333421E-01 ,     0.487743599153371E-01 ,     0.118326314235988E-03 , 
   9.93004 ,     0.440756155307483E-01 ,     0.360138328909168E-01 ,    -0.535391429853695E-02 , 
   9.95004 ,     0.500578757936216E-01 ,     0.237326428741214E-01 ,    -0.105473097110890E-01 , 
   9.97004 ,     0.563581040017015E-01 ,     0.119500412384325E-01 ,    -0.154665276104176E-01 , 
   9.99004 ,     0.628259894615414E-01 ,     0.671825884778010E-03 ,    -0.201230436673403E-01 , 
  10.01004 ,     0.692867156994073E-01 ,    -0.101042535779479E-01 ,    -0.245323487137970E-01 , 
  10.03004 ,     0.755490215483793E-01 ,    -0.203941935758242E-01 ,    -0.287157399885779E-01 , 
  10.05004 ,     0.814072032992511E-01 ,    -0.302215203636397E-01 ,    -0.326972067352821E-01 , 
  10.07004 ,     0.866485721259082E-01 ,    -0.396190999606834E-01 ,    -0.365036300060487E-01 , 
  10.09004 ,     0.910593868971744E-01 ,    -0.486274230818434E-01 ,    -0.401635685453973E-01 , 
  10.11004 ,     0.944313605990135E-01 ,    -0.572932556826981E-01 ,    -0.437062456373236E-01 , 
  10.13004 ,     0.965682305736025E-01 ,    -0.656681405417276E-01 ,    -0.471605402763372E-01 , 
  10.15004 ,     0.972922026658016E-01 ,    -0.738067905910664E-01 ,    -0.505540120414907E-01 , 
  10.17004 ,     0.964500798557256E-01 ,    -0.817654175677143E-01 ,    -0.539119877259666E-01 , 
  10.19005 ,     0.939171875477544E-01 ,    -0.896039366366746E-01 ,    -0.572584079626166E-01 , 
  10.21005 ,     0.896082449112929E-01 ,    -0.973686979803102E-01 ,    -0.606084295011656E-01 , 
  10.23005 ,     0.834739677669771E-01 ,    -0.105114355369805E+00 ,    -0.639778606315469E-01 , 
  10.25005 ,     0.755083908780116E-01 ,    -0.112886686624639E+00 ,    -0.673760381936842E-01 , 
  10.27005 ,     0.657501267261326E-01 ,    -0.120725208889341E+00 ,    -0.708072191851119E-01 , 
  10.29005 ,     0.542833031976746E-01 ,    -0.128662037242789E+00 ,    -0.742704612240447E-01 , 
  10.31005 ,     0.412372942378477E-01 ,    -0.136720959603620E+00 ,    -0.777596671108644E-01 , 
  10.33005 ,     0.267852249704689E-01 ,    -0.144916751032955E+00 ,    -0.812637898528705E-01 , 
  10.35005 ,     0.111412664490888E-01 ,    -0.153254743740595E+00 ,    -0.847671897581433E-01 , 
  10.37005 ,    -0.544323114828005E-02 ,    -0.161730661892310E+00 ,    -0.882501307340962E-01 , 
  10.39005 ,    -0.226846853851096E-01 ,    -0.170330722903078E+00 ,    -0.916893988749926E-01 , 
  10.41005 ,    -0.402731961972687E-01 ,    -0.179031999498030E+00 ,    -0.950590229076093E-01 , 
  10.43005 ,    -0.578792879519672E-01 ,    -0.187803029641862E+00 ,    -0.983310731860314E-01 , 
  10.45005 ,    -0.751613141202343E-01 ,    -0.196604654683315E+00 ,    -0.101476513766853E+00 , 
  10.47005 ,    -0.917733395456697E-01 ,    -0.205391059924717E+00 ,    -0.104466080714615E+00 , 
  10.49005 ,    -0.107373299961268E+00 ,    -0.214110986479157E+00 ,    -0.107271159220830E+00 , 
  10.51005 ,    -0.121631228412622E+00 ,    -0.222709078866843E+00 ,    -0.109864632380821E+00 , 
  10.53005 ,    -0.134237333909452E+00 ,    -0.231127329446368E+00 ,    -0.112221675548764E+00 , 
  10.55005 ,    -0.144909719112905E+00 ,    -0.239306578562952E+00 ,    -0.114320472046715E+00 , 
  10.57005 ,    -0.153401531176903E+00 ,    -0.247188028277236E+00 ,    -0.116142828579058E+00 , 
  10.59005 ,    -0.159507352839725E+00 ,    -0.254714727732222E+00 ,    -0.117674671919776E+00 , 
  10.61005 ,    -0.163068659190096E+00 ,    -0.261832989604289E+00 ,    -0.118906412197604E+00 , 
  10.63006 ,    -0.163977969093627E+00 ,    -0.268496908023691E+00 ,    -0.119833549161435E+00 , 
  10.65006 ,    -0.162181529122416E+00 ,    -0.274656432841851E+00 ,    -0.120455042397925E+00 , 
  10.67006 ,    -0.157683939241654E+00 ,    -0.280278381107572E+00 ,    -0.120776009619287E+00 , 
  10.69006 ,    -0.150545456895672E+00 ,    -0.285333660612672E+00 ,    -0.120805489423157E+00 , 
  10.71006 ,    -0.140882233037267E+00 ,    -0.289801304744916E+00 ,    -0.120556611324067E+00 , 
  10.73006 ,    -0.128864051997600E+00 ,    -0.293668831999211E+00 ,    -0.120046098183207E+00 , 
  10.75006 ,    -0.114710748481512E+00 ,    -0.296932373122980E+00 ,    -0.119293656979514E+00 , 
  10.77006 ,    -0.986873860147572E-01 ,    -0.299596567031221E+00 ,    -0.118321277516178E+00 , 
  10.79006 ,    -0.810983141969895E-01 ,    -0.301674233204315E+00 ,    -0.117152461503550E+00 , 
  10.81006 ,    -0.622802521263635E-01 ,    -0.303185834528671E+00 ,    -0.115811406625137E+00 , 
  10.83006 ,    -0.425945715266301E-01 ,    -0.304158750276993E+00 ,    -0.114322171613816E+00 , 
  10.85006 ,    -0.224189746975727E-01 ,    -0.304626383989631E+00 ,    -0.112707848998485E+00 , 
  10.87006 ,    -0.213877881957404E-02 ,    -0.304627135270920E+00 ,    -0.110989772008363E+00 , 
  10.89006 ,     0.178619710898871E-01 ,    -0.304203267840604E+00 ,    -0.109186781147966E+00 , 
  10.91006 ,     0.372093334558995E-01 ,    -0.303399708495548E+00 ,    -0.107314574209063E+00 , 
  10.93006 ,     0.555480198338627E-01 ,    -0.302262812887305E+00 ,    -0.105385161017773E+00 , 
  10.95006 ,     0.725494445376433E-01 ,    -0.300839134186014E+00 ,    -0.103406441097953E+00 , 
  10.97006 ,     0.879190689874146E-01 ,    -0.299174229792360E+00 ,    -0.101381918757570E+00 , 
  10.99006 ,     0.101402854337607E+00 ,    -0.297311539321450E+00 ,    -0.993105659806876E-01 , 
  11.01006 ,     0.112792659755109E+00 ,    -0.295291364189875E+00 ,    -0.971868390551173E-01 , 
  11.03006 ,     0.121930451910775E+00 ,    -0.293149975392783E+00 ,    -0.950008502154228E-01 , 
  11.05007 ,     0.128714013191143E+00 ,    -0.290917738192624E+00 ,    -0.927375379591250E-01 , 
  11.07007 ,     0.133086132577186E+00 ,    -0.288623044977887E+00 ,    -0.903816937261172E-01 , 
  11.09007 ,     0.135055151086935E+00 ,    -0.286285206622033E+00 ,    -0.879117864938448E-01 , 
  11.11007 ,     0.134678956189047E+00 ,    -0.283918676399358E+00 ,    -0.853051522865812E-01 , 
  11.13007 ,     0.132066405339933E+00 ,    -0.281531928905518E+00 ,    -0.825376900236189E-01 , 
  11.15007 ,     0.127373498584315E+00 ,    -0.279127614039751E+00 ,    -0.795847391662094E-01 , 
  11.17007 ,     0.120798397772694E+00 ,    -0.276702879626519E+00 ,    -0.764220028417389E-01 , 
  11.19007 ,     0.112575434531279E+00 ,    -0.274249846882428E+00 ,    -0.730264892127837E-01 , 
  11.21007 ,     0.102968275587362E+00 ,    -0.271756218610102E+00 ,    -0.693774430030191E-01 , 
  11.23007 ,     0.922624358474843E-01 ,    -0.269205996393352E+00 ,    -0.654572390501722E-01 , 
  11.25007 ,     0.807573461545022E-01 ,    -0.266580280277714E+00 ,    -0.612522105331387E-01 , 
