         664
 sf6190kbank1_corconv29p42rmc            mutli by  1.0000
  0.7100000     -0.2355700    
  0.7300000     -0.2646260    
  0.7500000     -0.2689460    
  0.7700000     -0.2560040    
  0.7900000     -0.2377640    
  0.8100000     -0.2265010    
  0.8300000     -0.2305940    
  0.8500000     -0.2516860    
  0.8700000     -0.2841550    
  0.8900000     -0.3171030    
  0.9100000     -0.3382270    
  0.9300000     -0.3383130    
  0.9500000     -0.3148330    
  0.9700000     -0.2733820    
  0.9900000     -0.2263500    
   1.010000     -0.1891620    
   1.030000     -0.1751780    
   1.050000     -0.1909300    
   1.070000     -0.2333020    
   1.090000     -0.2897410    
   1.110000     -0.3416540    
   1.130000     -0.3701260    
   1.150000     -0.3622450    
   1.170000     -0.3160470    
   1.190000     -0.2423310    
   1.210000     -0.1624940    
   1.230000     -0.1026807    
   1.250000     -8.5766599E-02
   1.270000     -0.1234220    
   1.290000     -0.2107040    
   1.310000     -0.3250670    
   1.330000     -0.4304280    
   1.350000     -0.4856530    
   1.370000     -0.4553620    
   1.390000     -0.3202460    
   1.410000     -8.4025197E-02
   1.430000      0.2250410    
   1.450000      0.5588100    
   1.470000      0.8591460    
   1.490000       1.070730    
   1.510000       1.153570    
   1.530000       1.092200    
   1.550000      0.8990160    
   1.570000      0.6112770    
   1.590000      0.2822430    
   1.610000     -3.0981800E-02
   1.630000     -0.2799620    
   1.650000     -0.4346800    
   1.670000     -0.4883000    
   1.690000     -0.4560640    
   1.710000     -0.3690490    
   1.730000     -0.2647380    
   1.750000     -0.1770830    
   1.770000     -0.1286630    
   1.790000     -0.1267620    
   1.810000     -0.1639740    
   1.830000     -0.2226810    
   1.850000     -0.2817200    
   1.870000     -0.3230980    
   1.890000     -0.3368620    
   1.910000     -0.3228850    
   1.930000     -0.2894340    
   1.950000     -0.2493040    
   1.970000     -0.2150150    
   1.990000     -0.1946740    
   2.010000     -0.1898040    
   2.030000     -0.1956340    
   2.050000     -0.2035870    
   2.070000     -0.2049160    
   2.090000     -0.1941990    
   2.110000     -0.1714650    
   2.130000     -0.1422720    
   2.150000     -0.1157730    
   2.170000     -0.1014743    
   2.190000     -0.1058264    
   2.210000     -0.1298200    
   2.230000     -0.1684020    
   2.250000     -0.2119100    
   2.270000     -0.2490490    
   2.290000     -0.2704210    
   2.310000     -0.2714430    
   2.330000     -0.2536960    
   2.350000     -0.2242590    
   2.370000     -0.1932380    
   2.390000     -0.1703170    
   2.410000     -0.1614250    
