Q (Ang^-1), RMC, Data
  0.710000000000000       ,  -0.474017951798125       ,  -0.235570000000000     
  0.730000000000000       ,  -0.404339185363916       ,  -0.264626000000000     
  0.750000000000000       ,  -0.285105239375180       ,  -0.268946000000000     
  0.770000000000000       ,  -0.155398119117477       ,  -0.256004000000000     
  0.790000000000000       ,  -5.707305205171265E-002  ,  -0.237764000000000     
  0.810000000000000       ,  -2.138907136731828E-002  ,  -0.226501000000000     
  0.830000000000000       ,  -5.915785065906382E-002  ,  -0.230594000000000     
  0.850000000000000       ,  -0.157461675745350       ,  -0.251686000000000     
  0.870000000000000       ,  -0.283914472651319       ,  -0.284155000000000     
  0.890000000000000       ,  -0.397080232502137       ,  -0.317103000000000     
  0.910000000000000       ,  -0.459748556334331       ,  -0.338227000000000     
  0.930000000000000       ,  -0.450883604357315       ,  -0.338313000000000     
  0.950000000000000       ,  -0.372478182534279       ,  -0.314833000000000     
  0.970000000000000       ,  -0.249128558925036       ,  -0.273382000000000     
  0.990000000000000       ,  -0.120410394445749       ,  -0.226350000000000     
   1.01000000000000       ,  -2.838640684536478E-002  ,  -0.189162000000000     
   1.03000000000000       ,  -4.120043091513691E-003  ,  -0.175178000000000     
   1.05000000000000       ,  -5.742808086813285E-002  ,  -0.190930000000000     
   1.07000000000000       ,  -0.173159405314032       ,  -0.233302000000000     
   1.09000000000000       ,  -0.315314321935356       ,  -0.289741000000000     
   1.11000000000000       ,  -0.437910109191086       ,  -0.341654000000000     
   1.13000000000000       ,  -0.499382981688108       ,  -0.370126000000000     
   1.15000000000000       ,  -0.476141839990461       ,  -0.362245000000000     
   1.17000000000000       ,  -0.371026206096738       ,  -0.316047000000000     
   1.19000000000000       ,  -0.213850712458553       ,  -0.242331000000000     
   1.21000000000000       ,  -5.353497040022309E-002  ,  -0.162494000000000     
   1.23000000000000       ,   5.615574633691314E-002  ,  -0.102680700000000     
   1.25000000000000       ,   7.324464751755899E-002  ,  -8.576659900000000E-002
   1.27000000000000       ,  -1.831434974037503E-002  ,  -0.123422000000000     
   1.29000000000000       ,  -0.201296728282739       ,  -0.210704000000000     
   1.31000000000000       ,  -0.427151915788492       ,  -0.325067000000000     
   1.33000000000000       ,  -0.627122782212687       ,  -0.430428000000000     
   1.35000000000000       ,  -0.729810587788809       ,  -0.485653000000000     
   1.37000000000000       ,  -0.680556825995143       ,  -0.455362000000000     
   1.39000000000000       ,  -0.457383341388848       ,  -0.320246000000000     
   1.41000000000000       ,  -7.906023554425681E-002  ,  -8.402519700000000E-002
   1.43000000000000       ,   0.397065942731613       ,   0.225041000000000     
   1.45000000000000       ,   0.887124486893736       ,   0.558810000000000     
   1.47000000000000       ,    1.29965866670200       ,   0.859146000000000     
   1.49000000000000       ,    1.55663546051786       ,    1.07073000000000     
   1.51000000000000       ,    1.61119915820370       ,    1.15357000000000     
   1.53000000000000       ,    1.45775575871784       ,    1.09220000000000     
   1.55000000000000       ,    1.13204372104472       ,   0.899016000000000     
   1.57000000000000       ,   0.701483506635163       ,   0.611277000000000     
   1.59000000000000       ,   0.248576688351139       ,   0.282243000000000     
   1.61000000000000       ,  -0.148216630173886       ,  -3.098180000000000E-002
   1.63000000000000       ,  -0.431270587112827       ,  -0.279962000000000     
   1.65000000000000       ,  -0.574278404839132       ,  -0.434680000000000     
   1.67000000000000       ,  -0.584323896078008       ,  -0.488300000000000     
   1.69000000000000       ,  -0.495748900276291       ,  -0.456064000000000     
   1.71000000000000       ,  -0.358131360691083       ,  -0.369049000000000     
   1.73000000000000       ,  -0.222026305664374       ,  -0.264738000000000     
   1.75000000000000       ,  -0.126377387867634       ,  -0.177083000000000     
   1.77000000000000       ,  -9.068537594529402E-002  ,  -0.128663000000000     
   1.79000000000000       ,  -0.113428023318342       ,  -0.126762000000000     
   1.81000000000000       ,  -0.176365220086376       ,  -0.163974000000000     
   1.83000000000000       ,  -0.252777709402422       ,  -0.222681000000000     
   1.85000000000000       ,  -0.316803348781239       ,  -0.281720000000000     
   1.87000000000000       ,  -0.351045891238907       ,  -0.323098000000000     
   1.89000000000000       ,  -0.350457975873870       ,  -0.336862000000000     
   1.91000000000000       ,  -0.321830731548471       ,  -0.322885000000000     
   1.93000000000000       ,  -0.279620519025577       ,  -0.289434000000000     
   1.95000000000000       ,  -0.239885218087189       ,  -0.249304000000000     
   1.97000000000000       ,  -0.214503068717197       ,  -0.215015000000000     
   1.99000000000000       ,  -0.207536546996768       ,  -0.194674000000000     
   2.01000000000000       ,  -0.214734541030481       ,  -0.189804000000000     
   2.03000000000000       ,  -0.226052156125030       ,  -0.195634000000000     
   2.05000000000000       ,  -0.230077713188517       ,  -0.203587000000000     
   2.07000000000000       ,  -0.218697240775519       ,  -0.204916000000000     
   2.09000000000000       ,  -0.190349987440312       ,  -0.194199000000000     
   2.11000000000000       ,  -0.150792766818843       ,  -0.171465000000000     
   2.13000000000000       ,  -0.111184624084666       ,  -0.142272000000000     
   2.15000000000000       ,  -8.421980454914445E-002  ,  -0.115773000000000     
   2.17000000000000       ,  -7.967649970846143E-002  ,  -0.101474300000000     
   2.19000000000000       ,  -0.100913372680824       ,  -0.105826400000000     
   2.21000000000000       ,  -0.143498264811632       ,  -0.129820000000000     
   2.23000000000000       ,  -0.196423169477667       ,  -0.168402000000000     
   2.25000000000000       ,  -0.245495256138764       ,  -0.211910000000000     
   2.27000000000000       ,  -0.277780021494031       ,  -0.249049000000000     
   2.29000000000000       ,  -0.285637882228311       ,  -0.270421000000000     
   2.31000000000000       ,  -0.269040450137214       ,  -0.271443000000000     
   2.33000000000000       ,  -0.235421739606856       ,  -0.253696000000000     
   2.35000000000000       ,  -0.197122361179551       ,  -0.224259000000000     
   2.37000000000000       ,  -0.167260170610854       ,  -0.193238000000000     
   2.39000000000000       ,  -0.155361398488365       ,  -0.170317000000000     
   2.41000000000000       ,  -0.164156398773732       ,  -0.161425000000000     
   2.43000000000000       ,  -0.188567419935925       ,  -0.166652000000000     
   2.45000000000000       ,  -0.217217293027377       ,  -0.180075000000000     
   2.47000000000000       ,  -0.235991925057279       ,  -0.191598000000000     
   2.49000000000000       ,  -0.232546997402895       ,  -0.190248000000000     
   2.51000000000000       ,  -0.200358855038217       ,  -0.167865000000000     
   2.53000000000000       ,  -0.141066377829453       ,  -0.122066000000000     
   2.55000000000000       ,  -6.438226658039681E-002  ,  -5.748160200000000E-002
   2.57000000000000       ,   1.440193438120364E-002  ,   1.510969900000000E-002
   2.59000000000000       ,   7.856578870800981E-002  ,   8.155459900000001E-002
   2.61000000000000       ,   0.114527652898911       ,   0.128168000000000     
   2.63000000000000       ,   0.115490639035432       ,   0.145521000000000     
   2.65000000000000       ,   8.313038933287983E-002  ,   0.131037000000000     
   2.67000000000000       ,   2.689339071050776E-002  ,   8.965770200000001E-002
   2.69000000000000       ,  -3.881019662039353E-002  ,   3.240069700000000E-002
   2.71000000000000       ,  -9.862949757483912E-002  ,  -2.673610100000000E-002
   2.73000000000000       ,  -0.140304538624431       ,  -7.457160200000000E-002
   2.75000000000000       ,  -0.157554855251776       ,  -0.102127300000000     
   2.77000000000000       ,  -0.151069676688705       ,  -0.106642700000000     
   2.79000000000000       ,  -0.127446759930838       ,  -9.169359500000000E-002
   2.81000000000000       ,  -9.654393079967080E-002  ,  -6.549049899999999E-002
   2.83000000000000       ,  -6.815113925681988E-002  ,  -3.796400100000000E-002
   2.85000000000000       ,  -4.903511553567835E-002  ,  -1.758728200000000E-002
   2.87000000000000       ,  -4.122494948038827E-002  ,  -8.915529599999999E-003
   2.89000000000000       ,  -4.196863166929770E-002  ,  -1.155519000000000E-002
   2.91000000000000       ,  -4.524604103338230E-002  ,  -2.079580000000000E-002
   2.93000000000000       ,  -4.424666964746604E-002  ,  -2.960980100000000E-002
   2.95000000000000       ,  -3.395453225422684E-002  ,  -3.130850200000000E-002
   2.97000000000000       ,  -1.299928115048484E-002  ,  -2.196760100000000E-002
   2.99000000000000       ,   1.578887138841141E-002  ,  -1.844620300000000E-003
   3.01000000000000       ,   4.624321851126047E-002  ,   2.463770100000000E-002
   3.03000000000000       ,   7.081176458132232E-002  ,   5.029930200000000E-002
   3.05000000000000       ,   8.293704150292971E-002  ,   6.751169999999999E-002
   3.07000000000000       ,   7.910261422205601E-002  ,   7.065279800000000E-002
   3.09000000000000       ,   5.992443915053028E-002  ,   5.792240100000000E-002
   3.11000000000000       ,   2.999144248842583E-002  ,   3.196360200000000E-002
   3.13000000000000       ,  -3.440667699086490E-003  ,  -8.797803900000000E-004
   3.15000000000000       ,  -3.245463667401287E-002  ,  -3.240380100000000E-002
   3.17000000000000       ,  -5.054466176479475E-002  ,  -5.488820400000000E-002
   3.19000000000000       ,  -5.414979270770270E-002  ,  -6.321629900000000E-002
   3.21000000000000       ,  -4.325045572897832E-002  ,  -5.614090000000000E-002
   3.23000000000000       ,  -2.094789762742813E-002  ,  -3.636260000000000E-002
   3.25000000000000       ,   7.737775174035767E-003  ,  -9.466991800000000E-003
   3.27000000000000       ,   3.740118188549748E-002  ,   1.788429900000000E-002
   3.29000000000000       ,   6.361559406889172E-002  ,   3.990379700000000E-002
   3.31000000000000       ,   8.374068725666743E-002  ,   5.316380400000000E-002
   3.33000000000000       ,   9.701739622461723E-002  ,   5.719929900000000E-002
   3.35000000000000       ,   0.104052064496778       ,   5.412270100000000E-002
   3.37000000000000       ,   0.105990179154035       ,   4.747089700000000E-002
   3.39000000000000       ,   0.103753759417731       ,   4.074189800000000E-002
   3.41000000000000       ,   9.764890603375692E-002  ,   3.614780300000000E-002
   3.43000000000000       ,   8.747405987852377E-002  ,   3.400489700000000E-002
   3.45000000000000       ,   7.304442972587903E-002  ,   3.292729700000000E-002
   3.47000000000000       ,   5.487396376370964E-002  ,   3.070580000000000E-002
   3.49000000000000       ,   3.468591670493426E-002  ,   2.550859900000000E-002
   3.51000000000000       ,   1.548055123575841E-002  ,   1.693460000000000E-002
   3.53000000000000       ,   1.051751587945925E-003  ,   6.509698900000000E-003
   3.55000000000000       ,  -4.946163598601165E-003  ,  -2.580060600000000E-003
   3.57000000000000       ,  -9.988749794084362E-005  ,  -6.452820300000000E-003
   3.59000000000000       ,   1.586063571034261E-002  ,  -1.873570500000000E-003
   3.61000000000000       ,   4.068607895238109E-002  ,   1.248450000000000E-002
   3.63000000000000       ,   6.992916401869961E-002  ,   3.530489700000000E-002
