 1186
 SF6 190K                                                                       
  9.49002934  0.0434625037
  9.51002979  0.0420956276
  9.53003025  0.0406599008
  9.55003071  0.0391586348
  9.57003117  0.0375957116
  9.59003162  0.0359758697
  9.61003208  0.0343041755
  9.63003254  0.0325863585
  9.650033  0.030828502
  9.67003345  0.0290371589
  9.69003391  0.0272188503
  9.71003437  0.0253803916
  9.73003483  0.0235284343
  9.75003529  0.0216694772
  9.77003574  0.0198097937
  9.7900362  0.0179550871
  9.81003666  0.0161107089
  9.83003712  0.014281177
  9.85003757  0.0124704689
  9.87003803  0.010681754
  9.89003754  0.00891744718
  9.91003895  0.00717887143
  9.93003941  0.0054669911
  9.95003986  0.00378169748
  9.97004032  0.00212224061
  9.99004078  0.000487236364
  10.0100403 -0.00112516969
  10.0300398 -0.00271741487
  10.0500402 -0.00429223338
  10.0700397 -0.00585231045
  10.0900402 -0.00740066124
  10.1100397 -0.00893988647
  10.1300402 -0.0104726544
  10.1500397 -0.0120009342
  10.1700401 -0.013526503
  10.1900501 -0.0150510482
  10.2100496 -0.0165733937
  10.2300501 -0.018093992
  10.2500496 -0.0196115095
  10.27005 -0.0211240742
  10.2900496 -0.0226286706
  10.31005 -0.0241218824
  10.3300505 -0.0255992673
  10.35005 -0.0270558242
  10.3700504 -0.0284861978
  10.3900499 -0.0298843011
  10.4100504 -0.0312440116
  10.4300499 -0.0325588025
  10.4500504 -0.0338224284
  10.4700499 -0.0350284353
  10.4900503 -0.036171034
  10.5100498 -0.037244413
  10.5300503 -0.0382438637
  10.5500498 -0.0391647927
  10.5700502 -0.0400037393
  10.5900497 -0.040757861
  10.6100502 -0.0414254181
  10.6300602 -0.0420056917
  10.6500597 -0.0424980856
  10.6700602 -0.0429037921
  10.6900597 -0.0432246365
  10.7100601 -0.0434631743
  10.7300596 -0.0436225124
  10.7500601 -0.0437066108
  10.7700596 -0.0437197983
  10.79006 -0.0436666347
  10.8100595 -0.0435519926
  10.83006 -0.0433807671
  10.8500605 -0.0431576967
  10.87006 -0.0428872705
  10.8900604 -0.04257394
  10.9100599 -0.0422210693
  10.9300604 -0.041831933
  10.9500599 -0.041408997
  10.9700603 -0.0409539789
  10.9900599 -0.0404679142
  11.0100603 -0.0399510488
  11.0300598 -0.0394028053
  11.0500698 -0.038821809
  11.0700703 -0.0382067263
  11.0900698 -0.0375549309
  11.1100702 -0.0368635505
  11.1300697 -0.0361294337
  11.1500702 -0.0353492126
  11.1700697 -0.0345194004
  11.1900702 -0.033636637
  11.2100697 -0.0326979235
  11.2300701 -0.031700179
  11.2500696 -0.0306413081
  11.2700701 -0.0295194648
  11.2900696 -0.0283337384
  11.31007 -0.0270836931
  11.3300695 -0.0257700626
  11.35007 -0.0243941676
  11.3700705 -0.0229584035
  11.39007 -0.0214660093
  11.4100704 -0.0199208874
  11.4300699 -0.018328011
  11.4500704 -0.0166926831
  11.4700699 -0.0150212692
  11.4900799 -0.0133192455
  11.5100803 -0.0115953572
  11.5300798 -0.00985603873
  11.5500803 -0.0081083728
  11.5700798 -0.00635974761
  11.5900803 -0.00461699208
  11.6100798 -0.0028869533
  11.6300802 -0.00117571803
  11.6500797  0.000510864658
  11.6700802  0.0021678945
  11.6900797  0.00379086868
  11.7100801  0.00537634268
  11.7300797  0.00692135142
  11.7500801  0.00842399243
  11.7700796  0.00988285337
  11.7900801  0.0112975184
  11.8100796  0.0126679307
  11.83008  0.0139948986
  11.8500795  0.0152794588
  11.87008  0.016523229
  11.8900805  0.0177279823
  11.91008  0.0188954603
  11.93009  0.0200283285
  11.9500904  0.0211271718
  11.9700899  0.0221940931
  11.9900904  0.0232304055
  12.0100899  0.0242368355
  12.0300903  0.0252136905
  12.0500898  0.0261606872
  12.0700903  0.0270769652
  12.0900898  0.0279609263
  12.1100903  0.0288104322
  12.1300898  0.0296227839
  12.1500902  0.0303945933
  12.1700897  0.0311221015
  12.1900902  0.0318010524
  12.2100897  0.0324267969
  12.2300901  0.0329946317
  12.2500896  0.0334995762
  12.2700901  0.0339368023
  12.2900896  0.0343016572
  12.3100901  0.0345895402
  12.3300896  0.0347964317
  12.35009  0.034918759
  12.3701  0.0349534117
  12.3900995  0.0348981097
  12.4101  0.0347512253
  12.4301004  0.0345120206
  12.4500999  0.0341804437
  12.4701004  0.0337573402
  12.4900999  0.0332444459
  12.5101004  0.0326440893
  12.5300999  0.031959597
  12.5501003  0.0311946813
  12.5700998  0.0303539857
  12.5901003  0.0294423942
  12.6100998  0.0284653958
  12.6301003  0.027428586
  12.6500998  0.0263379682
  12.6701002  0.0251995083
  12.6900997  0.024019165
  12.7101002  0.0228027888
  12.7300997  0.0215561017
  12.7501001  0.0202842988
  12.7700996  0.0189925935
  12.7901001  0.0176853389
  12.8101101  0.0163661819
  12.8301096  0.0150400167
  12.8501101  0.0137093244
  12.8701096  0.0123768998
  12.89011  0.0110449288
  12.9101105  0.00971529447
  12.93011  0.008389608
  12.9501104  0.00706895534
  12.9701099  0.00575444521
  12.9901104  0.0044468306
  13.0101099  0.00314699882
  13.0301104  0.00185559725
  13.0501099  0.000573591911
  13.0701103 -0.000698161486
  13.0901098 -0.00195837556
  13.1101103 -0.00320576434
  13.1301098 -0.00443853438
  13.1501102 -0.00565482723
  13.1701097 -0.00685224915
  13.1901102 -0.00802830979
  13.2101097 -0.00918006338
  13.2301102 -0.0103044705
  13.2501202 -0.0113986675
  13.2701197 -0.0124580422
  13.2901201 -0.0134796463
  13.3101196 -0.0144597404
  13.3301201 -0.0153947957
  13.3501196 -0.0162812658
  13.37012 -0.0171158947
  13.3901196 -0.0178955607
  13.41012 -0.0186176244
  13.4301205 -0.019279588
  13.45012 -0.019879533
  13.4701204 -0.0204160009
  13.4901199 -0.0208879057
  13.5101204 -0.0212947503
  13.5301199 -0.0216364712
  13.5501204 -0.0219134819
  13.5701199 -0.0221266802
  13.5901203 -0.0222773366
  13.6101198 -0.0223671142
  13.6301203 -0.0223979354
  13.6501198 -0.0223720204
  13.6701298 -0.0222916827
  13.6901302 -0.0221594237
  13.7101297 -0.0219777748
  13.7301302 -0.0217491593
  13.7501297 -0.0214759987
  13.7701302 -0.0211604461
  13.7901297 -0.0208045356
  13.8101301 -0.0204099994
  13.8301296 -0.0199784245
  13.8501301 -0.019510949
  13.8701296 -0.0190085582
  13.89013 -0.0184718687
  13.9101295 -0.0179013945
  13.93013 -0.0172972474
  13.9501305 -0.0166595336
  13.97013 -0.015988199
  13.9901304 -0.0152831422
  14.0101299 -0.0145442653
  14.0301304 -0.0137715712
  14.0501299 -0.0129652722
  14.0701303 -0.0121257044
  14.0901299 -0.0112536177
  14.1101398 -0.0103495484
  14.1301403 -0.0094158221
  14.1501398 -0.00845393911
  14.1701403 -0.00746610994
  14.1901398 -0.0064552268
  14.2101402 -0.00542445388
  14.2301397 -0.00437759655
  14.2501402 -0.0033186709
  14.2701397 -0.00225227908
  14.2901402 -0.00118313497
  14.3101397 -0.000116410461
  14.3301401  0.000942751707
  14.3501396  0.00198891712
  14.3701401  0.0030168416
  14.3901396  0.00402118312
  14.41014  0.00499693677
  14.4301395  0.00593920052
  14.45014  0.00684360648
  14.4701405  0.00770602515
  14.49014  0.00852283649
  14.5101404  0.00929106958
  14.5301399  0.0100081814
  14.5501499  0.0106726475
  14.5701504  0.0112825176
  14.5901499  0.0118374042
  14.6101503  0.0123372544
  14.6301498  0.0127824266
  14.6501503  0.0131738894
  14.6701498  0.0135129588
  14.6901503  0.0138013689
  14.7101498  0.0140410624
  14.7301502  0.0142343007
  14.7501497  0.0143833375
  14.7701502  0.0144905662
  14.7901497  0.0145582501
  14.8101501  0.0145885656
  14.8301497  0.0145834908
  14.8501501  0.0145447524
  14.8701496  0.0144737568
  14.8901501  0.0143716009
  14.9101496  0.0142390085
  14.93015  0.0140763726
  14.9501495  0.0138836708
  14.97015  0.0136606283
  14.99016  0.0134065058
  15.0101604  0.0131207118
  15.03016  0.0128021371
  15.0501604  0.0124496706
  15.0701599  0.0120621789
  15.0901604  0.0116385212
  15.1101599  0.0111778183
  15.1301603  0.0106792441
  15.1501598  0.0101424232
  15.1701603  0.00956721231
  15.1901598  0.00895400997
  15.2101603  0.0083035985
  15.2301598  0.00761734555
  15.2501602  0.00689706067
  15.2701597  0.00614521652
  15.2901602  0.0053646788
  15.3101597  0.00455898745
  15.3301601  0.00373196648
  15.3501596  0.00288803293
  15.3701601  0.0020317731
  15.3901596  0.00116820436
  15.4101601  0.000302348286
  15.4301701 -0.000560980814
  15.4501696 -0.00141576724
  15.47017 -0.00225747307
  15.4901695 -0.00308122742
  15.51017 -0.00388263911
  15.5301704 -0.00465761498
  15.5501699 -0.00540255709
  15.5701704 -0.00611455319
  15.5901699 -0.00679114275
  15.6101704 -0.00743066613
  15.6301699 -0.00803200155
  15.6501703 -0.00859482307
  15.6701698 -0.00911935978
  15.6901703 -0.00960655697
  15.7101698 -0.0100578386
  15.7301702 -0.0104752565
  15.7501698 -0.0108611519
  15.7701702 -0.0112183234
  15.7901697 -0.0115497513
  15.8101702 -0.0118585965
  15.8301697 -0.0121480227
  15.8501701 -0.0124210967
  15.8701801 -0.0126808742
  15.8901796 -0.0129297161
  15.9101801 -0.013170043
  15.9301796 -0.0134036401
  15.9501801 -0.0136318412
  15.9701796 -0.0138553875
  15.99018 -0.0140744448
  16.0101795 -0.0142885586
  16.03018 -0.0144967157
  16.0501804 -0.0146973263
  16.0701809 -0.0148882316
  16.0901794 -0.015066809
  16.1101799 -0.0152300727
  16.1301804 -0.0153746894
  16.1501808 -0.0154971136
  16.1701794 -0.0155935949
  16.1901798 -0.015660543
  16.2101803 -0.0156942699
  16.2301807 -0.0156914275
  16.2501793 -0.015648853
  16.2701797 -0.0155638522
  16.2901802 -0.015434158
  16.3101807 -0.0152580589
  16.3301792 -0.0150344865
  16.3501892 -0.0147627732
  16.3701897 -0.0144433742
  16.3901901 -0.0140770338
  16.4101906 -0.0136652263
  16.4301891 -0.0132101532
  16.4501896 -0.0127143767
  16.47019 -0.0121811628
  16.4901905 -0.0116141383
  16.5101891 -0.0110173291
  16.5301895 -0.0103948368
  16.55019 -0.00975112151
  16.5701904 -0.00909061264
  16.5901909 -0.008417679
  16.6101894 -0.00773662003
  16.6301899 -0.00705128442
  16.6501904 -0.00636540726
  16.6701908 -0.00568221696
  16.6901894 -0.00500459271
  16.7101898 -0.00433469145
  16.7301903 -0.00367433019
  16.7501907 -0.00302471756
  16.7702007 -0.00238622958
  16.7901993 -0.00175967719
  16.8101997 -0.00114430382
  16.8302002 -0.000539398054
  16.8502007  5.61725574E-05
  16.8701992  0.00064378744
  16.8901997  0.00122520549
  16.9102001  0.00180213968
  16.9302006  0.0023763997
  16.9501991  0.00294968742
  16.9701996  0.00352371973
  16.9902  0.00409984076
  17.0102005  0.00467913831
  17.0301991  0.00526228826
  17.0501995  0.00584973209
  17.0702  0.00644130073
  17.0902004  0.00703639677
  17.1102009  0.00763395568
  17.1301994  0.00823240075
  17.1501999  0.00882987119
  17.1702003  0.00942397676
  17.1902008  0.0100119719
  17.2102108  0.0105911568
  17.2302094  0.011157738
  17.2502098  0.0117088081
  17.2702103  0.01224095
  17.2902107  0.0127508808
  17.3102093  0.0132354209
  17.3302097  0.0136917578
  17.3502102  0.0141172567
  17.3702106  0.0145097142
  17.3902092  0.0148673328
  17.4102097  0.0151889091
  17.4302101  0.0154737076
  17.4502106  0.0157215148
  17.4702091  0.0159326885
  17.4902096  0.0161081664
  17.51021  0.016249381
  17.5302105  0.0163581986
  17.550211  0.0164368935
  17.5702095  0.0164881349
  17.59021  0.0165148024
  17.6102104  0.0165199675
  17.6302109  0.0165067967
  17.6502209  0.0164783634
  17.6702194  0.0164377522
  17.6902199  0.0163877402
  17.7102203  0.0163308643
  17.7302208  0.0162692778
  17.7502193  0.0162046999
  17.7702198  0.0161383022
  17.7902203  0.0160708167
  17.8102207  0.0160023626
  17.8302193  0.0159325004
  17.8502197  0.0158602037
  17.8702202  0.0157839172
  17.8902206  0.0157016087
  17.9102192  0.0156107983
  17.9302197  0.0155085865
  17.9502201  0.0153918304
  17.9702206  0.0152571239
  17.9902191  0.015100996
  18.0102196  0.0149198808
  18.03022  0.0147103798
  18.0502205  0.0144692175
  18.0702209  0.0141933821
  18.0902309  0.0138800982
  18.1102295  0.0135275051
  18.1302299  0.0131336739
  18.1502304  0.0126975272
  18.1702309  0.0122184865
  18.1902294  0.0116966441
  18.2102299  0.0111326138
  18.2302303  0.0105277086
  18.2502308  0.00988379028
  18.2702293  0.00920335576
  18.2902298  0.00848915428
  18.3102303  0.00774456607
  18.3302307  0.00697326288
  18.3502293  0.00617923774
  18.3702297  0.00536643248
  18.3902302  0.0045391079
  18.4102306  0.00370139792
  18.4302292  0.00285745948
  18.4502296  0.00201099156
  18.4702301  0.0011656885
  18.4902306  0.000324821478
  18.5102291 -0.00050863967
  18.5302391 -0.00133278011
  18.5502396 -0.00214473018
  18.57024 -0.00294335163
  18.5902405 -0.00372758321
  18.6102409 -0.00449681422
  18.6302395 -0.00525079435
  18.6502399 -0.00598985935
  18.6702404 -0.00671448605
  18.6902409 -0.00742546842
  18.7102394 -0.00812372193
  18.7302399 -0.0088105062
  18.7502403 -0.00948690157
  18.7702408 -0.0101540312
  18.7902393 -0.0108128479
  18.8102398 -0.0114642736
  18.8302402 -0.0121087776
  18.8502407 -0.0127466535
  18.8702393 -0.0133777093
  18.8902397 -0.014001552
  18.9102402 -0.014617186
  18.9302406 -0.0152232749
  18.9502392 -0.0158179719
  18.9702492 -0.0163995214
  18.9902496 -0.0169647466
  19.0102501 -0.0175110754
  19.0302505 -0.0180353764
  19.0502491 -0.018534258
  19.0702496 -0.0190043729
  19.09025 -0.0194422137
  19.1102505 -0.0198442247
  19.1302509 -0.0202071015
  19.1502495 -0.0205276944
  19.1702499 -0.0208031107
  19.1902504 -0.0210308153
  19.2102509 -0.0212087035
  19.2302494 -0.0213350952
  19.2502499 -0.0214088634
  19.2702503 -0.021429373
  19.2902508 -0.0213965569
  19.3102493 -0.0213109534
  19.3302498 -0.0211734772
  19.3502502 -0.0209858119
  19.3702507 -0.0207499042
  19.3902493 -0.0204683021
  19.4102592 -0.0201435834
  19.4302597 -0.0197792649
  19.4502602 -0.0193785653
  19.4702606 -0.0189450216
  19.4902592 -0.0184822623
  19.5102596 -0.0179938395
  19.5302601 -0.0174832288
  19.5502605 -0.0169538632
  19.5702591 -0.0164088383
  19.5902596 -0.0158508774
  19.61026 -0.0152825285
  19.6302605 -0.0147058498
  19.6502609 -0.0141225206
  19.6702595 -0.0135338455
  19.6902599 -0.0129404953
  19.7102604 -0.0123429112
  19.7302608 -0.0117410459
  19.7502594 -0.0111345546
  19.7702599 -0.010522563
  19.7902603 -0.00990411639
  19.8102608 -0.00927791744
  19.8302708 -0.00864226185
  19.8502693 -0.00799627975
  19.8702698 -0.00733798696
  19.8902702 -0.0066659376
  19.9102707 -0.00597872306
  19.9302692 -0.0052751489
  19.9502697 -0.00455407798
  19.9702702 -0.00381482765
  19.9902706 -0.00305697857
  20.0102692 -0.00228053448
  20.0302696 -0.00148564694
  20.0502701 -0.000673095929
  20.0702705  0.000156035137
  20.0902691  0.00100018259
  20.1102695  0.00185765594
  20.13027  0.00272617
  20.1502705  0.00360320881
  20.1702709  0.00448597129
