 Q (1/Ang),S-S  ,S-F  ,F-F  
  11.27007 ,    -0.167717102503707E+00 ,    -0.271203426466476E+00 ,    -0.553309110141089E-01 , 
  11.29007 ,    -0.174601275029420E+00 ,    -0.271892007811084E+00 ,    -0.504967578561517E-01 , 
  11.31007 ,    -0.178963135291911E+00 ,    -0.272173056965647E+00 ,    -0.454854788348271E-01 , 
  11.33007 ,    -0.180704307021915E+00 ,    -0.271989010376175E+00 ,    -0.403017722739232E-01 , 
  11.35007 ,    -0.179772864960395E+00 ,    -0.271289057216332E+00 ,    -0.349522982734636E-01 , 
  11.37007 ,    -0.176164288863657E+00 ,    -0.270030050393063E+00 ,    -0.294475550066339E-01 , 
  11.39007 ,    -0.169923083842869E+00 ,    -0.268177262030270E+00 ,    -0.238012563131971E-01 , 
  11.41007 ,    -0.161141047525432E+00 ,    -0.265704414236556E+00 ,    -0.180294829839637E-01 , 
  11.43007 ,    -0.149958279956789E+00 ,    -0.262594533668384E+00 ,    -0.121524675281862E-01 , 
  11.45007 ,    -0.136557632337426E+00 ,    -0.258838984648782E+00 ,    -0.619227917789768E-02 , 
  11.47007 ,    -0.121165636899074E+00 ,    -0.254438407047598E+00 ,    -0.174779929141320E-03 , 
  11.49008 ,    -0.104034461916072E+00 ,    -0.249398228296104E+00 ,     0.587595919476846E-02 , 
  11.51008 ,    -0.854754027183653E-01 ,    -0.243739409247276E+00 ,     0.119244560514602E-01 , 
  11.53008 ,    -0.658016309598186E-01 ,    -0.237482679001654E+00 ,     0.179425972804559E-01 , 
  11.55008 ,    -0.453508575462147E-01 ,    -0.230656038608007E+00 ,     0.238994180472788E-01 , 
  11.57008 ,    -0.244772411160251E-01 ,    -0.223293733390557E+00 ,     0.297625804534598E-01 , 
  11.59008 ,    -0.353611375306118E-02 ,    -0.215432585227873E+00 ,     0.355013271190201E-01 , 
  11.61008 ,     0.171151572389087E-01 ,    -0.207113953765837E+00 ,     0.410847560479925E-01 , 
  11.63008 ,     0.371327339571095E-01 ,    -0.198379699153032E+00 ,     0.464846828609734E-01 , 
  11.65008 ,     0.561856819526751E-01 ,    -0.189274432592296E+00 ,     0.516740922520068E-01 , 
  11.67008 ,     0.739700699584492E-01 ,    -0.179841486474769E+00 ,     0.566296554924550E-01 , 
  11.69008 ,     0.902080483719271E-01 ,    -0.170125666471208E+00 ,     0.613302352355658E-01 , 
  11.71008 ,     0.104660251187479E+00 ,    -0.160168991824476E+00 ,     0.657592068723576E-01 , 
  11.73008 ,     0.117124378954280E+00 ,    -0.150013857499608E+00 ,     0.699029980691247E-01 , 
  11.75008 ,     0.127443945241827E+00 ,    -0.139699285178530E+00 ,     0.737528398515299E-01 , 
  11.77008 ,     0.135506886535075E+00 ,    -0.129264065287672E+00 ,     0.773035172066140E-01 , 
  11.79008 ,     0.141250596023404E+00 ,    -0.118743125119264E+00 ,     0.805546982629657E-01 , 
  11.81008 ,     0.144659431220490E+00 ,    -0.108171475611454E+00 ,     0.835095235874223E-01 , 
  11.83008 ,     0.145766228895298E+00 ,    -0.975802501326627E-01 ,     0.861756828083685E-01 , 
  11.85008 ,     0.144649089625761E+00 ,    -0.870009279118376E-01 ,     0.885639942509787E-01 , 
  11.87008 ,     0.141428869965728E+00 ,    -0.764616944486066E-01 ,     0.906890165603604E-01 , 
  11.89008 ,     0.136265393449977E+00 ,    -0.659912393139381E-01 ,     0.925677764359327E-01 , 
  11.91008 ,     0.129352874056831E+00 ,    -0.556175229200846E-01 ,     0.942196449312672E-01 , 
  11.93009 ,     0.120908512605417E+00 ,    -0.453617026717168E-01 ,     0.956665956192480E-01 , 
  11.95009 ,     0.111185212736253E+00 ,    -0.352609828200729E-01 ,     0.969294430843692E-01 , 
  11.97009 ,     0.100439739598240E+00 ,    -0.253377977403555E-01 ,     0.980316273034126E-01 , 
  11.99009 ,     0.889396256318120E-01 ,    -0.156183425292450E-01 ,     0.989958276151642E-01 , 
  12.01009 ,     0.769561560004184E-01 ,    -0.613095895127548E-02 ,     0.998437274784975E-01 , 
  12.03009 ,     0.647530341793059E-01 ,     0.309770789399918E-02 ,     0.100595797221791E+00 , 
  12.05009 ,     0.525842561374534E-01 ,     0.120392689560956E-01 ,     0.101270411309692E+00 , 
  12.07009 ,     0.406835122387969E-01 ,     0.206672711764136E-01 ,     0.101883636099500E+00 , 
  12.09009 ,     0.292632449719325E-01 ,     0.289541885838879E-01 ,     0.102448547672496E+00 , 
  12.11009 ,     0.185052671096301E-01 ,     0.368752904790496E-01 ,     0.102975133555409E+00 , 
  12.13009 ,     0.856145995892496E-02 ,     0.444058839865523E-01 ,     0.103469811347101E+00 , 
  12.15009 ,    -0.453276192032954E-03 ,     0.515250577608088E-01 ,     0.103935480710837E+00 , 
  12.17009 ,    -0.845899691807184E-02 ,     0.582134734839345E-01 ,     0.104371274404580E+00 , 
  12.19009 ,    -0.154146651433509E-01 ,     0.644566731597523E-01 ,     0.104772769437827E+00 , 
  12.21009 ,    -0.213146555600397E-01 ,     0.702432229667996E-01 ,     0.105131958727382E+00 , 
  12.23009 ,    -0.261898772889558E-01 ,     0.755677837247974E-01 ,     0.105437633208201E+00 , 
  12.25009 ,    -0.301028644629151E-01 ,     0.804294791563803E-01 ,     0.105675558267273E+00 , 
  12.27009 ,    -0.331459997189435E-01 ,     0.848343566158951E-01 ,     0.105828970272886E+00 , 
  12.29009 ,    -0.354355867342729E-01 ,     0.887939294574358E-01 ,     0.105878942663576E+00 , 
  12.31009 ,    -0.371079138873547E-01 ,     0.923271605318893E-01 ,     0.105804943572777E+00 , 
  12.33009 ,    -0.383126013505896E-01 ,     0.954589691545669E-01 ,     0.105585360576052E+00 , 
  12.35009 ,    -0.392072184402355E-01 ,     0.982215668899606E-01 ,     0.105198031548657E+00 , 
  12.37010 ,    -0.399508867841975E-01 ,     0.100654202402710E+00 ,     0.104620543789764E+00 , 
  12.39010 ,    -0.406968685045217E-01 ,     0.102798740990574E+00 ,     0.103832005614977E+00 , 
  12.41010 ,    -0.415885948532966E-01 ,     0.104706264314221E+00 ,     0.102811793334160E+00 , 
  12.43010 ,    -0.427523556766730E-01 ,     0.106430880027870E+00 ,     0.101541299315864E+00 , 
  12.45010 ,    -0.442926268837715E-01 ,     0.108030416242841E+00 ,     0.100004079816144E+00 , 
  12.47010 ,    -0.462879271522028E-01 ,     0.109565496597311E+00 ,     0.981860133306724E-01 , 
  12.49010 ,    -0.487867123987165E-01 ,     0.111097831620323E+00 ,     0.960761911386147E-01 , 
  12.51010 ,    -0.518056324514457E-01 ,     0.112689556198325E+00 ,     0.936664623101388E-01 , 
  12.53010 ,    -0.553270533716984E-01 ,     0.114401259532550E+00 ,     0.909524714757824E-01 , 
  12.55010 ,    -0.592998962839412E-01 ,     0.116291255633509E+00 ,     0.879328221311382E-01 , 
  12.57010 ,    -0.636391334627137E-01 ,     0.118413560746449E+00 ,     0.846101331018495E-01 , 
  12.59010 ,    -0.682291931408782E-01 ,     0.120817285613804E+00 ,     0.809898763705314E-01 , 
  12.61010 ,    -0.729253833159086E-01 ,     0.123544570153925E+00 ,     0.770815263918368E-01 , 
  12.63010 ,    -0.775597523219353E-01 ,     0.126630416803674E+00 ,     0.728969405716714E-01 , 
  12.65010 ,    -0.819442387896895E-01 ,     0.130100606915474E+00 ,     0.684516709662839E-01 , 
  12.67010 ,    -0.858782274971324E-01 ,     0.133972109144182E+00 ,     0.637630170479210E-01 , 
  12.69010 ,    -0.891532943721593E-01 ,     0.138251152790413E+00 ,     0.588513614475588E-01 , 
  12.71010 ,    -0.915614161329828E-01 ,     0.142934264692551E+00 ,     0.537380650120153E-01 , 
  12.73010 ,    -0.929008244704093E-01 ,     0.148006467884464E+00 ,     0.484469381371946E-01 , 
  12.75010 ,    -0.929839598048627E-01 ,     0.153443178433640E+00 ,     0.430018461527110E-01 , 
  12.77010 ,    -0.916438390412734E-01 ,     0.159208607696225E+00 ,     0.374283065980642E-01 , 
  12.79010 ,    -0.887405103714614E-01 ,     0.165258317103609E+00 ,     0.317510883674045E-01 , 
  12.81011 ,    -0.841646395031861E-01 ,     0.171541154360581E+00 ,     0.259929182248116E-01 , 
  12.83011 ,    -0.778522420562689E-01 ,     0.177988980882420E+00 ,     0.201843216071567E-01 , 
  12.85011 ,    -0.697744954397927E-01 ,     0.184536807757112E+00 ,     0.143460084253411E-01 , 
  12.87011 ,    -0.599510279552730E-01 ,     0.191110010793839E+00 ,     0.850155870392322E-02 , 
  12.89011 ,    -0.484467903244037E-01 ,     0.197631298697437E+00 ,     0.267218838995083E-02 , 
  12.91011 ,    -0.353755543938751E-01 ,     0.204020107319440E+00 ,    -0.312149015291137E-02 , 
  12.93011 ,    -0.208983126056410E-01 ,     0.210195037312154E+00 ,    -0.886029528905998E-02 , 
  12.95011 ,    -0.521844985748863E-02 ,     0.216076490031023E+00 ,    -0.145274861791164E-01 , 
  12.97011 ,     0.114167911024873E-01 ,     0.221586244252143E+00 ,    -0.201068687249443E-01 , 
  12.99011 ,     0.287267727396862E-01 ,     0.226651171774660E+00 ,    -0.255848670138374E-01 , 
  13.01011 ,     0.463970418484921E-01 ,     0.231202633123720E+00 ,    -0.309483484398192E-01 , 
  13.03011 ,     0.640929635391225E-01 ,     0.235179791147303E+00 ,    -0.361866903247698E-01 , 
  13.05011 ,     0.814604204228911E-01 ,     0.238528978611958E+00 ,    -0.412895175287757E-01 , 
  13.07011 ,     0.981410533720570E-01 ,     0.241206252990784E+00 ,    -0.462486318319204E-01 , 
  13.09011 ,     0.113774475142304E+00 ,     0.243176898020643E+00 ,    -0.510559195402562E-01 , 
  13.11011 ,     0.128013293776715E+00 ,     0.244416963795718E+00 ,    -0.557050272897840E-01 , 
  13.13011 ,     0.140526169736098E+00 ,     0.244912866120188E+00 ,    -0.601893847577724E-01 , 
  13.15011 ,     0.151011904863756E+00 ,     0.244661955391293E+00 ,    -0.645038682521957E-01 , 
  13.17011 ,     0.159202785847707E+00 ,     0.243672163259053E+00 ,    -0.686429585546798E-01 , 
  13.19011 ,     0.164875730452117E+00 ,     0.241961537988752E+00 ,    -0.726022187656787E-01 , 
  13.21011 ,     0.167855660057599E+00 ,     0.239558047786857E+00 ,    -0.763766312467266E-01 , 
  13.23011 ,     0.168022907531798E+00 ,     0.236498120479040E+00 ,    -0.799620866757550E-01 , 
  13.25012 ,     0.165313818340518E+00 ,     0.232824563183955E+00 ,    -0.833555584778141E-01 , 
  13.27012 ,     0.159730900297810E+00 ,     0.228592513055984E+00 ,    -0.865493397184240E-01 , 
  13.29012 ,     0.151334707296554E+00 ,     0.223856974605702E+00 ,    -0.895411387893988E-01 , 
  13.31012 ,     0.140249203686744E+00 ,     0.218679680021639E+00 ,    -0.923265350454116E-01 , 
  13.33012 ,     0.126656029422654E+00 ,     0.213124401790303E+00 ,    -0.949017904621871E-01 , 
  13.35012 ,     0.110795173382745E+00 ,     0.207257552020711E+00 ,    -0.972628621450683E-01 , 
  13.37012 ,     0.929547282288927E-01 ,     0.201144681060881E+00 ,    -0.994064830752377E-01 , 
  13.39012 ,     0.734703976143166E-01 ,     0.194851352670835E+00 ,    -0.101329354051280E+00 , 
  13.41012 ,     0.527120226659436E-01 ,     0.188439832379880E+00 ,    -0.103028978082607E+00 , 
  13.43012 ,     0.310804079923488E-01 ,     0.181969704410460E+00 ,    -0.104503179305222E+00 , 
  13.45012 ,     0.899650406633044E-02 ,     0.175496291697869E+00 ,    -0.105750417812539E+00 , 
  13.47012 ,    -0.131122013146603E-01 ,     0.169068689914617E+00 ,    -0.106770032601294E+00 , 
  13.49012 ,    -0.348142778761418E-01 ,     0.162731233514339E+00 ,    -0.107561893664288E+00 , 
  13.51012 ,    -0.556924222799264E-01 ,     0.156520597447624E+00 ,    -0.108126810316841E+00 , 
  13.53012 ,    -0.753450672110921E-01 ,     0.150467835021795E+00 ,    -0.108466245526680E+00 , 
  13.55012 ,    -0.934037793375243E-01 ,     0.144595744889025E+00 ,    -0.108582523446110E+00 , 
  13.57012 ,    -0.109533996931721E+00 ,     0.138921265415577E+00 ,    -0.108478656667843E+00 , 
  13.59012 ,    -0.123449666201083E+00 ,     0.133453293600528E+00 ,    -0.108158336354981E+00 , 
  13.61012 ,    -0.134913522935468E+00 ,     0.128195127722535E+00 ,    -0.107625884962744E+00 , 
  13.63012 ,    -0.143747265586488E+00 ,     0.123142859200935E+00 ,    -0.106886039507871E+00 , 
  13.65012 ,    -0.149830935501514E+00 ,     0.118287893658398E+00 ,    -0.105944043414114E+00 , 
  13.67013 ,    -0.153109331111857E+00 ,     0.113613397958442E+00 ,    -0.104804640003500E+00 , 
  13.69013 ,    -0.153585183427908E+00 ,     0.109105526678722E+00 ,    -0.103474508938036E+00 , 
  13.71013 ,    -0.151328940695911E+00 ,     0.104740009553407E+00 ,    -0.101958756343910E+00 , 
  13.73013 ,    -0.146467576248563E+00 ,     0.100491396679366E+00 ,    -0.100262627051047E+00 , 
  13.75013 ,    -0.139183830687724E+00 ,     0.963330019886360E-01 ,    -0.983914156101208E-01 , 
  13.77013 ,    -0.129708831133965E+00 ,     0.922359912542060E-01 ,    -0.963496877531596E-01 , 
  13.79013 ,    -0.118318281401535E+00 ,     0.881717942391935E-01 ,    -0.941419392726385E-01 , 
  13.81013 ,    -0.105321122119681E+00 ,     0.841111775792694E-01 ,    -0.917717272564080E-01 , 
  13.83013 ,    -0.910552662604262E-01 ,     0.800264370075987E-01 ,    -0.892424654345501E-01 , 
  13.85013 ,    -0.758738275920888E-01 ,     0.758904618928108E-01 ,    -0.865565385827233E-01 , 
  13.87013 ,    -0.601411339604382E-01 ,     0.716787933334519E-01 ,    -0.837162885161271E-01 , 
  13.89013 ,    -0.442174659001888E-01 ,     0.673684259519656E-01 ,    -0.807230199564757E-01 , 
  13.91013 ,    -0.284557318666443E-01 ,     0.629397500348556E-01 ,    -0.775781594592353E-01 , 
  13.93013 ,    -0.131868958623822E-01 ,     0.583752106576455E-01 ,    -0.742822611704458E-01 , 
  13.95013 ,     0.128289392763269E-02 ,     0.536609397136437E-01 ,    -0.708361687732751E-01 , 
  13.97013 ,     0.146819493215850E-01 ,     0.487862562865748E-01 ,    -0.672407540027966E-01 , 
  13.99013 ,     0.267809119292265E-01 ,     0.437429723742666E-01 ,    -0.634965422995859E-01 , 
  14.01013 ,     0.373933117750669E-01 ,     0.385270057816236E-01 ,    -0.596051061061823E-01 , 
  14.03013 ,     0.463834870042955E-01 ,     0.331364520751939E-01 ,    -0.555678779603174E-01 , 
  14.05013 ,     0.536646644642466E-01 ,     0.275734707995523E-01 ,    -0.513878302788185E-01 , 
  14.07013 ,     0.592030100951765E-01 ,     0.218420522085673E-01 ,    -0.470680920319869E-01 , 
  14.09013 ,     0.630139240997881E-01 ,     0.159499423736200E-01 ,    -0.426136870682543E-01 , 
  14.11014 ,     0.651623102629039E-01 ,     0.990360023974565E-02 ,    -0.380279998178169E-01 , 
  14.13014 ,     0.657543334406003E-01 ,     0.372120608249700E-02 ,    -0.333229067525768E-01 , 
  14.15014 ,     0.649392813948031E-01 ,    -0.258527776497368E-02 ,    -0.285054132212949E-01 , 
  14.17014 ,     0.628983656100336E-01 ,    -0.899999763171948E-02 ,    -0.235855037224574E-01 , 
  14.19014 ,     0.598396940424157E-01 ,    -0.155039730031662E-01 ,    -0.185757387059322E-01 , 
  14.21014 ,     0.559900111592789E-01 ,    -0.220778017602499E-01 ,    -0.134892957719192E-01 , 
  14.23014 ,     0.515878459264294E-01 ,    -0.286993702523967E-01 ,    -0.834180602452205E-02 , 
  14.25014 ,     0.468740158641419E-01 ,    -0.353464562804661E-01 ,    -0.314937075023708E-02 , 
  14.27014 ,     0.420851879555008E-01 ,    -0.419943966766737E-01 ,     0.206963100008447E-02 , 
  14.29014 ,     0.374442977627115E-01 ,    -0.486188951129076E-01 ,     0.729677434944362E-02 , 
  14.31014 ,     0.331551800792658E-01 ,    -0.551935678638896E-01 ,     0.125117239191045E-01 , 
  14.33014 ,     0.293942942365704E-01 ,    -0.616927705338517E-01 ,     0.176945416791109E-01 , 
  14.35014 ,     0.263067859665701E-01 ,    -0.680893390431487E-01 ,     0.228239793146868E-01 , 
  14.37014 ,     0.240006965301271E-01 ,    -0.743572461630141E-01 ,     0.278796766264365E-01 , 
  14.39014 ,     0.225448956246863E-01 ,    -0.804694630464220E-01 ,     0.328405123466593E-01 , 
  14.41014 ,     0.219663260913071E-01 ,    -0.864007078730807E-01 ,     0.376868656058394E-01 , 
  14.43014 ,     0.222500838168496E-01 ,    -0.921254595468673E-01 ,     0.423990185936879E-01 , 
  14.45014 ,     0.233401024071318E-01 ,    -0.976205039790717E-01 ,     0.469592151595546E-01 , 
  14.47014 ,     0.251414050098452E-01 ,    -0.102863401220965E+00 ,     0.513503395184141E-01 , 
  14.49014 ,     0.275235449084213E-01 ,    -0.107833759624273E+00 ,     0.555568528855437E-01 , 
  14.51014 ,     0.303258337511070E-01 ,    -0.112514295804424E+00 ,     0.595655470011604E-01 , 
  14.53014 ,     0.333622773000362E-01 ,    -0.116889612315852E+00 ,     0.633643144048923E-01 , 
  14.55015 ,     0.364306082491806E-01 ,    -0.120950150266047E+00 ,     0.669453689366526E-01 , 
  14.57015 ,     0.393127083055410E-01 ,    -0.124683501369054E+00 ,     0.702973210706578E-01 , 
  14.59015 ,     0.417916722148537E-01 ,    -0.128086992031358E+00 ,     0.734159819233220E-01 , 
  14.61015 ,     0.436540715469793E-01 ,    -0.131160492606520E+00 ,     0.762978054976229E-01 , 
  14.63015 ,     0.446984796672417E-01 ,    -0.133907519243453E+00 ,     0.789405390417686E-01 , 
  14.65015 ,     0.447436238152022E-01 ,    -0.136336483871061E+00 ,     0.813441490893684E-01 , 
  14.67015 ,     0.436350257237379E-01 ,    -0.138459681294741E+00 ,     0.835096455464577E-01 , 
  14.69015 ,     0.412511905993321E-01 ,    -0.140294176323668E+00 ,     0.854398186608317E-01 , 
  14.71015 ,     0.375093402744906E-01 ,    -0.141860776951168E+00 ,     0.871381374260311E-01 , 
  14.73015 ,     0.323686033677656E-01 ,    -0.143184486994961E+00 ,     0.886092636286593E-01 , 
  14.75015 ,     0.258342780567858E-01 ,    -0.144293511508192E+00 ,     0.898581387837474E-01 , 
  14.77015 ,     0.179574285055525E-01 ,    -0.145219260710910E+00 ,     0.908902684563616E-01 , 
  14.79015 ,     0.883745647376975E-02 ,    -0.145995334185106E+00 ,     0.917109992591247E-01 , 
  14.81015 ,    -0.138233701389718E-02 ,    -0.146657205305170E+00 ,     0.923256866957305E-01 , 
  14.83015 ,    -0.125142205966064E-01 ,    -0.147241155742870E+00 ,     0.927391676067064E-01 , 
  14.85015 ,    -0.243336611099333E-01 ,    -0.147783689312834E+00 ,     0.929558021510241E-01 , 
  14.87015 ,    -0.365811373864280E-01 ,    -0.148320460031096E+00 ,     0.929791959464625E-01 , 
  14.89015 ,    -0.489727370192726E-01 ,    -0.148885569652969E+00 ,     0.928121710380146E-01 , 
  14.91015 ,    -0.612031020258978E-01 ,    -0.149510460069285E+00 ,     0.924567133476002E-01 , 
  14.93015 ,    -0.729584212530119E-01 ,    -0.150223262344608E+00 ,     0.919139064141258E-01 , 
  14.95015 ,    -0.839205660981345E-01 ,    -0.151047722882113E+00 ,     0.911841093244566E-01 , 
  14.97015 ,    -0.937803398413365E-01 ,    -0.152002710904978E+00 ,     0.902668518697660E-01 , 
  14.99016 ,    -0.102246405162383E+00 ,    -0.153101845693026E+00 ,     0.891606276821531E-01 , 
  15.01016 ,    -0.109040733947483E+00 ,    -0.154350935258740E+00 ,     0.878651390211834E-01 , 
  15.03016 ,    -0.113930501941064E+00 ,    -0.155750606986236E+00 ,     0.863784400415004E-01 , 
  15.05016 ,    -0.116719214382152E+00 ,    -0.157294244190281E+00 ,     0.846989641114537E-01 , 
  15.07016 ,    -0.117256435521428E+00 ,    -0.158967966530496E+00 ,     0.828257487124919E-01 , 
  15.09016 ,    -0.115443930984286E+00 ,    -0.160751242960121E+00 ,     0.807581242111848E-01 , 
  15.11016 ,    -0.111239528471503E+00 ,    -0.162616522508237E+00 ,     0.784967005330590E-01 , 
  15.13016 ,    -0.104658893096128E+00 ,    -0.164530363199241E+00 ,     0.760428290869087E-01 , 
  15.15016 ,    -0.957779992321037E-01 ,    -0.166453346600888E+00 ,     0.733997066881063E-01 , 
  15.17016 ,    -0.847300535433800E-01 ,    -0.168341555986461E+00 ,     0.705716902457884E-01 , 
  15.19016 ,    -0.717066377572791E-01 ,    -0.170146785251672E+00 ,     0.675654900485520E-01 , 
  15.21016 ,    -0.569495486131930E-01 ,    -0.171818333615712E+00 ,     0.643891926041558E-01 , 
  15.23016 ,    -0.407506728899244E-01 ,    -0.173303461915078E+00 ,     0.610535507797257E-01 , 
  15.25016 ,    -0.234396268921891E-01 ,    -0.174549288879379E+00 ,     0.575707667660487E-01 , 
  15.27016 ,    -0.538202436790538E-02 ,    -0.175503526791999E+00 ,     0.539557263878647E-01 , 
  15.29016 ,     0.130355913167317E-01 ,    -0.176116238909279E+00 ,     0.502246256339625E-01 , 
  15.31016 ,     0.314084456963515E-01 ,    -0.176340785930477E+00 ,     0.463961938118988E-01 , 
  15.33016 ,     0.493306112774635E-01 ,    -0.176135292203310E+00 ,     0.424900323841436E-01 , 
  15.35016 ,     0.663983085150660E-01 ,    -0.175463708518503E+00 ,     0.385277974904863E-01 , 
  15.37016 ,     0.822265888855561E-01 ,    -0.174296756553838E+00 ,     0.345314437837606E-01 , 
  15.39016 ,     0.964527855903472E-01 ,    -0.172613081708195E+00 ,     0.305243672172904E-01 , 
  15.41016 ,     0.108751906160357E+00 ,    -0.170399483866850E+00 ,     0.265294378276231E-01 , 
  15.43017 ,     0.118844087549832E+00 ,    -0.167650515519067E+00 ,     0.225681140644464E-01 , 
  15.45017 ,     0.126486439278102E+00 ,    -0.164374113760228E+00 ,     0.186669099941705E-01 , 
  15.47017 ,     0.131508657681194E+00 ,    -0.160583234758035E+00 ,     0.148451035977714E-01 , 
  15.49017 ,     0.133795031993545E+00 ,    -0.156301777762010E+00 ,     0.111231455421318E-01 , 
  15.51017 ,     0.133294683036345E+00 ,    -0.151561602583122E+00 ,     0.751895836097496E-02 , 
  15.53017 ,     0.130021992378289E+00 ,    -0.146403287137462E+00 ,     0.404882414472883E-02 , 
  15.55017 ,     0.124057194099547E+00 ,    -0.140874644922749E+00 ,     0.726424354379277E-03 , 
  15.57017 ,     0.115543018938571E+00 ,    -0.135028917363137E+00 ,    -0.243779242899248E-02 , 
  15.59017 ,     0.104683469621543E+00 ,    -0.128925437333754E+00 ,    -0.543574264810583E-02 , 
  15.61017 ,     0.917353660097736E-01 ,    -0.122625982460001E+00 ,    -0.826308930052087E-02 , 
  15.63017 ,     0.770061235159825E-01 ,    -0.116195750770020E+00 ,    -0.109181043125000E-01 , 
  15.65017 ,     0.608409973767246E-01 ,    -0.109699370367081E+00 ,    -0.134027696527929E-01 , 
  15.67017 ,     0.436198121209715E-01 ,    -0.103201780976743E+00 ,    -0.157216673451388E-01 , 
  15.69017 ,     0.257415346978520E-01 ,    -0.967643147454239E-01 ,    -0.178827258269016E-01 , 
  15.71017 ,     0.762068371371969E-02 ,    -0.904456752381920E-01 ,    -0.198960926615279E-01 , 
  15.73017 ,    -0.103298911235307E-01 ,    -0.842980583197569E-01 ,    -0.217746621162604E-01 , 
  15.75017 ,    -0.277026207434673E-01 ,    -0.783682693256325E-01 ,    -0.235329335325895E-01 , 
  15.77017 ,    -0.441113740380101E-01 ,    -0.726945258350721E-01 ,    -0.251872364456167E-01 , 
  15.79017 ,    -0.591952978312496E-01 ,    -0.673075254936378E-01 ,    -0.267546746192203E-01 , 
  15.81017 ,    -0.726330518196998E-01 ,    -0.622278478693942E-01 ,    -0.282531953532958E-01 , 
  15.83017 ,    -0.841449457634840E-01 ,    -0.574675443895258E-01 ,    -0.297004831556076E-01 , 
  15.85017 ,    -0.935045782339379E-01 ,    -0.530279998371613E-01 ,    -0.311140272788659E-01 , 
  15.87018 ,    -0.100542596010983E+00 ,    -0.488997630739001E-01 ,    -0.325107885572551E-01 , 
  15.89018 ,    -0.105139977661642E+00 ,    -0.450699426652116E-01 ,    -0.339042500576222E-01 , 
  15.91018 ,    -0.107250515662424E+00 ,    -0.415104744304313E-01 ,    -0.353081717780183E-01 , 
  15.93018 ,    -0.106885267678409E+00 ,    -0.381882782582459E-01 ,    -0.367330459026881E-01 , 
  15.95018 ,    -0.104116047292201E+00 ,    -0.350628487670223E-01 ,    -0.381869913369141E-01 , 
  15.97018 ,    -0.990727234766669E-01 ,    -0.320888320859188E-01 ,    -0.396749167510742E-01 , 
  15.99018 ,    -0.919378765709140E-01 ,    -0.292161670764261E-01 ,    -0.411989083605009E-01 , 
  16.01018 ,    -0.829429674430270E-01 ,    -0.263927284783194E-01 ,    -0.427575610676998E-01 , 
  16.03018 ,    -0.723589228316420E-01 ,    -0.235648199915048E-01 ,    -0.443465247182887E-01 , 
  16.05018 ,    -0.604911687039408E-01 ,    -0.206797211752374E-01 ,    -0.459580550455412E-01 , 
  16.07018 ,    -0.476691280851417E-01 ,    -0.176866565567095E-01 ,    -0.475815049450260E-01 , 
  16.09018 ,    -0.342392632053263E-01 ,    -0.145388619723426E-01 ,    -0.492032759488343E-01 , 
  16.11018 ,    -0.205500578619817E-01 ,    -0.111936625084171E-01 ,    -0.508078143093200E-01 , 
  16.13018 ,    -0.695083568104992E-02 ,    -0.761563431394404E-02 ,    -0.523770105641931E-01 , 
  16.15018 ,     0.622262702547248E-02 ,    -0.377647134512819E-02 ,    -0.538912841522917E-01 , 
  16.17018 ,     0.186545106347356E-01 ,     0.343506348675008E-03 ,    -0.553298067067101E-01 , 
  16.19018 ,     0.300610349015547E-01 ,     0.475616780220339E-02 ,    -0.566715120301712E-01 , 
  16.21018 ,     0.401907682543883E-01 ,     0.946300247813041E-02 ,    -0.578948724269248E-01 , 
  16.23018 ,     0.488348436033902E-01 ,     0.144563579659302E-01 ,    -0.589789500705677E-01 , 
  16.25018 ,     0.558301396016125E-01 ,     0.197188824762662E-01 ,    -0.599037650198494E-01 , 
  16.27018 ,     0.610646621807108E-01 ,     0.252257591318568E-01 ,    -0.606511060249322E-01 , 
  16.29018 ,     0.644756116167650E-01 ,     0.309425705988090E-01 ,    -0.612045182208969E-01 , 
  16.31018 ,     0.660523458257286E-01 ,     0.368279764080468E-01 ,    -0.615500756705342E-01 , 
  16.33018 ,     0.658347529735210E-01 ,     0.428338266090146E-01 ,    -0.616766722488200E-01 , 
  16.35019 ,     0.639091565721927E-01 ,     0.489117157729076E-01 ,    -0.615762461090250E-01 , 
  16.37019 ,     0.604091631923745E-01 ,     0.549992018991886E-01 ,    -0.612442268530073E-01 , 
  16.39019 ,     0.555052417075631E-01 ,     0.610410353155999E-01 ,    -0.606794720761534E-01 , 
  16.41019 ,     0.494014987349937E-01 ,     0.669787078643153E-01 ,    -0.598843662846413E-01 , 
  16.43019 ,     0.423292813663886E-01 ,     0.727541509456836E-01 ,    -0.588649260973438E-01 , 
  16.45019 ,     0.345367681115130E-01 ,     0.783136906379280E-01 ,    -0.576302421998024E-01 , 
  16.47019 ,     0.262855406788647E-01 ,     0.836059777365091E-01 ,    -0.561929028163475E-01 , 
  16.49019 ,     0.178397268744261E-01 ,     0.885857649233257E-01 ,    -0.545683017009579E-01 , 
  16.51019 ,     0.945984472886711E-02 ,     0.932139200728302E-01 ,    -0.527746054407073E-01 , 
  16.53019 ,     0.139194601126771E-02 ,     0.974602280011112E-01 ,    -0.508316338975812E-01 , 
  16.55019 ,    -0.613472226416522E-02 ,     0.101301572991145E+00 ,    -0.487614011342849E-01 , 
  16.57019 ,    -0.129169769685499E-01 ,     0.104724119700365E+00 ,    -0.465870301511227E-01 , 
