 Q (1/Ang),S-S  ,S-F  ,F-F  
   5.97000 ,    -0.653187864048525E+00 ,     0.103447091904635E+00 ,     0.100841156470656E+00 , 
   5.99000 ,    -0.632458152340910E+00 ,     0.810433995933786E-01 ,     0.117268514994135E+00 , 
   6.01000 ,    -0.600937380522997E+00 ,     0.579686966082318E-01 ,     0.133528461876653E+00 , 
   6.03000 ,    -0.559568195446018E+00 ,     0.342297668013130E-01 ,     0.149552207632996E+00 , 
   6.05000 ,    -0.509476847452432E+00 ,     0.986575744797980E-02 ,     0.165274442348609E+00 , 
   6.07000 ,    -0.451942392054308E+00 ,    -0.150523320891175E-01 ,     0.180633740046981E+00 , 
   6.09000 ,    -0.388363246892722E+00 ,    -0.404231273897283E-01 ,     0.195572712173533E+00 , 
   6.11000 ,    -0.320220026355398E+00 ,    -0.661180511714166E-01 ,     0.210038384115613E+00 , 
   6.13000 ,    -0.249045710934082E+00 ,    -0.919823088197771E-01 ,     0.223980704475186E+00 , 
   6.15000 ,    -0.176379203724640E+00 ,    -0.117842851124479E+00 ,     0.237354398194000E+00 , 
   6.17000 ,    -0.103736053500228E+00 ,    -0.143510819189555E+00 ,     0.250117240932146E+00 , 
   6.19000 ,    -0.325728079566339E-01 ,    -0.168787553241017E+00 ,     0.262230023918553E+00 , 
   6.21000 ,     0.357445533541661E-01 ,    -0.193470301024982E+00 ,     0.273656131452979E+00 , 
   6.23000 ,     0.999689760853740E-01 ,    -0.217358057953428E+00 ,     0.284361114086382E+00 , 
   6.25000 ,     0.158996862445317E+00 ,    -0.240257356986942E+00 ,     0.294312286481552E+00 , 
   6.27000 ,     0.211888275980341E+00 ,    -0.261987830921965E+00 ,     0.303478376883764E+00 , 
   6.29000 ,     0.257882443969112E+00 ,    -0.282387379665928E+00 ,     0.311829252046967E+00 , 
   6.31000 ,     0.296408330600435E+00 ,    -0.301316798906919E+00 ,     0.319335741027380E+00 , 
   6.33000 ,     0.327090063504205E+00 ,    -0.318663681262946E+00 ,     0.325969551347186E+00 , 
   6.35000 ,     0.349747517889442E+00 ,    -0.334345619134655E+00 ,     0.331703342702300E+00 , 
   6.37000 ,     0.364391826520725E+00 ,    -0.348312434288607E+00 ,     0.336510887376176E+00 , 
   6.39000 ,     0.371216247700509E+00 ,    -0.360546980208748E+00 ,     0.340367213055794E+00 , 
   6.41000 ,     0.370583860559145E+00 ,    -0.371067751392772E+00 ,     0.343249705570540E+00 , 
   6.43000 ,     0.363008698478426E+00 ,    -0.379924801143982E+00 ,     0.345137526491976E+00 , 
   6.45000 ,     0.349137297676393E+00 ,    -0.387200616225995E+00 ,     0.346012996339683E+00 , 
   6.47000 ,     0.329725562567537E+00 ,    -0.393007081942582E+00 ,     0.345862056082170E+00 , 
   6.49000 ,     0.305614297516179E+00 ,    -0.397482269977064E+00 ,     0.344674972419924E+00 , 
   6.51000 ,     0.277703605385189E+00 ,    -0.400786529490963E+00 ,     0.342447052527907E+00 , 
   6.53000 ,     0.246926868294212E+00 ,    -0.403098002907785E+00 ,     0.339179338241150E+00 , 
   6.55000 ,     0.214225013953606E+00 ,    -0.404607702494876E+00 ,     0.334879249095811E+00 , 
   6.57000 ,     0.180521740341420E+00 ,    -0.405514294247705E+00 ,     0.329561144179409E+00 , 
   6.59000 ,     0.146700323662208E+00 ,    -0.406018741460044E+00 ,     0.323246774389097E+00 , 
   6.61000 ,     0.113582554969480E+00 ,    -0.406318961784483E+00 ,     0.315965595523607E+00 , 
   6.63000 ,     0.819103888752365E-01 ,    -0.406604647468857E+00 ,     0.307754942995163E+00 , 
   6.65000 ,     0.523297877091373E-01 ,    -0.407052407201127E+00 ,     0.298659771112226E+00 , 
   6.67000 ,     0.253814467694533E-01 ,    -0.407821285719973E+00 ,     0.288733335928714E+00 , 
   6.69000 ,     0.148810914813784E-02 ,    -0.409048939089141E+00 ,     0.278035532343711E+00 , 
   6.71000 ,    -0.190475735222140E-01 ,    -0.410848374499706E+00 ,     0.266633110624720E+00 , 
   6.73000 ,    -0.360449913755862E-01 ,    -0.413305457227358E+00 ,     0.254598715732309E+00 , 
   6.75000 ,    -0.494433597553362E-01 ,    -0.416477194991997E+00 ,     0.242009930896927E+00 , 
   6.77000 ,    -0.592961739867857E-01 ,    -0.420390836967897E+00 ,     0.228948169392292E+00 , 
   6.79000 ,    -0.657626352561391E-01 ,    -0.425043794989991E+00 ,     0.215497433839994E+00 , 
   6.81000 ,    -0.690964083224439E-01 ,    -0.430404370652438E+00 ,     0.201742972109650E+00 , 
   6.83000 ,    -0.696321346331644E-01 ,    -0.436413249476239E+00 ,     0.187769863042512E+00 , 
   6.85000 ,    -0.677701735726549E-01 ,    -0.442985702480706E+00 ,     0.173661568438625E+00 , 
   6.87000 ,    -0.639600790551194E-01 ,    -0.450014416902572E+00 ,     0.159498489892263E+00 , 
   6.89000 ,    -0.586833349978354E-01 ,    -0.457372865697544E+00 ,     0.145356563000118E+00 , 
   6.91000 ,    -0.524358971968411E-01 ,    -0.464919086640049E+00 ,     0.131305970698709E+00 , 
   6.93000 ,    -0.457110190047312E-01 ,    -0.472499810660724E+00 ,     0.117409907599739E+00 , 
   6.95000 ,    -0.389829083654277E-01 ,    -0.479954743801065E+00 ,     0.103723572249373E+00 , 
   6.97000 ,    -0.326916324562755E-01 ,    -0.487120934156321E+00 ,     0.902933127062510E-01 , 
   6.99000 ,    -0.272296891524558E-01 ,    -0.493837079976665E+00 ,     0.771559948257856E-01 , 
   7.01000 ,    -0.229305869303744E-01 ,    -0.499947665749612E+00 ,     0.643386074158455E-01 , 
   7.03000 ,    -0.200597085064102E-01 ,    -0.505306817928359E+00 ,     0.518581191404537E-01 , 
   7.05000 ,    -0.188076589433696E-01 ,    -0.509781783329085E+00 ,     0.397215951272458E-01 , 
   7.07000 ,    -0.192862207226458E-01 ,    -0.513255947066539E+00 ,     0.279265739647743E-01 , 
   7.09000 ,    -0.215269586820217E-01 ,    -0.515631322746768E+00 ,     0.164616983708829E-01 , 
   7.11000 ,    -0.254824414337373E-01 ,    -0.516830465251860E+00 ,     0.530757998923294E-02 , 
   7.13000 ,    -0.310299543617239E-01 ,    -0.516797771988291E+00 ,    -0.556208958764297E-02 , 
   7.15000 ,    -0.379777323219841E-01 ,    -0.515500121499842E+00 ,    -0.161795391875407E-01 , 
   7.17000 ,    -0.460723880056319E-01 ,    -0.512927083871504E+00 ,    -0.265804713190522E-01 , 
   7.19000 ,    -0.550097809330675E-01 ,    -0.509090213121742E+00 ,    -0.368039859011873E-01 , 
   7.21000 ,    -0.644457435714684E-01 ,    -0.504022043665315E+00 ,    -0.468899741733840E-01 , 
   7.23000 ,    -0.740085954864676E-01 ,    -0.497774489664535E+00 ,    -0.568776834179660E-01 , 
   7.25000 ,    -0.833121840799077E-01 ,    -0.490416818203311E+00 ,    -0.668040692564182E-01 , 
   7.27000 ,    -0.919691667240838E-01 ,    -0.482033263110016E+00 ,    -0.767022028479630E-01 , 
   7.29000 ,    -0.996041307406191E-01 ,    -0.472720361722994E+00 ,    -0.865997834355391E-01 , 
   7.31000 ,    -0.105866157778684E+00 ,    -0.462584102403969E+00 ,    -0.965177989452533E-01 , 
   7.33000 ,    -0.110440464049700E+00 ,    -0.451736972314680E+00 ,    -0.106469373621375E+00 , 
   7.35000 ,    -0.113058782821264E+00 ,    -0.440294993893339E+00 ,    -0.116458836817046E+00 , 
   7.37000 ,    -0.113508199332055E+00 ,    -0.428374834730990E+00 ,    -0.126481041193107E+00 , 
   7.39000 ,    -0.111638197880435E+00 ,    -0.416091063149664E+00 ,    -0.136520956886298E+00 , 
   7.41000 ,    -0.107365747212681E+00 ,    -0.403553656832667E+00 ,    -0.146553525683527E+00 , 
   7.43000 ,    -0.100678664600339E+00 ,    -0.390866342918899E+00 ,    -0.156543379052976E+00 , 
   7.45000 ,    -0.916350599119906E-01 ,    -0.378122275096942E+00 ,    -0.166447190343356E+00 , 
   7.47000 ,    -0.803639618738484E-01 ,    -0.365406144757898E+00 ,    -0.176211539756086E+00 , 
   7.49000 ,    -0.670608007842487E-01 ,    -0.352790623272049E+00 ,    -0.185775815256291E+00 , 
   7.51000 ,    -0.519823173453654E-01 ,    -0.340336179228685E+00 ,    -0.195072996599861E+00 , 
   7.53000 ,    -0.354394950917570E-01 ,    -0.328090747300337E+00 ,    -0.204031077150598E+00 , 
   7.55000 ,    -0.177889250858335E-01 ,    -0.316089743253569E+00 ,    -0.212574678642248E+00 , 
   7.57000 ,     0.577097602496314E-03 ,    -0.304356436014141E+00 ,    -0.220626787075071E+00 , 
   7.59000 ,     0.192414510444687E-01 ,    -0.292902633302307E+00 ,    -0.228110568659502E+00 , 
   7.61000 ,     0.377737147992210E-01 ,    -0.281729635636144E+00 ,    -0.234951217390846E+00 , 
   7.63000 ,     0.557420138401770E-01 ,    -0.270829407313329E+00 ,    -0.241077784769326E+00 , 
   7.65000 ,     0.727248389823545E-01 ,    -0.260185908833175E+00 ,    -0.246424942479665E+00 , 
   7.67000 ,     0.883225108884666E-01 ,    -0.249776533175510E+00 ,    -0.250934630506961E+00 , 
   7.69000 ,     0.102167976555232E+00 ,    -0.239573583348135E+00 ,    -0.254557547728226E+00 , 
   7.71000 ,     0.113936854981769E+00 ,    -0.229545532289439E+00 ,    -0.257254486935283E+00 , 
   7.73000 ,     0.123355014666622E+00 ,    -0.219659343419601E+00 ,    -0.258997169199305E+00 , 
   7.75000 ,     0.130207357530795E+00 ,    -0.209880379735836E+00 ,    -0.259769409564534E+00 , 
   7.77000 ,     0.134342159358672E+00 ,    -0.200174524687005E+00 ,    -0.259567349061482E+00 , 
   7.79000 ,     0.135675138282715E+00 ,    -0.190508899676044E+00 ,    -0.258399739990583E+00 , 
   7.81000 ,     0.134191341686574E+00 ,    -0.180852669892456E+00 ,    -0.256287847909864E+00 , 
   7.83000 ,     0.129945180189423E+00 ,    -0.171177614962525E+00 ,    -0.253265054074270E+00 , 
   7.85000 ,     0.123058608839511E+00 ,    -0.161458490744860E+00 ,    -0.249376165498250E+00 , 
   7.87000 ,     0.113717533162542E+00 ,    -0.151673183432762E+00 ,    -0.244676451565035E+00 , 
   7.89000 ,     0.102166560794902E+00 ,    -0.141802670608070E+00 ,    -0.239230432782241E+00 , 
   7.91000 ,     0.887022623608194E-01 ,    -0.131830811563271E+00 ,    -0.233110453866093E+00 , 
   7.93000 ,     0.736651428544581E-01 ,    -0.121743995719608E+00 ,    -0.226395079015533E+00 , 
   7.95000 ,     0.574305561469469E-01 ,    -0.111530683102326E+00 ,    -0.219167351858083E+00 , 
   7.97000 ,     0.403988109871965E-01 ,    -0.101180869216543E+00 ,    -0.211512962067897E+00 , 
   7.99000 ,     0.229847942227285E-01 ,    -0.906855450143528E-01 ,    -0.203518390108970E+00 , 
   8.01000 ,     0.560767857108481E-02 ,    -0.800363714315285E-01 ,    -0.195269221394562E+00 , 
   8.03000 ,    -0.113217225481167E-01 ,    -0.692239077939306E-01 ,    -0.186847352389416E+00 , 
   8.05000 ,    -0.274074962775757E-01 ,    -0.582394938442035E-01 ,    -0.178331081133692E+00 , 
   8.07000 ,    -0.422812802089940E-01 ,    -0.470731599836760E-01 ,    -0.169792164607273E+00 , 
   8.09000 ,    -0.556103358552702E-01 ,    -0.357139422493003E-01 ,    -0.161294818876295E+00 , 
   8.11000 ,    -0.671053415756689E-01 ,    -0.241499028851594E-01 ,    -0.152894590758437E+00 , 
   8.13000 ,    -0.765270307474149E-01 ,    -0.123682631657360E-01 ,    -0.144637433739918E+00 , 
   8.15000 ,    -0.836914091660349E-01 ,    -0.355740916746321E-03 ,    -0.136559077100112E+00 , 
   8.17000 ,    -0.884735069142289E-01 ,     0.119009821358044E-01 ,    -0.128684651946575E+00 , 
   8.19000 ,    -0.908095371800730E-01 ,     0.244145805961524E-01 ,    -0.121028644465689E+00 , 
   8.21000 ,    -0.906975072635682E-01 ,     0.371963341882463E-01 ,    -0.113595093395997E+00 , 
   8.23000 ,    -0.881964158244809E-01 ,     0.502546094682684E-01 ,    -0.106378424167216E+00 , 
   8.25000 ,    -0.834228885288549E-01 ,     0.635970720496709E-01 ,    -0.993624916066398E-01 , 
   8.27000 ,    -0.765490156192668E-01 ,     0.772233968052045E-01 ,    -0.925249602693737E-01 , 
   8.29000 ,    -0.677954072735256E-01 ,     0.911305919324995E-01 ,    -0.858350950029078E-01 , 
   8.31000 ,    -0.574257283424962E-01 ,     0.105308938170071E+00 ,    -0.792568060826733E-01 , 
   8.33000 ,    -0.457392452262753E-01 ,     0.119741784086093E+00 ,    -0.727497957974355E-01 , 
   8.35000 ,    -0.330627707327490E-01 ,     0.134404886950870E+00 ,    -0.662711133224072E-01 , 
   8.37000 ,    -0.197421408326270E-01 ,     0.149265855538785E+00 ,    -0.597767844782584E-01 , 
   8.39000 ,    -0.613333216544493E-02 ,     0.164283872414508E+00 ,    -0.532234066135828E-01 , 
   8.41000 ,     0.740646455781201E-02 ,     0.179409614766185E+00 ,    -0.465697133035463E-01 , 
   8.43001 ,     0.205276182126129E-01 ,     0.194585428973358E+00 ,    -0.397780505151550E-01 , 
   8.45001 ,     0.328964962392947E-01 ,     0.209745808801049E+00 ,    -0.328157077930356E-01 , 
   8.47001 ,     0.442032706010396E-01 ,     0.224818065882381E+00 ,    -0.256561204450946E-01 , 
   8.49001 ,     0.541690419859910E-01 ,     0.239723337746281E+00 ,    -0.182798447795186E-01 , 
   8.51001 ,     0.625520218153971E-01 ,     0.254377796349560E+00 ,    -0.106753366156086E-01 , 
   8.53001 ,     0.691527054571433E-01 ,     0.268694121429389E+00 ,    -0.283947185296777E-02 , 
   8.55001 ,     0.738178682435353E-01 ,     0.282583088151709E+00 ,     0.522214139758180E-02 , 
   8.57001 ,     0.764433989698692E-01 ,     0.295955375012375E+00 ,     0.134951393347354E-01 , 
   8.59001 ,     0.769758679243270E-01 ,     0.308723434498049E+00 ,     0.219566080655842E-01 , 
   8.61001 ,     0.754128518544337E-01 ,     0.320803412903355E+00 ,     0.305755268460178E-01 , 
   8.63001 ,     0.718020296889680E-01 ,     0.332117092072976E+00 ,     0.393134550897644E-01 , 
   8.65001 ,     0.662391180232757E-01 ,     0.342593706305782E+00 ,     0.481253762260866E-01 , 
   8.67001 ,     0.588647122742577E-01 ,     0.352171698623173E+00 ,     0.569607574236672E-01 , 
   8.69001 ,     0.498601532877435E-01 ,     0.360800265989775E+00 ,     0.657647246674215E-01 , 
   8.71001 ,     0.394430391570843E-01 ,     0.368440365532333E+00 ,     0.744789593889165E-01 , 
   8.73001 ,     0.278589234204750E-01 ,     0.375067439580835E+00 ,     0.830450850857495E-01 , 
   8.75001 ,     0.153802810659871E-01 ,     0.380668788964555E+00 ,     0.914019650774365E-01 , 
   8.77001 ,     0.229461225095259E-02 ,     0.385247363388203E+00 ,     0.994911870120211E-01 , 
   8.79001 ,    -0.110998067206922E-01 ,     0.388820109508486E+00 ,     0.107256338331879E+00 , 
   8.81001 ,    -0.245014097065121E-01 ,     0.391417990834191E+00 ,     0.114644683722746E+00 , 
   8.83001 ,    -0.376121277553655E-01 ,     0.393085282168805E+00 ,     0.121608277647202E+00 , 
   8.85001 ,    -0.501439808256410E-01 ,     0.393878525439230E+00 ,     0.128104971550538E+00 , 
   8.87002 ,    -0.618252244455072E-01 ,     0.393865142188898E+00 ,     0.134099229684329E+00 , 
   8.89002 ,    -0.724059968078896E-01 ,     0.393121747055277E+00 ,     0.139562775468503E+00 , 
   8.91002 ,    -0.816632615154650E-01 ,     0.391732204322218E+00 ,     0.144475006552772E+00 , 
   8.93002 ,    -0.894054003082444E-01 ,     0.389785374295310E+00 ,     0.148823424052227E+00 , 
   8.95002 ,    -0.954739915162902E-01 ,     0.387373336729824E+00 ,     0.152602677585584E+00 , 
   8.97002 ,    -0.997496699382208E-01 ,     0.384587967643821E+00 ,     0.155816301383997E+00 , 
   8.99002 ,    -0.102150526732511E+00 ,     0.381519576351789E+00 ,     0.158474401514393E+00 , 
   9.01002 ,    -0.102634531632382E+00 ,     0.378254043574496E+00 ,     0.160594042658686E+00 , 
   9.03002 ,    -0.101199123919626E+00 ,     0.374870689574617E+00 ,     0.162198333299690E+00 , 
   9.05002 ,    -0.978802776135768E-01 ,     0.371440229895413E+00 ,     0.163315559892067E+00 , 
   9.07002 ,    -0.927507666925022E-01 ,     0.368022964972225E+00 ,     0.163978217974156E+00 , 
   9.09002 ,    -0.859177230089676E-01 ,     0.364667284631591E+00 ,     0.164221961114631E+00 , 
   9.11002 ,    -0.775195350428378E-01 ,     0.361408498739260E+00 ,     0.164084510718573E+00 , 
   9.13002 ,    -0.677222026720723E-01 ,     0.358268055854004E+00 ,     0.163604550273315E+00 , 
   9.15002 ,    -0.567152465089383E-01 ,     0.355253166318118E+00 ,     0.162820640441525E+00 , 
   9.17002 ,    -0.447072453334091E-01 ,     0.352356836159939E+00 ,     0.161770182502830E+00 , 
   9.19002 ,    -0.319211952886601E-01 ,     0.349558335649881E+00 ,     0.160488465074427E+00 , 
   9.21002 ,    -0.185896900084962E-01 ,     0.346824061452627E+00 ,     0.159007811858097E+00 , 
   9.23002 ,    -0.495011741276646E-02 ,     0.344108793470035E+00 ,     0.157356858850398E+00 , 
   9.25002 ,     0.876009710626043E-02 ,     0.341357294515678E+00 ,     0.155559971577413E+00 , 
   9.27002 ,     0.223079968653257E-01 ,     0.338506229515257E+00 ,     0.153636828352312E+00 , 
   9.29002 ,     0.354693986894643E-01 ,     0.335486322740053E+00 ,     0.151602161086028E+00 , 
   9.31003 ,     0.480328163149872E-01 ,     0.332224711116282E+00 ,     0.149465668847157E+00 , 
   9.33003 ,     0.598029711452988E-01 ,     0.328647419132774E+00 ,     0.147232098379893E+00 , 
   9.35003 ,     0.706038638076589E-01 ,     0.324681873397103E+00 ,     0.144901478499426E+00 , 
   9.37003 ,     0.802812775474355E-01 ,     0.320259409868080E+00 ,     0.142469513531630E+00 , 
   9.39003 ,     0.887048029118497E-01 ,     0.315317664285880E+00 ,     0.139928097566699E+00 , 
   9.41003 ,     0.957695802534705E-01 ,     0.309802524386202E+00 ,     0.137265817102530E+00 , 
   9.43003 ,     0.101395677182355E+00 ,     0.303671503991324E+00 ,     0.134469321080940E+00 , 
   9.45003 ,     0.105531459327005E+00 ,     0.296892659236291E+00 ,     0.131522806067899E+00 , 
   9.47003 ,     0.108150366582367E+00 ,     0.289448712077660E+00 ,     0.128410144915868E+00 , 
   9.49003 ,     0.109251748366350E+00 ,     0.281336607641804E+00 ,     0.125115070690241E+00 , 
   9.51003 ,     0.108859412848573E+00 ,     0.272568326578835E+00 ,     0.121622131810236E+00 , 
   9.53003 ,     0.107020065791445E+00 ,     0.263170955158759E+00 ,     0.117917467097478E+00 , 
   9.55003 ,     0.103801391530899E+00 ,     0.253186353211377E+00 ,     0.113989534103202E+00 , 
   9.57003 ,     0.992898296819935E-01 ,     0.242670339468526E+00 ,     0.109829734299452E+00 , 
   9.59003 ,     0.935881128679778E-01 ,     0.231691485035589E+00 ,     0.105432944841647E+00 , 
   9.61003 ,     0.868126104848676E-01 ,     0.220329488414027E+00 ,     0.100797918286452E+00 , 
   9.63003 ,     0.790905862532121E-01 ,     0.208673263164474E+00 ,     0.959275742606470E-01 , 
   9.65003 ,     0.705573751301700E-01 ,     0.196818682310350E+00 ,     0.908291323530610E-01 , 
   9.67003 ,     0.613535866928711E-01 ,     0.184866130077709E+00 ,     0.855141191912837E-01 , 
   9.69003 ,     0.516223485019344E-01 ,     0.172917862054675E+00 ,     0.799982225156027E-01 , 
   9.71003 ,     0.415067155949908E-01 ,     0.161075343376304E+00 ,     0.743010406690140E-01 , 
   9.73003 ,     0.311472023412697E-01 ,     0.149436522269534E+00 ,     0.684456844064292E-01 , 
   9.75004 ,     0.206795479131262E-01 ,     0.138093206233160E+00 ,     0.624582843086984E-01 , 
   9.77004 ,     0.102327298843594E-01 ,     0.127128586167824E+00 ,     0.563674078989936E-01 , 
   9.79004 ,    -0.727714292090478E-04 ,     0.116614953728884E+00 ,     0.502033900068303E-01 , 
   9.81004 ,    -0.101263572704219E-01 ,     0.106611759457938E+00 ,     0.439976434312227E-01 , 
   9.83004 ,    -0.198284333462475E-01 ,     0.971639596789290E-01 ,     0.377819113749439E-01 , 
   9.85004 ,    -0.290911809473375E-01 ,     0.883007874477957E-01 ,     0.315875333139265E-01 , 
   9.87004 ,    -0.378390352323807E-01 ,     0.800349253367712E-01 ,     0.254447103326587E-01 , 
   9.89004 ,    -0.460084303956796E-01 ,     0.723625269898700E-01 ,     0.193821269461292E-01 , 
   9.91004 ,    -0.535495331055237E-01 ,     0.652615565280518E-01 ,     0.134248881308409E-01 , 
   9.93004 ,    -0.604220718578812E-01 ,     0.586958751724943E-01 ,     0.759683514326365E-02 , 
   9.95004 ,    -0.665983857767160E-01 ,     0.526127645735721E-01 ,     0.191724176303766E-02 , 
   9.97004 ,    -0.720606662573834E-01 ,     0.469461186124965E-01 ,    -0.359811234183994E-02 , 
   9.99004 ,    -0.768002252253521E-01 ,     0.416179463951495E-01 ,    -0.893743857193923E-02 , 
  10.01004 ,    -0.808161056232399E-01 ,     0.365407644275262E-01 ,    -0.140928206684768E-01 , 
  10.03004 ,    -0.841143261697934E-01 ,     0.316193378859165E-01 ,    -0.190609239887010E-01 , 
  10.05004 ,    -0.867059529711316E-01 ,     0.267538378846612E-01 ,    -0.238423378626309E-01 , 
  10.07004 ,    -0.886054936302024E-01 ,     0.218432601201107E-01 ,    -0.284407150784704E-01 , 
  10.09004 ,    -0.898302786275704E-01 ,     0.167867023390839E-01 ,    -0.328639318623683E-01 , 
  10.11004 ,    -0.903984628298186E-01 ,     0.114880829698701E-01 ,    -0.371218980815546E-01 , 
  10.13004 ,    -0.903283323715048E-01 ,     0.585685099645207E-02 ,    -0.412277819818118E-01 , 
  10.15004 ,    -0.896370555879649E-01 ,    -0.187315577506600E-03 ,    -0.451957213478648E-01 , 
  10.17004 ,    -0.883398373509878E-01 ,    -0.671443137675194E-02 ,    -0.490418261995907E-01 , 
  10.19005 ,    -0.864484029048284E-01 ,    -0.137837514348324E-01 ,    -0.527839572907890E-01 , 
  10.21005 ,    -0.839745638402844E-01 ,    -0.214290292932896E-01 ,    -0.564345274768859E-01 , 
  10.23005 ,    -0.809241710745402E-01 ,    -0.296787740089105E-01 ,    -0.600111220535701E-01 , 
  10.25005 ,    -0.773015098198709E-01 ,    -0.385395189177630E-01 ,    -0.635274714008011E-01 , 
  10.27005 ,    -0.731077392403242E-01 ,    -0.480019487575881E-01 ,    -0.669961313536073E-01 , 
  10.29005 ,    -0.683428744764735E-01 ,    -0.580377176618320E-01 ,    -0.704266937087341E-01 , 
  10.31005 ,    -0.630052409583251E-01 ,    -0.686032633769278E-01 ,    -0.738266038861828E-01 , 
  10.33005 ,    -0.570938272060207E-01 ,    -0.796380887233841E-01 ,    -0.771999064925676E-01 , 
  10.35005 ,    -0.506092399259733E-01 ,    -0.910670368846840E-01 ,    -0.805473903333479E-01 , 
  10.37005 ,    -0.435539215883336E-01 ,    -0.102804118344017E+00 ,    -0.838670708429993E-01 , 
  10.39005 ,    -0.359358766083226E-01 ,    -0.114750791877334E+00 ,    -0.871530951096575E-01 , 
  10.41005 ,    -0.277676129201494E-01 ,    -0.126802679486605E+00 ,    -0.903970957550351E-01 , 
  10.43005 ,    -0.190705902334058E-01 ,    -0.138847639108047E+00 ,    -0.935871695927935E-01 , 
  10.45005 ,    -0.987346995240931E-02 ,    -0.150773221382748E+00 ,    -0.967094692139290E-01 , 
  10.47005 ,    -0.216944248553601E-03 ,    -0.162464650810952E+00 ,    -0.997473210794117E-01 , 
  10.49005 ,     0.984870318740281E-02 ,    -0.173812265043439E+00 ,    -0.102682910961872E+00 , 
  10.51005 ,     0.202590039377822E-01 ,    -0.184709745722630E+00 ,    -0.105496634429693E+00 , 
  10.53005 ,     0.309383519099516E-01 ,    -0.195060783577837E+00 ,    -0.108168713410148E+00 , 
  10.55005 ,     0.417957245977725E-01 ,    -0.204777233781818E+00 ,    -0.110678684138619E+00 , 
  10.57005 ,     0.527288663676103E-01 ,    -0.213785110701376E+00 ,    -0.113006981493001E+00 , 
  10.59005 ,     0.636206243989877E-01 ,    -0.222022534597311E+00 ,    -0.115134511225370E+00 , 
  10.61005 ,     0.743438214884637E-01 ,    -0.229444313529950E+00 ,    -0.117043996236059E+00 , 
  10.63006 ,     0.847637947143800E-01 ,    -0.236022929340746E+00 ,    -0.118720430936926E+00 , 
  10.65006 ,     0.947221022886746E-01 ,    -0.241738266383248E+00 ,    -0.120148741311993E+00 , 
  10.67006 ,     0.104069863742950E+00 ,    -0.246597039103458E+00 ,    -0.121319030080886E+00 , 
  10.69006 ,     0.112646856102686E+00 ,    -0.250617578077137E+00 ,    -0.122223021030357E+00 , 
  10.71006 ,     0.120293076729452E+00 ,    -0.253834274622034E+00 ,    -0.122855501644427E+00 , 
  10.73006 ,     0.126848661521452E+00 ,    -0.256294834113124E+00 ,    -0.123214009341756E+00 , 
  10.75006 ,     0.132160075386685E+00 ,    -0.258059948968944E+00 ,    -0.123299009851043E+00 , 
  10.77006 ,     0.136081248171517E+00 ,    -0.259200548291857E+00 ,    -0.123113625851557E+00 , 
  10.79006 ,     0.138479264006942E+00 ,    -0.259796442370640E+00 ,    -0.122663448371850E+00 , 
  10.81006 ,     0.139236507192304E+00 ,    -0.259933619752502E+00 ,    -0.121956305339039E+00 , 
  10.83006 ,     0.138255067452818E+00 ,    -0.259702134762629E+00 ,    -0.121001742472103E+00 , 
  10.85006 ,     0.135459684053931E+00 ,    -0.259193609779579E+00 ,    -0.119810829119944E+00 , 
  10.87006 ,     0.130801316553669E+00 ,    -0.258498921622437E+00 ,    -0.118395672087149E+00 , 
  10.89006 ,     0.124258762738513E+00 ,    -0.257705722865277E+00 ,    -0.116768706522206E+00 , 
  10.91006 ,     0.115842598239550E+00 ,    -0.256896499489345E+00 ,    -0.114942729818128E+00 , 
  10.93006 ,     0.105594425413275E+00 ,    -0.256146307153473E+00 ,    -0.112929862765645E+00 , 
  10.95006 ,     0.935911554096056E-01 ,    -0.255521309935124E+00 ,    -0.110741834975374E+00 , 
  10.97006 ,     0.799413950740641E-01 ,    -0.255077028363052E+00 ,    -0.108388835115532E+00 , 
  10.99006 ,     0.647895077562977E-01 ,    -0.254857406024998E+00 ,    -0.105880011965588E+00 , 
  11.01006 ,     0.483098890134896E-01 ,    -0.254893829382700E+00 ,    -0.103222426466268E+00 , 
  11.03006 ,     0.307100636780647E-01 ,    -0.255204710803758E+00 ,    -0.100421709270023E+00 , 
  11.05007 ,     0.122134297008522E-01 ,    -0.255795727733288E+00 ,    -0.974796223086364E-01 , 
  11.07007 ,    -0.690288578340165E-02 ,    -0.256658693421369E+00 ,    -0.944006062687046E-01 , 
  11.09007 ,    -0.263673410338414E-01 ,    -0.257773768331096E+00 ,    -0.911831045881900E-01 , 
  11.11007 ,    -0.458867327132029E-01 ,    -0.259109528875981E+00 ,    -0.878247531702507E-01 , 
  11.13007 ,    -0.651535235634561E-01 ,    -0.260623901294022E+00 ,    -0.843223341612382E-01 , 
  11.15007 ,    -0.838585793586713E-01 ,    -0.262265985408254E+00 ,    -0.806708435518281E-01 , 
  11.17007 ,    -0.101689829766533E+00 ,    -0.263977014186082E+00 ,    -0.768651972552844E-01 , 
  11.19007 ,    -0.118345673496255E+00 ,    -0.265692659098674E+00 ,    -0.728992035234924E-01 , 
  11.21007 ,    -0.133534064344968E+00 ,    -0.267344119975000E+00 ,    -0.687675379937766E-01 , 
  11.23007 ,    -0.146985106111994E+00 ,    -0.268860588019474E+00 ,    -0.644646480595000E-01 , 
  11.25007 ,    -0.158451135128063E+00 ,    -0.270170422078619E+00 ,    -0.599867929653969E-01 , 
