  Q (1/Ang),       Ga-Ga,       Ga-P ,       Ga-O ,       P-P  ,       P-O  ,       O-O  
 29.5400000,  -0.0466791,  -0.0366539,  -0.0023922,  -0.0185894,   0.0632384,  -0.0077787
 29.5600000,  -0.0506876,  -0.0395701,  -0.0032790,  -0.0137884,   0.0625369,  -0.0077620
 29.5800000,  -0.0537476,  -0.0419161,  -0.0043067,  -0.0084746,   0.0618109,  -0.0076561
 29.6000000,  -0.0557721,  -0.0436983,  -0.0054618,  -0.0027156,   0.0610671,  -0.0074605
 29.6200000,  -0.0566986,  -0.0449321,  -0.0067283,   0.0034059,   0.0603125,  -0.0071774
 29.6400000,  -0.0564902,  -0.0456411,  -0.0080883,   0.0097947,   0.0595538,  -0.0068113
 29.6600000,  -0.0551370,  -0.0458563,  -0.0095222,   0.0163445,   0.0587979,  -0.0063695
 29.6800000,  -0.0526562,  -0.0456150,  -0.0110100,   0.0229401,   0.0580517,  -0.0058613
 29.7000000,  -0.0490918,  -0.0449602,  -0.0125312,   0.0294606,   0.0573217,  -0.0052984
 29.7200000,  -0.0445133,  -0.0439387,  -0.0140655,   0.0357813,   0.0566146,  -0.0046938
 29.7400000,  -0.0390144,  -0.0426009,  -0.0155934,   0.0417775,   0.0559366,  -0.0040621
 29.7600000,  -0.0327105,  -0.0409990,  -0.0170965,   0.0473270,   0.0552937,  -0.0034187
 29.7800000,  -0.0257357,  -0.0391863,  -0.0185582,   0.0523132,   0.0546912,  -0.0027793
 29.8000000,  -0.0182397,  -0.0372162,  -0.0199636,   0.0566282,   0.0541342,  -0.0021597
 29.8200000,  -0.0103842,  -0.0351410,  -0.0213003,   0.0601754,   0.0536268,  -0.0015750
 29.8400000,  -0.0023387,  -0.0330109,  -0.0225581,   0.0628718,   0.0531724,  -0.0010394
 29.8600000,   0.0057232,  -0.0308736,  -0.0237295,   0.0646507,   0.0527734,  -0.0005655
 29.8800000,   0.0136286,  -0.0287733,  -0.0248095,   0.0654628,   0.0524311,  -0.0001642
 29.9000000,   0.0212088,  -0.0267501,  -0.0257955,   0.0652784,   0.0521455,   0.0001559
 29.9200000,   0.0283039,  -0.0248394,  -0.0266878,   0.0640874,   0.0519155,   0.0003886
 29.9400000,   0.0347662,  -0.0230715,  -0.0274884,   0.0619006,   0.0517383,   0.0005306
 29.9600000,   0.0404637,  -0.0214714,  -0.0282016,   0.0587490,   0.0516099,   0.0005812
 29.9800000,   0.0452833,  -0.0200586,  -0.0288335,   0.0546835,   0.0515245,   0.0005428
 30.0000000,   0.0491332,  -0.0188467,  -0.0293915,   0.0497736,   0.0514749,   0.0004205
 30.0200000,   0.0519448,  -0.0178435,  -0.0298838,   0.0441063,   0.0514524,   0.0002221
 30.0400000,   0.0536744,  -0.0170513,  -0.0303195,   0.0377835,   0.0514467,  -0.0000420
 30.0600000,   0.0543036,  -0.0164668,  -0.0307080,   0.0309203,   0.0514463,  -0.0003592
 30.0800000,   0.0538395,  -0.0160813,  -0.0310583,   0.0236417,   0.0514382,  -0.0007151
 30.1000000,   0.0523146,  -0.0158811,  -0.0313790,   0.0160805,   0.0514085,  -0.0010937
 30.1200000,   0.0497852,  -0.0158481,  -0.0316780,   0.0083734,   0.0513423,  -0.0014782
 30.1400000,   0.0463297,  -0.0159597,  -0.0319619,   0.0006585,   0.0512241,  -0.0018513
 30.1600000,   0.0420467,  -0.0161897,  -0.0322361,  -0.0069283,   0.0510380,  -0.0021955
 30.1800000,   0.0370521,  -0.0165090,  -0.0325042,  -0.0142559,   0.0507680,  -0.0024942
 30.2000000,   0.0314762,  -0.0168855,  -0.0327683,  -0.0212013,   0.0503983,  -0.0027316
 30.2200000,   0.0254599,  -0.0172853,  -0.0330286,  -0.0276523,   0.0499138,  -0.0028937
 30.2400000,   0.0191513,  -0.0176733,  -0.0332835,  -0.0335094,   0.0493001,  -0.0029683
 30.2600000,   0.0127024,  -0.0180135,  -0.0335299,  -0.0386884,   0.0485441,  -0.0029458
 30.2800000,   0.0062644,  -0.0182699,  -0.0337627,  -0.0431216,   0.0476343,  -0.0028191
 30.3000000,  -0.0000152,  -0.0184074,  -0.0339757,  -0.0467591,   0.0465611,  -0.0025844
 30.3200000,  -0.0059966,  -0.0183922,  -0.0341613,  -0.0495695,   0.0453169,  -0.0022407
 30.3400000,  -0.0115505,  -0.0181922,  -0.0343109,  -0.0515401,   0.0438967,  -0.0017906
 30.3600000,  -0.0165619,  -0.0177785,  -0.0344156,  -0.0526764,   0.0422981,  -0.0012398
 30.3800000,  -0.0209317,  -0.0171251,  -0.0344656,  -0.0530016,   0.0405215,  -0.0005968
 30.4000000,  -0.0245796,  -0.0162099,  -0.0344514,  -0.0525553,   0.0385701,   0.0001264
 30.4200000,  -0.0274451,  -0.0150156,  -0.0343640,  -0.0513918,   0.0364503,   0.0009157
 30.4400000,  -0.0294891,  -0.0135293,  -0.0341946,  -0.0495784,   0.0341714,   0.0017544
 30.4600000,  -0.0306938,  -0.0117437,  -0.0339358,  -0.0471927,   0.0317455,   0.0026241
 30.4800000,  -0.0310633,  -0.0096572,  -0.0335811,  -0.0443205,   0.0291874,   0.0035051
 30.5000000,  -0.0306225,  -0.0072739,  -0.0331257,  -0.0410532,   0.0265148,   0.0043768
 30.5200000,  -0.0294162,  -0.0046039,  -0.0325663,  -0.0374846,   0.0237473,   0.0052185
 30.5400000,  -0.0275073,  -0.0016638,  -0.0319017,  -0.0337090,   0.0209066,   0.0060096
 30.5600000,  -0.0249751,   0.0015242,  -0.0311323,  -0.0298179,   0.0180159,   0.0067307
 30.5800000,  -0.0219124,   0.0049318,  -0.0302606,  -0.0258976,   0.0150998,   0.0073638
 30.6000000,  -0.0184232,   0.0085251,  -0.0292911,  -0.0220275,   0.0121832,   0.0078928
 30.6200000,  -0.0146194,   0.0122651,  -0.0282300,  -0.0182776,   0.0092914,   0.0083041
 30.6400000,  -0.0106179,   0.0161079,  -0.0270853,  -0.0147071,   0.0064492,   0.0085871
 30.6600000,  -0.0065374,   0.0200059,  -0.0258665,  -0.0113633,   0.0036806,   0.0087342
 30.6800000,  -0.0024952,   0.0239077,  -0.0245843,  -0.0082805,   0.0010082,   0.0087415
 30.7000000,   0.0013959,   0.0277598,  -0.0232505,  -0.0054798,  -0.0015473,   0.0086085
 30.7200000,   0.0050303,   0.0315068,  -0.0218775,  -0.0029693,  -0.0039675,   0.0083384
 30.7400000,   0.0083125,   0.0350927,  -0.0204782,  -0.0007443,  -0.0062369,   0.0079380
 30.7600000,   0.0111590,   0.0384620,  -0.0190654,   0.0012117,  -0.0083432,   0.0074176
 30.7800000,   0.0135006,   0.0415604,  -0.0176517,   0.0029257,  -0.0102775,   0.0067907
 30.8000000,   0.0152838,   0.0443363,  -0.0162489,   0.0044335,  -0.0120346,   0.0060736
 30.8200000,   0.0164717,   0.0467416,  -0.0148681,   0.0057781,  -0.0136131,   0.0052850
 30.8400000,   0.0170448,   0.0487325,  -0.0135188,   0.0070072,  -0.0150158,   0.0044456
 30.8600000,   0.0170011,   0.0502711,  -0.0122094,   0.0081714,  -0.0162491,   0.0035775
 30.8800000,   0.0163558,   0.0513257,  -0.0109464,   0.0093217,  -0.0173234,   0.0027036
 30.9000000,   0.0151401,   0.0518717,  -0.0097345,   0.0105069,  -0.0182527,   0.0018469
 30.9200000,   0.0134008,   0.0518926,  -0.0085763,   0.0117719,  -0.0190542,   0.0010299
 30.9400000,   0.0111980,   0.0513802,  -0.0074727,   0.0131553,  -0.0197482,   0.0002742
 30.9600000,   0.0086033,   0.0503350,  -0.0064224,   0.0146873,  -0.0203574,  -0.0004004
 30.9800000,   0.0056980,   0.0487665,  -0.0054223,   0.0163888,  -0.0209064,  -0.0009763
 31.0000000,   0.0025703,   0.0466932,  -0.0044676,   0.0182694,  -0.0214213,  -0.0014388
 31.0200000,  -0.0006870,   0.0441424,  -0.0035518,   0.0203268,  -0.0219291,  -0.0017761
 31.0400000,  -0.0039793,   0.0411499,  -0.0026670,   0.0225467,  -0.0224567,  -0.0019801
 31.0600000,  -0.0072125,   0.0377594,  -0.0018044,   0.0249021,  -0.0230306,  -0.0020464
 31.0800000,  -0.0102959,   0.0340218,  -0.0009543,   0.0273540,  -0.0236762,  -0.0019745
 31.1000000,  -0.0131443,   0.0299942,  -0.0001065,   0.0298524,  -0.0244170,  -0.0017677
 31.1200000,  -0.0156802,   0.0257392,   0.0007492,   0.0323372,  -0.0252740,  -0.0014334
 31.1400000,  -0.0178360,   0.0213233,   0.0016227,   0.0347399,  -0.0262656,  -0.0009826
 31.1600000,  -0.0195554,   0.0168160,   0.0025235,   0.0369857,  -0.0274062,  -0.0004297
 31.1800000,  -0.0207945,   0.0122881,   0.0034601,   0.0389955,  -0.0287066,   0.0002080
 31.2000000,  -0.0215233,   0.0078105,   0.0044398,   0.0406884,  -0.0301734,   0.0009104
 31.2200000,  -0.0217255,   0.0034527,   0.0054685,   0.0419843,  -0.0318086,   0.0016556
 31.2400000,  -0.0213994,  -0.0007188,   0.0065502,   0.0428066,  -0.0336096,   0.0024200
 31.2600000,  -0.0205571,  -0.0046415,   0.0076871,   0.0430846,  -0.0355692,   0.0031794
 31.2800000,  -0.0192240,  -0.0082586,   0.0088795,   0.0427563,  -0.0376757,   0.0039094
 31.3000000,  -0.0174380,  -0.0115202,   0.0101256,   0.0417708,  -0.0399128,   0.0045863
 31.3200000,  -0.0152482,  -0.0143840,   0.0114213,   0.0400901,  -0.0422603,   0.0051872
 31.3400000,  -0.0127131,  -0.0168167,   0.0127607,   0.0376911,  -0.0446942,   0.0056916
 31.3600000,  -0.0098992,  -0.0187943,   0.0141357,   0.0345674,  -0.0471874,   0.0060809
 31.3800000,  -0.0068788,  -0.0203029,   0.0155366,   0.0307297,  -0.0497099,   0.0063399
 31.4000000,  -0.0037278,  -0.0213389,   0.0169522,   0.0262067,  -0.0522299,   0.0064566
 31.4200000,  -0.0005240,  -0.0219091,   0.0183696,   0.0210453,  -0.0547142,   0.0064227
 31.4400000,   0.0026552,  -0.0220304,   0.0197753,   0.0153099,  -0.0571290,   0.0062342
 31.4600000,   0.0057350,  -0.0217294,   0.0211547,   0.0090817,  -0.0594406,   0.0058911
 31.4800000,   0.0086449,  -0.0210419,   0.0224931,   0.0024572,  -0.0616162,   0.0053975
 31.5000000,   0.0113207,  -0.0200121,   0.0237757,  -0.0044538,  -0.0636246,   0.0047620
 31.5200000,   0.0137058,  -0.0186912,   0.0249880,  -0.0115301,  -0.0654369,   0.0039969
 31.5400000,   0.0157527,  -0.0171365,   0.0261161,  -0.0186421,  -0.0670272,   0.0031182
 31.5600000,   0.0174238,  -0.0154097,   0.0271473,  -0.0256545,  -0.0683730,   0.0021453
 31.5800000,   0.0186925,  -0.0135758,   0.0280701,  -0.0324294,  -0.0694560,   0.0011001
 31.6000000,   0.0195431,  -0.0117013,   0.0288746,  -0.0388300,  -0.0702623,   0.0000070
 31.6200000,   0.0199712,  -0.0098526,   0.0295527,  -0.0447233,  -0.0707827,  -0.0011082
 31.6400000,   0.0199836,  -0.0080942,   0.0300985,  -0.0499839,  -0.0710132,  -0.0022187
 31.6600000,   0.0195975,  -0.0064875,   0.0305079,  -0.0544969,  -0.0709545,  -0.0032976
 31.6800000,   0.0188396,  -0.0050890,   0.0307793,  -0.0581610,  -0.0706125,  -0.0043185
 31.7000000,   0.0177455,  -0.0039491,   0.0309133,  -0.0608910,  -0.0699980,  -0.0052563
 31.7200000,   0.0163580,  -0.0031104,   0.0309127,  -0.0626205,  -0.0691264,  -0.0060876
 31.7400000,   0.0147258,  -0.0026074,   0.0307824,  -0.0633031,  -0.0680171,  -0.0067919
 31.7600000,   0.0129021,  -0.0024650,   0.0305294,  -0.0629145,  -0.0666936,  -0.0073515
 31.7800000,   0.0109427,  -0.0026978,   0.0301624,  -0.0614529,  -0.0651823,  -0.0077526
 31.8000000,   0.0089045,  -0.0033104,   0.0296919,  -0.0589394,  -0.0635123,  -0.0079850
 31.8200000,   0.0068439,  -0.0042965,   0.0291296,  -0.0554180,  -0.0617147,  -0.0080433
 31.8400000,   0.0048149,  -0.0056395,   0.0284884,  -0.0509544,  -0.0598217,  -0.0079263
 31.8600000,   0.0028680,  -0.0073128,   0.0277818,  -0.0456347,  -0.0578657,  -0.0076372
 31.8800000,   0.0010487,  -0.0092802,   0.0270239,  -0.0395640,  -0.0558792,  -0.0071841
 31.9000000,  -0.0006036,  -0.0114971,   0.0262289,  -0.0328632,  -0.0538933,  -0.0065792
 31.9200000,  -0.0020565,  -0.0139114,   0.0254110,  -0.0256669,  -0.0519376,  -0.0058385
 31.9400000,  -0.0032854,  -0.0164647,   0.0245836,  -0.0181201,  -0.0500390,  -0.0049821
 31.9600000,  -0.0042740,  -0.0190940,   0.0237597,  -0.0103747,  -0.0482219,  -0.0040329
 31.9800000,  -0.0050140,  -0.0217332,   0.0229513,  -0.0025860,  -0.0465068,  -0.0030165
 32.0000000,  -0.0055057,  -0.0243145,   0.0221689,   0.0050908,  -0.0449104,  -0.0019604
 32.0200000,  -0.0057570,  -0.0267702,   0.0214221,   0.0125045,  -0.0434455,  -0.0008932
 32.0400000,  -0.0057836,  -0.0290346,   0.0207187,   0.0195112,  -0.0421201,   0.0001557
 32.0600000,  -0.0056075,  -0.0310453,   0.0200651,   0.0259779,  -0.0409381,   0.0011576
 32.0800000,  -0.0052564,  -0.0327451,   0.0194658,   0.0317851,  -0.0398987,   0.0020844
 32.1000000,  -0.0047628,  -0.0340831,   0.0189241,   0.0368302,  -0.0389972,   0.0029100
 32.1200000,  -0.0041624,  -0.0350161,   0.0184414,   0.0410293,  -0.0382243,   0.0036106
 32.1400000,  -0.0034928,  -0.0355099,   0.0180177,   0.0443189,  -0.0375677,   0.0041656
 32.1600000,  -0.0027927,  -0.0355399,   0.0176515,   0.0466576,  -0.0370112,   0.0045576
 32.1800000,  -0.0021000,  -0.0350915,   0.0173403,   0.0480267,  -0.0365365,   0.0047737
 32.2000000,  -0.0014510,  -0.0341612,   0.0170802,   0.0484300,  -0.0361227,   0.0048051
 32.2200000,  -0.0008786,  -0.0327560,   0.0168667,   0.0478936,  -0.0357477,   0.0046477
 32.2400000,  -0.0004121,  -0.0308934,   0.0166943,   0.0464652,  -0.0353884,   0.0043021
 32.2600000,  -0.0000756,  -0.0286011,   0.0165571,   0.0442118,  -0.0350215,   0.0037737
 32.2800000,   0.0001125,  -0.0259163,   0.0164489,   0.0412184,  -0.0346245,   0.0030726
 32.3000000,   0.0001400,  -0.0228846,   0.0163633,   0.0375852,  -0.0341755,   0.0022132
 32.3200000,   0.0000012,  -0.0195590,   0.0162940,   0.0334247,  -0.0336549,   0.0012139
 32.3400000,  -0.0003030,  -0.0159984,   0.0162347,   0.0288588,  -0.0330448,   0.0000970
 32.3600000,  -0.0007648,  -0.0122666,   0.0161796,   0.0240153,  -0.0323305,  -0.0011124
 32.3800000,  -0.0013707,  -0.0084300,   0.0161232,   0.0190244,  -0.0314999,  -0.0023868
 32.4000000,  -0.0021012,  -0.0045566,   0.0160605,   0.0140156,  -0.0305448,  -0.0036967
 32.4200000,  -0.0029317,  -0.0007139,   0.0159868,   0.0091139,  -0.0294603,  -0.0050116
 32.4400000,  -0.0038337,   0.0030325,   0.0158982,   0.0044368,  -0.0282450,  -0.0063007
 32.4600000,  -0.0047753,   0.0066205,   0.0157911,   0.0000914,  -0.0269014,  -0.0075338
 32.4800000,  -0.0057229,   0.0099931,   0.0156626,  -0.0038286,  -0.0254352,  -0.0086816
 32.5000000,  -0.0066414,   0.0130999,   0.0155098,  -0.0072447,  -0.0238557,  -0.0097168
 32.5200000,  -0.0074963,   0.0158979,   0.0153306,  -0.0100957,  -0.0221747,  -0.0106146
 32.5400000,  -0.0082545,   0.0183527,   0.0151226,  -0.0123390,  -0.0204069,  -0.0113533
 32.5600000,  -0.0088852,   0.0204391,   0.0148839,  -0.0139511,  -0.0185687,  -0.0119149
 32.5800000,  -0.0093610,   0.0221418,   0.0146124,  -0.0149280,  -0.0166781,  -0.0122854
 32.6000000,  -0.0096593,   0.0234555,   0.0143060,  -0.0152849,  -0.0147542,  -0.0124550
 32.6200000,  -0.0097622,   0.0243848,   0.0139623,  -0.0150554,  -0.0128161,  -0.0124186
 32.6400000,  -0.0096580,   0.0249439,   0.0135789,  -0.0142897,  -0.0108828,  -0.0121758
 32.6600000,  -0.0093410,   0.0251562,   0.0131528,  -0.0130535,  -0.0089724,  -0.0117307
 32.6800000,  -0.0088120,   0.0250533,   0.0126807,  -0.0114249,  -0.0071014,  -0.0110918
 32.7000000,  -0.0080782,   0.0246742,   0.0121592,  -0.0094925,  -0.0052846,  -0.0102720
 32.7200000,  -0.0071532,   0.0240637,   0.0115842,  -0.0073522,  -0.0035341,  -0.0092880
 32.7400000,  -0.0060564,   0.0232715,   0.0109517,  -0.0051043,  -0.0018594,  -0.0081598
 32.7600000,  -0.0048126,   0.0223505,   0.0102572,  -0.0028504,  -0.0002668,  -0.0069105
 32.7800000,  -0.0034514,   0.0213550,   0.0094964,  -0.0006900,   0.0012406,  -0.0055654
 32.8000000,  -0.0020060,   0.0203396,   0.0086650,   0.0012824,   0.0026631,  -0.0041516
 32.8200000,  -0.0005125,   0.0193571,   0.0077588,   0.0029799,   0.0040045,  -0.0026972
 32.8400000,   0.0009913,   0.0184573,   0.0067743,   0.0043265,   0.0052714,  -0.0012305
 32.8600000,   0.0024669,   0.0176853,   0.0057083,   0.0052587,   0.0064740,   0.0002203
 32.8800000,   0.0038766,   0.0170805,   0.0045588,   0.0057280,   0.0076246,   0.0016283
 32.9000000,   0.0051840,   0.0166748,   0.0033247,   0.0057019,   0.0087382,   0.0029679
 32.9200000,   0.0063558,   0.0164924,   0.0020059,   0.0051654,   0.0098314,   0.0042160
 32.9400000,   0.0073623,   0.0165486,   0.0006041,   0.0041210,   0.0109220,   0.0053520
 32.9600000,   0.0081786,   0.0168492,  -0.0008777,   0.0025890,   0.0120283,   0.0063585
 32.9800000,   0.0087852,   0.0173907,  -0.0024346,   0.0006066,   0.0131689,   0.0072215
 33.0000000,   0.0091685,   0.0181599,  -0.0040600,  -0.0017726,   0.0143614,   0.0079309
 33.0200000,   0.0093215,   0.0191346,  -0.0057456,  -0.0044808,   0.0156223,   0.0084803
 33.0400000,   0.0092439,   0.0202837,  -0.0074810,  -0.0074375,   0.0169661,   0.0088673
 33.0600000,   0.0089420,   0.0215681,  -0.0092541,  -0.0105524,   0.0184047,   0.0090934
 33.0800000,   0.0084289,   0.0229422,  -0.0110511,  -0.0137272,   0.0199472,   0.0091637
 33.1000000,   0.0077235,   0.0243543,  -0.0128566,  -0.0168593,   0.0215989,   0.0090869
 33.1200000,   0.0068507,   0.0257488,  -0.0146541,  -0.0198444,   0.0233617,   0.0088747
 33.1400000,   0.0058401,   0.0270670,  -0.0164255,  -0.0225799,   0.0252332,   0.0085418
 33.1600000,   0.0047254,   0.0282493,  -0.0181525,  -0.0249677,   0.0272069,   0.0081048
 33.1800000,   0.0035434,   0.0292364,  -0.0198158,  -0.0269171,   0.0292721,   0.0075825
 33.2000000,   0.0023328,   0.0299712,  -0.0213962,  -0.0283480,   0.0314140,   0.0069947
 33.2200000,   0.0011331,   0.0304001,  -0.0228751,  -0.0291929,   0.0336141,   0.0063619
 33.2400000,  -0.0000164,   0.0304753,  -0.0242340,  -0.0293994,   0.0358502,   0.0057048
 33.2600000,  -0.0010782,   0.0301552,  -0.0254560,  -0.0289316,   0.0380971,   0.0050437
 33.2800000,  -0.0020173,   0.0294063,  -0.0265255,  -0.0277718,   0.0403272,   0.0043977
 33.3000000,  -0.0028025,   0.0282043,  -0.0274288,  -0.0259208,   0.0425110,   0.0037848
 33.3200000,  -0.0034071,   0.0265345,  -0.0281547,  -0.0233984,   0.0446177,   0.0032209
 33.3400000,  -0.0038103,   0.0243929,  -0.0286942,  -0.0202431,   0.0466163,   0.0027198
 33.3600000,  -0.0039971,   0.0217861,  -0.0290415,  -0.0165115,   0.0484760,   0.0022926
 33.3800000,  -0.0039594,   0.0187317,  -0.0291938,  -0.0122763,   0.0501672,   0.0019479
 33.4000000,  -0.0036960,   0.0152581,  -0.0291515,  -0.0076256,   0.0516626,   0.0016912
 33.4200000,  -0.0032129,   0.0114037,  -0.0289184,  -0.0026595,   0.0529371,   0.0015252
 33.4400000,  -0.0025228,   0.0072166,  -0.0285017,   0.0025113,   0.0539695,   0.0014495
 33.4600000,  -0.0016454,   0.0027534,  -0.0279119,   0.0077693,   0.0547425,   0.0014611
 33.4800000,  -0.0006062,  -0.0019219,  -0.0271625,   0.0129926,   0.0552433,   0.0015544
 33.5000000,   0.0005635,  -0.0067392,  -0.0262701,   0.0180584,   0.0554643,   0.0017211
 33.5200000,   0.0018281,  -0.0116240,  -0.0252539,   0.0228464,   0.0554034,   0.0019514
 33.5400000,   0.0031480,  -0.0164987,  -0.0241354,   0.0272415,   0.0550638,   0.0022332
 33.5600000,   0.0044815,  -0.0212846,  -0.0229380,   0.0311372,   0.0544545,   0.0025536
 33.5800000,   0.0057852,  -0.0259035,  -0.0216865,   0.0344386,   0.0535901,   0.0028987
 33.6000000,   0.0070158,  -0.0302795,  -0.0204064,   0.0370644,   0.0524902,   0.0032541
 33.6200000,   0.0081310,  -0.0343404,  -0.0191239,   0.0389498,   0.0511797,   0.0036055
 33.6400000,   0.0090910,  -0.0380198,  -0.0178647,   0.0400475,   0.0496879,   0.0039391
 33.6600000,   0.0098594,  -0.0412578,  -0.0166537,   0.0403297,   0.0480476,   0.0042418
 33.6800000,   0.0104044,  -0.0440032,  -0.0155145,   0.0397883,   0.0462951,   0.0045019
 33.7000000,   0.0106998,  -0.0462137,  -0.0144689,   0.0384355,   0.0444688,   0.0047092
 33.7200000,   0.0107259,  -0.0478574,  -0.0135362,   0.0363035,   0.0426088,   0.0048553
 33.7400000,   0.0104697,  -0.0489129,  -0.0127329,   0.0334435,   0.0407553,   0.0049339
 33.7600000,   0.0099261,  -0.0493703,  -0.0120722,   0.0299243,   0.0389485,   0.0049407
 33.7800000,   0.0090972,  -0.0492309,  -0.0115639,   0.0258311,   0.0372271,   0.0048740
 33.8000000,   0.0079933,  -0.0485069,  -0.0112137,   0.0212624,   0.0356272,   0.0047340
 33.8200000,   0.0066320,  -0.0472216,  -0.0110238,   0.0163282,   0.0341823,   0.0045232
 33.8400000,   0.0050383,  -0.0454081,  -0.0109920,   0.0111467,   0.0329215,   0.0042464
 33.8600000,   0.0032437,  -0.0431089,  -0.0111123,   0.0058412,   0.0318693,   0.0039098
 33.8800000,   0.0012857,  -0.0403747,  -0.0113749,   0.0005372,   0.0310450,   0.0035218
 33.9000000,  -0.0007935,  -0.0372632,  -0.0117664,  -0.0046411,   0.0304621,   0.0030917
 33.9200000,  -0.0029477,  -0.0338375,  -0.0122699,  -0.0095742,   0.0301279,   0.0026301
 33.9400000,  -0.0051278,  -0.0301651,  -0.0128657,  -0.0141498,   0.0300434,   0.0021483
 33.9600000,  -0.0072836,  -0.0263159,  -0.0135318,  -0.0182663,   0.0302034,   0.0016576
 33.9800000,  -0.0093646,  -0.0223610,  -0.0142441,  -0.0218350,   0.0305963,   0.0011696
 34.0000000,  -0.0113214,  -0.0183707,  -0.0149771,  -0.0247825,   0.0312045,   0.0006955
 34.0200000,  -0.0131073,  -0.0144136,  -0.0157047,  -0.0270523,   0.0320048,   0.0002454
 34.0400000,  -0.0146789,  -0.0105546,  -0.0164008,  -0.0286063,   0.0329692,  -0.0001712
 34.0600000,  -0.0159978,  -0.0068542,  -0.0170395,  -0.0294257,   0.0340651,  -0.0005466
 34.0800000,  -0.0170316,  -0.0033665,  -0.0175963,  -0.0295110,   0.0352564,  -0.0008742
 34.1000000,  -0.0177543,  -0.0001391,  -0.0180484,  -0.0288821,   0.0365045,  -0.0011496
 34.1200000,  -0.0181474,   0.0027882,  -0.0183754,  -0.0275774,   0.0377688,  -0.0013699
 34.1400000,  -0.0182001,   0.0053841,  -0.0185597,  -0.0256527,   0.0390081,  -0.0015345
 34.1600000,  -0.0179099,   0.0076257,  -0.0185868,  -0.0231792,   0.0401814,  -0.0016445
 34.1800000,  -0.0172823,   0.0094991,  -0.0184461,  -0.0202418,   0.0412489,  -0.0017029
 34.2000000,  -0.0163312,   0.0109992,  -0.0181307,  -0.0169364,   0.0421729,  -0.0017147
 34.2200000,  -0.0150779,   0.0121293,  -0.0176378,  -0.0133671,   0.0429191,  -0.0016863
 34.2400000,  -0.0135510,   0.0129008,  -0.0169689,  -0.0096434,   0.0434569,  -0.0016257
 34.2600000,  -0.0117854,   0.0133328,  -0.0161295,  -0.0058770,   0.0437604,  -0.0015420
 34.2800000,  -0.0098217,   0.0134506,  -0.0151292,  -0.0021788,   0.0438092,  -0.0014449
 34.3000000,  -0.0077048,   0.0132857,  -0.0139812,   0.0013443,   0.0435884,  -0.0013450
 34.3200000,  -0.0054831,   0.0128738,  -0.0127023,   0.0045923,   0.0430894,  -0.0012531
 34.3400000,  -0.0032069,   0.0122546,  -0.0113123,   0.0074747,   0.0423097,  -0.0011795
 34.3600000,  -0.0009273,   0.0114699,  -0.0098337,   0.0099134,   0.0412532,  -0.0011345
 34.3800000,   0.0013051,   0.0105631,  -0.0082907,   0.0118440,   0.0399302,  -0.0011273
 34.4000000,   0.0034416,   0.0095775,  -0.0067093,   0.0132185,   0.0383564,  -0.0011662
 34.4200000,   0.0054363,   0.0085556,  -0.0051160,   0.0140058,   0.0365534,  -0.0012580
 34.4400000,   0.0072479,   0.0075377,  -0.0035376,   0.0141926,   0.0345473,  -0.0014082
 34.4600000,   0.0088401,   0.0065614,  -0.0020003,   0.0137838,   0.0323687,  -0.0016201
 34.4800000,   0.0101826,   0.0056605,  -0.0005292,   0.0128024,   0.0300512,  -0.0018956
 34.5000000,   0.0112522,   0.0048643,   0.0008526,   0.0112882,   0.0276311,  -0.0022343
 34.5200000,   0.0120331,   0.0041974,   0.0021239,   0.0092971,   0.0251463,  -0.0026341
 34.5400000,   0.0125168,   0.0036789,   0.0032669,   0.0068993,   0.0226349,  -0.0030906
 34.5600000,   0.0127033,   0.0033227,   0.0042668,   0.0041770,   0.0201349,  -0.0035978
 34.5800000,   0.0125997,   0.0031368,   0.0051126,   0.0012223,   0.0176828,  -0.0041481
 34.6000000,   0.0122212,   0.0031241,   0.0057970,  -0.0018657,   0.0153127,  -0.0047319
 34.6200000,   0.0115895,   0.0032821,   0.0063172,  -0.0049836,   0.0130553,  -0.0053389
 34.6400000,   0.0107330,   0.0036036,   0.0066743,  -0.0080267,   0.0109378,  -0.0059573
 34.6600000,   0.0096854,   0.0040769,   0.0068736,  -0.0108921,   0.0089821,  -0.0065749
 34.6800000,   0.0084851,   0.0046869,   0.0069243,  -0.0134816,   0.0072053,  -0.0071788
 34.7000000,   0.0071739,   0.0054151,   0.0068397,  -0.0157044,   0.0056188,  -0.0077562
 34.7200000,   0.0057958,   0.0062410,   0.0066362,  -0.0174800,   0.0042280,  -0.0082945
 34.7400000,   0.0043960,   0.0071420,   0.0063332,  -0.0187402,   0.0030323,  -0.0087815
 34.7600000,   0.0030195,   0.0080951,   0.0059527,  -0.0194312,   0.0020252,  -0.0092061
 34.7800000,   0.0017096,   0.0090769,   0.0055188,  -0.0195153,   0.0011944,  -0.0095582
 34.8000000,   0.0005072,   0.0100646,   0.0050566,  -0.0189717,   0.0005224,  -0.0098289
 34.8200000,  -0.0005505,   0.0110366,   0.0045922,  -0.0177978,  -0.0000134,  -0.0100111
 34.8400000,  -0.0014311,   0.0119728,   0.0041516,  -0.0160086,  -0.0004396,  -0.0100993
 34.8600000,  -0.0021081,   0.0128557,   0.0037601,  -0.0136369,  -0.0007866,  -0.0100899
