  0.7599998,    -4.0590936,    -2.0754963,    -0.0018387,    -4.0526648,     0.3749407,    -1.4060754
  0.7799998,    -3.8000924,    -1.7567562,     0.1399263,    -3.7872156,     0.3279123,    -1.2981030
  0.7999998,    -3.6231620,    -1.3832826,     0.2741337,    -3.6043093,     0.2727962,    -1.1993483
  0.8199998,    -3.5329324,    -0.9629913,     0.3979547,    -3.5087056,     0.2106260,    -1.1120255
  0.8399998,    -3.5314269,    -0.5052371,     0.5088789,    -3.5025382,     0.1426152,    -1.0380026
  0.8599998,    -3.6180193,    -0.0206387,     0.6047521,    -3.5852693,     0.0701411,    -0.9787687
  0.8799998,    -3.7894553,     0.4791331,     0.6838065,    -3.7537107,    -0.0052764,    -0.9354091
  0.8999998,    -4.0399375,     0.9816002,     0.7446821,    -4.0021079,    -0.0819993,    -0.9085904
  0.9199998,    -4.3612727,     1.4737488,     0.7864395,    -4.3222868,    -0.1582986,    -0.8985538
  0.9399998,    -4.7430755,     1.9423228,     0.8085634,    -4.7038584,    -0.2323848,    -0.9051184
  0.9599998,    -5.1730255,     2.3741314,     0.8109584,    -5.1344765,    -0.3024405,    -0.9276930
  0.9799998,    -5.6371707,     2.7563645,     0.7939360,    -5.6001431,    -0.3666532,    -0.9652973
  0.9999998,    -6.1202702,     3.0769066,     0.7581941,    -6.0855520,    -0.4232507,    -1.0165904
  1.0199998,    -6.6061674,     3.3246438,     0.7047896,    -6.5744654,    -0.4705348,    -1.0799076
  1.0399998,    -7.0781859,     3.4897539,     0.6351050,    -7.0501114,    -0.5069155,    -1.1533027
  1.0599998,    -7.5195375,     3.5639744,     0.5508099,    -7.4955956,    -0.5309429,    -1.2345969
  1.0799998,    -7.9137343,     3.5408390,     0.4538176,    -7.8943156,    -0.5413377,    -1.3214318
  1.0999998,    -8.2449932,     3.4158786,     0.3462396,    -8.2303694,    -0.5370178,    -1.4113253
  1.1199998,    -8.4986257,     3.1867794,     0.2303369,    -8.4889475,    -0.5171233,    -1.5017301
  1.1399998,    -8.6614023,     2.8534939,     0.1084710,    -8.6567010,    -0.4810352,    -1.5900930
  1.1599998,    -8.7218835,     2.4183027,    -0.0169449,    -8.7220752,    -0.4283919,    -1.6739133
  1.1799998,    -8.6707108,     1.8858216,    -0.1434945,    -8.6756038,    -0.3590995,    -1.7507997
  1.1999998,    -8.5008494,     1.2629562,    -0.2688038,    -8.5101537,    -0.2733376,    -1.8185244
  1.2199998,    -8.2077789,     0.5588014,    -0.3905847,    -8.2211182,    -0.1715597,    -1.8750735
  1.2399998,    -7.7896266,    -0.2155108,    -0.5066743,    -7.8065519,    -0.0544887,    -1.9186911
  1.2599998,    -7.2472414,    -1.0470137,    -0.6150699,    -7.2672460,     0.0768930,    -1.9479192
  1.2799998,    -6.5842053,    -1.9211545,    -0.7139595,    -6.6067410,     0.2213586,    -1.9616295
