       Q,      F(Q)_RMC,  F(Q)_Expt
     11.3399998 ,      -0.1332574 ,      -0.1098856
     11.3599998 ,      -0.1156239 ,      -0.1020862
     11.3799998 ,      -0.0972566 ,      -0.0935380
     11.3999998 ,      -0.0785538 ,      -0.0844554
     11.4199998 ,      -0.0598996 ,      -0.0750478
     11.4399998 ,      -0.0416553 ,      -0.0655150
     11.4599998 ,      -0.0241524 ,      -0.0560432
     11.4799998 ,      -0.0076862 ,      -0.0468019
     11.4999998 ,       0.0074896 ,      -0.0379406
     11.5199998 ,       0.0211666 ,      -0.0295869
     11.5399998 ,       0.0331847 ,      -0.0218451
     11.5599998 ,       0.0434330 ,      -0.0147949
     11.5799998 ,       0.0518504 ,      -0.0084919
     11.5999998 ,       0.0584238 ,      -0.0029678
     11.6199998 ,       0.0631859 ,       0.0017682
     11.6399998 ,       0.0662112 ,       0.0057277
     11.6599998 ,       0.0676119 ,       0.0089408
     11.6799998 ,       0.0675319 ,       0.0114532
     11.6999998 ,       0.0661406 ,       0.0133235
     11.7199998 ,       0.0636266 ,       0.0146196
     11.7399998 ,       0.0601907 ,       0.0154155
     11.7599998 ,       0.0560385 ,       0.0157878
     11.7799998 ,       0.0513737 ,       0.0158126
     11.7999998 ,       0.0463918 ,       0.0155623
     11.8199998 ,       0.0412734 ,       0.0151026
     11.8399998 ,       0.0361794 ,       0.0144905
     11.8599998 ,       0.0312460 ,       0.0137717
     11.8799998 ,       0.0265814 ,       0.0129799
     11.8999998 ,       0.0222626 ,       0.0121350
     11.9199998 ,       0.0183345 ,       0.0112434
     11.9399998 ,       0.0148092 ,       0.0102976
     11.9599998 ,       0.0116666 ,       0.0092774
     11.9799998 ,       0.0088565 ,       0.0081508
     11.9999998 ,       0.0063013 ,       0.0068760
     12.0199998 ,       0.0038996 ,       0.0054030
     12.0399998 ,       0.0015311 ,       0.0036768
     12.0599998 ,      -0.0009384 ,       0.0016398
     12.0799998 ,      -0.0036513 ,      -0.0007654
     12.0999998 ,      -0.0067519 ,      -0.0035927
     12.1199998 ,      -0.0103803 ,      -0.0068898
     12.1399998 ,      -0.0146664 ,      -0.0106950
     12.1599998 ,      -0.0197237 ,      -0.0150346
     12.1799998 ,      -0.0256440 ,      -0.0199208
     12.1999998 ,      -0.0324923 ,      -0.0253493
     12.2199998 ,      -0.0403028 ,      -0.0312982
     12.2399998 ,      -0.0490756 ,      -0.0377265
     12.2599998 ,      -0.0587741 ,      -0.0445740
     12.2799998 ,      -0.0693242 ,      -0.0517611
     12.2999998 ,      -0.0806138 ,      -0.0591900
     12.3199998 ,      -0.0924940 ,      -0.0667454
     12.3399998 ,      -0.1047811 ,      -0.0742967
     12.3599998 ,      -0.1172601 ,      -0.0817004
     12.3799998 ,      -0.1296888 ,      -0.0888028
     12.3999998 ,      -0.1418031 ,      -0.0954437
     12.4199998 ,      -0.1533227 ,      -0.1014595
     12.4399998 ,      -0.1639583 ,      -0.1066875
     12.4599998 ,      -0.1734181 ,      -0.1109696
     12.4799998 ,      -0.1814158 ,      -0.1141567
     12.4999998 ,      -0.1876777 ,      -0.1161123
     12.5199998 ,      -0.1919504 ,      -0.1167168
     12.5399998 ,      -0.1940079 ,      -0.1158707
     12.5599998 ,      -0.1936582 ,      -0.1134980
     12.5799998 ,      -0.1907496 ,      -0.1095486
     12.5999998 ,      -0.1851756 ,      -0.1040012
     12.6199998 ,      -0.1768793 ,      -0.0968640
     12.6399998 ,      -0.1658568 ,      -0.0881766
     12.6599998 ,      -0.1521587 ,      -0.0780094
     12.6799998 ,      -0.1358912 ,      -0.0664638
     12.6999998 ,      -0.1172153 ,      -0.0536707
     12.7199998 ,      -0.0963453 ,      -0.0397889
     12.7399998 ,      -0.0735452 ,      -0.0250023
     12.7599998 ,      -0.0491248 ,      -0.0095170
     12.7799998 ,      -0.0234339 ,       0.0064422
     12.7999998 ,       0.0031439 ,       0.0226364
     12.8199998 ,       0.0301985 ,       0.0388166
     12.8399998 ,       0.0573015 ,       0.0547289
     12.8599998 ,       0.0840145 ,       0.0701190
     12.8799998 ,       0.1098984 ,       0.0847378
     12.8999998 ,       0.1345215 ,       0.0983457
     12.9199998 ,       0.1574693 ,       0.1107180
     12.9399998 ,       0.1783526 ,       0.1216491
     12.9599998 ,       0.1968156 ,       0.1309567
     12.9799998 ,       0.2125434 ,       0.1384855
     12.9999998 ,       0.2252687 ,       0.1441104
     13.0199998 ,       0.2347771 ,       0.1477390
     13.0399998 ,       0.2409120 ,       0.1493133
     13.0599998 ,       0.2435774 ,       0.1488113
     13.0799998 ,       0.2427398 ,       0.1462465
     13.0999998 ,       0.2384294 ,       0.1416685
     13.1199998 ,       0.2307387 ,       0.1351614
     13.1399998 ,       0.2198207 ,       0.1268419
     13.1599998 ,       0.2058857 ,       0.1168573
     13.1799998 ,       0.1891963 ,       0.1053819
     13.1999998 ,       0.1700625 ,       0.0926138
     13.2199998 ,       0.1488342 ,       0.0787707
     13.2399998 ,       0.1258946 ,       0.0640854
     13.2599998 ,       0.1016519 ,       0.0488012
     13.2799998 ,       0.0765308 ,       0.0331673
     13.2999998 ,       0.0509637 ,       0.0174334
     13.3199998 ,       0.0253824 ,       0.0018453
     13.3399998 ,       0.0002088 ,      -0.0133596
     13.3599998 ,      -0.0241527 ,      -0.0279573
     13.3799998 ,      -0.0473234 ,      -0.0417406
     13.3999998 ,      -0.0689575 ,      -0.0545231
     13.4199998 ,      -0.0887479 ,      -0.0661420
     13.4399998 ,      -0.1064317 ,      -0.0764609
     13.4599998 ,      -0.1217946 ,      -0.0853715
     13.4799998 ,      -0.1346741 ,      -0.0927948
     13.4999998 ,      -0.1449608 ,      -0.0986819
     13.5199998 ,      -0.1525999 ,      -0.1030139
     13.5399998 ,      -0.1575899 ,      -0.1058012
     13.5599998 ,      -0.1599817 ,      -0.1070819
     13.5799998 ,      -0.1598750 ,      -0.1069205
     13.5999998 ,      -0.1574153 ,      -0.1054051
     13.6199998 ,      -0.1527884 ,      -0.1026446
     13.6399998 ,      -0.1462153 ,      -0.0987656
     13.6599998 ,      -0.1379460 ,      -0.0939089
     13.6799998 ,      -0.1282525 ,      -0.0882257
     13.6999998 ,      -0.1174222 ,      -0.0818741
     13.7199998 ,      -0.1057505 ,      -0.0750147
     13.7399998 ,      -0.0935337 ,      -0.0678074
     13.7599998 ,      -0.0810621 ,      -0.0604074
     13.7799998 ,      -0.0686134 ,      -0.0529622
     13.7999998 ,      -0.0564464 ,      -0.0456082
     13.8199998 ,      -0.0447957 ,      -0.0384679
     13.8399998 ,      -0.0338669 ,      -0.0316483
     13.8599998 ,      -0.0238328 ,      -0.0252380
     13.8799998 ,      -0.0148300 ,      -0.0193071
     13.8999998 ,      -0.0069574 ,      -0.0139053
     13.9199998 ,      -0.0002748 ,      -0.0090624
     13.9399998 ,       0.0051968 ,      -0.0047880
     13.9599998 ,       0.0094747 ,      -0.0010728
     13.9799998 ,       0.0126123 ,       0.0021110
     13.9999998 ,       0.0146963 ,       0.0048074
     14.0199998 ,       0.0158434 ,       0.0070748
     14.0399998 ,       0.0161960 ,       0.0089839
     14.0599998 ,       0.0159173 ,       0.0106149
     14.0799998 ,       0.0151863 ,       0.0120550
     14.0999998 ,       0.0141922 ,       0.0133954
     14.1199998 ,       0.0131284 ,       0.0147282
     14.1399998 ,       0.0121876 ,       0.0161439
     14.1599998 ,       0.0115554 ,       0.0177285
     14.1799998 ,       0.0114055 ,       0.0195609
     14.1999998 ,       0.0118947 ,       0.0217105
     14.2199998 ,       0.0131585 ,       0.0242349
     14.2399998 ,       0.0153070 ,       0.0271788
     14.2599998 ,       0.0184224 ,       0.0305718
     14.2799998 ,       0.0225560 ,       0.0344279
     14.2999998 ,       0.0277270 ,       0.0387448
     14.3199998 ,       0.0339216 ,       0.0435035
     14.3399998 ,       0.0410934 ,       0.0486691
     14.3599998 ,       0.0491641 ,       0.0541908
     14.3799998 ,       0.0580250 ,       0.0600033
     14.3999998 ,       0.0675401 ,       0.0660281
     14.4199998 ,       0.0775486 ,       0.0721755
     14.4399998 ,       0.0878691 ,       0.0783461
     14.4599998 ,       0.0983037 ,       0.0844334
     14.4799998 ,       0.1086425 ,       0.0903261
     14.4999998 ,       0.1186686 ,       0.0959105
     14.5199998 ,       0.1281635 ,       0.1010735
     14.5399998 ,       0.1369116 ,       0.1057046
     14.5599998 ,       0.1447058 ,       0.1096988
     14.5799998 ,       0.1513520 ,       0.1129591
     14.5999998 ,       0.1566740 ,       0.1153984
     14.6199998 ,       0.1605172 ,       0.1169419
     14.6399998 ,       0.1627527 ,       0.1175285
     14.6599998 ,       0.1632801 ,       0.1171126
     14.6799998 ,       0.1620300 ,       0.1156654
     14.6999998 ,       0.1589660 ,       0.1131750
     14.7199998 ,       0.1540851 ,       0.1096479
     14.7399998 ,       0.1474190 ,       0.1051082
     14.7599998 ,       0.1390326 ,       0.0995977
     14.7799998 ,       0.1290237 ,       0.0931754
     14.7999998 ,       0.1175207 ,       0.0859162
     14.8199998 ,       0.1046802 ,       0.0779101
     14.8399998 ,       0.0906842 ,       0.0692598
     14.8599998 ,       0.0757360 ,       0.0600798
     14.8799998 ,       0.0600570 ,       0.0504938
     14.8999998 ,       0.0438815 ,       0.0406325
     14.9199998 ,       0.0274527 ,       0.0306313
     14.9399998 ,       0.0110181 ,       0.0206279
     14.9599998 ,      -0.0051758 ,       0.0107599
     14.9799998 ,      -0.0208879 ,       0.0011621
     14.9999998 ,      -0.0358868 ,      -0.0080358
     15.0199998 ,      -0.0499557 ,      -0.0167114
     15.0399998 ,      -0.0628957 ,      -0.0247519
     15.0599998 ,      -0.0745298 ,      -0.0320560
     15.0799998 ,      -0.0847059 ,      -0.0385354
     15.0999998 ,      -0.0932994 ,      -0.0441169
     15.1199998 ,      -0.1002149 ,      -0.0487430
     15.1399998 ,      -0.1053883 ,      -0.0523730
     15.1599998 ,      -0.1087865 ,      -0.0549837
     15.1799998 ,      -0.1104088 ,      -0.0565697
     15.1999998 ,      -0.1102853 ,      -0.0571430
     15.2199998 ,      -0.1084766 ,      -0.0567332
     15.2399998 ,      -0.1050720 ,      -0.0553863
     15.2599998 ,      -0.1001871 ,      -0.0531642
     15.2799998 ,      -0.0939614 ,      -0.0501431
     15.2999998 ,      -0.0865553 ,      -0.0464121
     15.3199998 ,      -0.0781468 ,      -0.0420717
     15.3399998 ,      -0.0689277 ,      -0.0372319
     15.3599998 ,      -0.0590997 ,      -0.0320097
     15.3799998 ,      -0.0488708 ,      -0.0265277
     15.3999998 ,      -0.0384509 ,      -0.0209112
     15.4199998 ,      -0.0280486 ,      -0.0152864
     15.4399998 ,      -0.0178662 ,      -0.0097779
     15.4599998 ,      -0.0080974 ,      -0.0045068
     15.4799998 ,       0.0010770 ,       0.0004119
     15.4999998 ,       0.0094919 ,       0.0048709
     15.5199998 ,       0.0170004 ,       0.0087724
     15.5399998 ,       0.0234763 ,       0.0120300
     15.5599998 ,       0.0288158 ,       0.0145702
     15.5799998 ,       0.0329392 ,       0.0163331
     15.5999998 ,       0.0357913 ,       0.0172738
     15.6199998 ,       0.0373422 ,       0.0173631
     15.6399998 ,       0.0375870 ,       0.0165874
     15.6599998 ,       0.0365454 ,       0.0149494
     15.6799998 ,       0.0342607 ,       0.0124674
     15.6999998 ,       0.0307984 ,       0.0091753
     15.7199998 ,       0.0262440 ,       0.0051214
     15.7399998 ,       0.0207017 ,       0.0003677
     15.7599998 ,       0.0142912 ,      -0.0050114
     15.7799998 ,       0.0071453 ,      -0.0109305
     15.7999998 ,      -0.0005928 ,      -0.0172948
     15.8199998 ,      -0.0087726 ,      -0.0240023
     15.8399998 ,      -0.0172392 ,      -0.0309450
     15.8599998 ,      -0.0258366 ,      -0.0380114
     15.8799998 ,      -0.0344103 ,      -0.0450883
     15.8999998 ,      -0.0428106 ,      -0.0520631
     15.9199998 ,      -0.0508948 ,      -0.0588254
     15.9399998 ,      -0.0585302 ,      -0.0652695
     15.9599998 ,      -0.0655958 ,      -0.0712958
     15.9799998 ,      -0.0719846 ,      -0.0768126
     15.9999998 ,      -0.0776053 ,      -0.0817379
     16.0199998 ,      -0.0823833 ,      -0.0860005
     16.0399998 ,      -0.0862616 ,      -0.0895412
     16.0599998 ,      -0.0892017 ,      -0.0923139
     16.0799998 ,      -0.0911833 ,      -0.0942859
     16.0999998 ,      -0.0922046 ,      -0.0954386
     16.1199998 ,      -0.0922813 ,      -0.0957673
     16.1399998 ,      -0.0914459 ,      -0.0952813
     16.1599998 ,      -0.0897465 ,      -0.0940034
     16.1799998 ,      -0.0872453 ,      -0.0919689
     16.1999998 ,      -0.0840169 ,      -0.0892254
     16.2199998 ,      -0.0801463 ,      -0.0858307
     16.2399998 ,      -0.0757268 ,      -0.0818523
     16.2599998 ,      -0.0708578 ,      -0.0773652
     16.2799998 ,      -0.0656425 ,      -0.0724509
     16.2999998 ,      -0.0601857 ,      -0.0671950
     16.3199998 ,      -0.0545914 ,      -0.0616859
     16.3399998 ,      -0.0489607 ,      -0.0560127
     16.3599998 ,      -0.0433895 ,      -0.0502634
     16.3799998 ,      -0.0379670 ,      -0.0445232
     16.3999998 ,      -0.0327735 ,      -0.0388728
     16.4199998 ,      -0.0278792 ,      -0.0333869
     16.4399998 ,      -0.0233428 ,      -0.0281326
     16.4599998 ,      -0.0192109 ,      -0.0231685
     16.4799998 ,      -0.0155169 ,      -0.0185433
     16.4999998 ,      -0.0122808 ,      -0.0142956
     16.5199998 ,      -0.0095093 ,      -0.0104527
     16.5399998 ,      -0.0071962 ,      -0.0070312
     16.5599998 ,      -0.0053225 ,      -0.0040360
     16.5799998 ,      -0.0038575 ,      -0.0014614
     16.5999998 ,      -0.0027602 ,       0.0007087
     16.6199998 ,      -0.0019803 ,       0.0025001
     16.6399998 ,      -0.0014597 ,       0.0039473
     16.6599998 ,      -0.0011345 ,       0.0050921
     16.6799998 ,      -0.0009368 ,       0.0059828
     16.6999998 ,      -0.0007961 ,       0.0066719
     16.7199998 ,      -0.0006421 ,       0.0072154
     16.7399998 ,      -0.0004060 ,       0.0076705
     16.7599998 ,      -0.0000225 ,       0.0080943
     16.7799998 ,       0.0005683 ,       0.0085422
     16.7999998 ,       0.0014191 ,       0.0090660
     16.8199998 ,       0.0025743 ,       0.0097127
     16.8399998 ,       0.0040685 ,       0.0105232
     16.8599998 ,       0.0059254 ,       0.0115308
     16.8799998 ,       0.0081574 ,       0.0127606
     16.8999998 ,       0.0107647 ,       0.0142284
     16.9199998 ,       0.0137352 ,       0.0159405
     16.9399998 ,       0.0170448 ,       0.0178930
     16.9599998 ,       0.0206578 ,       0.0200723
     16.9799998 ,       0.0245273 ,       0.0224549
     16.9999998 ,       0.0285965 ,       0.0250083
     17.0199998 ,       0.0327996 ,       0.0276913
     17.0399998 ,       0.0370635 ,       0.0304553
     17.0599998 ,       0.0413095 ,       0.0332456
     17.0799998 ,       0.0454546 ,       0.0360024
     17.0999998 ,       0.0494140 ,       0.0386623
     17.1199998 ,       0.0531027 ,       0.0411603
     17.1399998 ,       0.0564375 ,       0.0434313
     17.1599998 ,       0.0593393 ,       0.0454115
     17.1799998 ,       0.0617346 ,       0.0470407
     17.1999998 ,       0.0635575 ,       0.0482634
     17.2199998 ,       0.0647514 ,       0.0490305
     17.2399998 ,       0.0652704 ,       0.0493009
     17.2599998 ,       0.0650803 ,       0.0490425
     17.2799998 ,       0.0641602 ,       0.0482334
     17.2999998 ,       0.0625024 ,       0.0468626
     17.3199998 ,       0.0601135 ,       0.0449306
     17.3399998 ,       0.0570140 ,       0.0424498
     17.3599998 ,       0.0532385 ,       0.0394443
     17.3799998 ,       0.0488347 ,       0.0359499
     17.3999998 ,       0.0438632 ,       0.0320133
     17.4199998 ,       0.0383957 ,       0.0276915
     17.4399998 ,       0.0325143 ,       0.0230507
     17.4599998 ,       0.0263097 ,       0.0181652
     17.4799998 ,       0.0198790 ,       0.0131155
     17.4999998 ,       0.0133246 ,       0.0079872
     17.5199998 ,       0.0067516 ,       0.0028688
     17.5399998 ,       0.0002657 ,      -0.0021495
     17.5599998 ,      -0.0060284 ,      -0.0069786
     17.5799998 ,      -0.0120299 ,      -0.0115314
     17.5999998 ,      -0.0176429 ,      -0.0157255
     17.6199998 ,      -0.0227791 ,      -0.0194840
     17.6399998 ,      -0.0273592 ,      -0.0227381
     17.6599998 ,      -0.0313143 ,      -0.0254279
     17.6799998 ,      -0.0345874 ,      -0.0275037
     17.6999998 ,      -0.0371343 ,      -0.0289274
     17.7199998 ,      -0.0389246 ,      -0.0296728
     17.7399998 ,      -0.0399415 ,      -0.0297265
     17.7599998 ,      -0.0401828 ,      -0.0290881
     17.7799998 ,      -0.0396601 ,      -0.0277696
     17.7999998 ,      -0.0383986 ,      -0.0257959
     17.8199998 ,      -0.0364363 ,      -0.0232036
     17.8399998 ,      -0.0338232 ,      -0.0200403
     17.8599998 ,      -0.0306195 ,      -0.0163639
     17.8799998 ,      -0.0268949 ,      -0.0122404
     17.8999998 ,      -0.0227264 ,      -0.0077434
     17.9199998 ,      -0.0181966 ,      -0.0029518
     17.9399998 ,      -0.0133922 ,       0.0020514
     17.9599998 ,      -0.0084017 ,       0.0071813
     17.9799998 ,      -0.0033139 ,       0.0123526
     17.9999998 ,       0.0017844 ,       0.0174818
     18.0199998 ,       0.0068099 ,       0.0224881
     18.0399998 ,       0.0116845 ,       0.0272959
     18.0599998 ,       0.0163368 ,       0.0318356
     18.0799998 ,       0.0207033 ,       0.0360454
     18.0999998 ,       0.0247297 ,       0.0398718
     18.1199998 ,       0.0283715 ,       0.0432712
     18.1399998 ,       0.0315947 ,       0.0462097
     18.1599998 ,       0.0343762 ,       0.0486642
     18.1799998 ,       0.0367037 ,       0.0506221
     18.1999998 ,       0.0385753 ,       0.0520815
     18.2199998 ,       0.0399995 ,       0.0530502
     18.2399998 ,       0.0409942 ,       0.0535459
     18.2599998 ,       0.0415857 ,       0.0535948
     18.2799998 ,       0.0418081 ,       0.0532308
     18.2999998 ,       0.0417013 ,       0.0524944
     18.3199998 ,       0.0413101 ,       0.0514311
     18.3399998 ,       0.0406829 ,       0.0500905
     18.3599998 ,       0.0398698 ,       0.0485245
     18.3799998 ,       0.0389212 ,       0.0467860
     18.3999998 ,       0.0378868 ,       0.0449272
     18.4199998 ,       0.0368135 ,       0.0429987
     18.4399998 ,       0.0357448 ,       0.0410480
     18.4599998 ,       0.0347191 ,       0.0391181
     18.4799998 ,       0.0337691 ,       0.0372469
     18.4999998 ,       0.0329212 ,       0.0354660
     18.5199998 ,       0.0321942 ,       0.0338004
     18.5399998 ,       0.0315998 ,       0.0322679
     18.5599998 ,       0.0311419 ,       0.0308787
     18.5799998 ,       0.0308169 ,       0.0296359
     18.5999998 ,       0.0306140 ,       0.0285350
     18.6199998 ,       0.0305156 ,       0.0275652
     18.6399998 ,       0.0304984 ,       0.0267089
     18.6599998 ,       0.0305335 ,       0.0259436
     18.6799998 ,       0.0305881 ,       0.0252418
     18.6999998 ,       0.0306264 ,       0.0245729
     18.7199998 ,       0.0306104 ,       0.0239035
     18.7399998 ,       0.0305019 ,       0.0231992
     18.7599998 ,       0.0302627 ,       0.0224253
     18.7799998 ,       0.0298569 ,       0.0215483
     18.7999998 ,       0.0292512 ,       0.0205369
     18.8199998 ,       0.0284163 ,       0.0193630
     18.8399998 ,       0.0273278 ,       0.0180026
     18.8599998 ,       0.0259669 ,       0.0164369
     18.8799998 ,       0.0243212 ,       0.0146524
     18.8999998 ,       0.0223851 ,       0.0126420
     18.9199998 ,       0.0201598 ,       0.0104050
     18.9399998 ,       0.0176538 ,       0.0079472
     18.9599998 ,       0.0148824 ,       0.0052807
     18.9799998 ,       0.0118675 ,       0.0024242
     18.9999998 ,       0.0086372 ,      -0.0005980
     19.0199998 ,       0.0052250 ,      -0.0037565
     19.0399998 ,       0.0016691 ,      -0.0070173
     19.0599998 ,      -0.0019886 ,      -0.0103428
     19.0799998 ,      -0.0057036 ,      -0.0136928
     19.0999998 ,      -0.0094298 ,      -0.0170258
     19.1199998 ,      -0.0131204 ,      -0.0202994
     19.1399998 ,      -0.0167297 ,      -0.0234721
     19.1599998 ,      -0.0202133 ,      -0.0265041
     19.1799998 ,      -0.0235300 ,      -0.0293582
     19.1999998 ,      -0.0266422 ,      -0.0320010
     19.2199998 ,      -0.0295172 ,      -0.0344037
     19.2399998 ,      -0.0321274 ,      -0.0365428
     19.2599998 ,      -0.0344515 ,      -0.0384006
     19.2799998 ,      -0.0364745 ,      -0.0399659
     19.2999998 ,      -0.0381881 ,      -0.0412340
     19.3199998 ,      -0.0395906 ,      -0.0422067
     19.3399998 ,      -0.0406871 ,      -0.0428927
     19.3599998 ,      -0.0414890 ,      -0.0433067
     19.3799998 ,      -0.0420137 ,      -0.0434693
     19.3999998 ,      -0.0422838 ,      -0.0434064
     19.4199998 ,      -0.0423265 ,      -0.0431483
     19.4399998 ,      -0.0421727 ,      -0.0427289
     19.4599998 ,      -0.0418563 ,      -0.0421847
     19.4799998 ,      -0.0414128 ,      -0.0415539
     19.4999998 ,      -0.0408787 ,      -0.0408751
     19.5199998 ,      -0.0402899 ,      -0.0401864
     19.5399998 ,      -0.0396815 ,      -0.0395243
     19.5599998 ,      -0.0390859 ,      -0.0389225
     19.5799998 ,      -0.0385328 ,      -0.0384110
     19.5999998 ,      -0.0380477 ,      -0.0380157
     19.6199998 ,      -0.0376515 ,      -0.0377567
     19.6399998 ,      -0.0373601 ,      -0.0376486
     19.6599998 ,      -0.0371837 ,      -0.0376997
     19.6799998 ,      -0.0371268 ,      -0.0379116
     19.6999998 ,      -0.0371880 ,      -0.0382795
     19.7199998 ,      -0.0373601 ,      -0.0387917
     19.7399998 ,      -0.0376304 ,      -0.0394305
     19.7599998 ,      -0.0379812 ,      -0.0401721
     19.7799998 ,      -0.0383897 ,      -0.0409875
     19.7999998 ,      -0.0388298 ,      -0.0418433
     19.8199998 ,      -0.0392718 ,      -0.0427020
     19.8399998 ,      -0.0396837 ,      -0.0435238
     19.8599998 ,      -0.0400323 ,      -0.0442670
     19.8799998 ,      -0.0402835 ,      -0.0448891
     19.8999998 ,      -0.0404042 ,      -0.0453485
     19.9199998 ,      -0.0403622 ,      -0.0456050
     19.9399998 ,      -0.0401279 ,      -0.0456210
     19.9599998 ,      -0.0396748 ,      -0.0453629
     19.9799998 ,      -0.0389803 ,      -0.0448014
     19.9999998 ,      -0.0380264 ,      -0.0439129
     20.0199998 ,      -0.0367999 ,      -0.0426800
     20.0399998 ,      -0.0352936 ,      -0.0410917
     20.0599998 ,      -0.0335055 ,      -0.0391445
     20.0799998 ,      -0.0314399 ,      -0.0368419
     20.0999998 ,      -0.0291067 ,      -0.0341950
     20.1199998 ,      -0.0265216 ,      -0.0312219
     20.1399998 ,      -0.0237056 ,      -0.0279479
     20.1599998 ,      -0.0206846 ,      -0.0244045
     20.1799998 ,      -0.0174889 ,      -0.0206292
     20.1999998 ,      -0.0141526 ,      -0.0166648
     20.2199998 ,      -0.0107126 ,      -0.0125579
     20.2399998 ,      -0.0072081 ,      -0.0083589
     20.2599998 ,      -0.0036796 ,      -0.0041200
     20.2799998 ,      -0.0001683 ,       0.0001050
     20.2999998 ,       0.0032852 ,       0.0042626
     20.3199998 ,       0.0066413 ,       0.0082999
     20.3399998 ,       0.0098627 ,       0.0121663
     20.3599998 ,       0.0129143 ,       0.0158143
     20.3799998 ,       0.0157647 ,       0.0192001
     20.3999998 ,       0.0183863 ,       0.0222850
     20.4199998 ,       0.0207558 ,       0.0250356
     20.4399998 ,       0.0228545 ,       0.0274248
     20.4599998 ,       0.0246689 ,       0.0294317
     20.4799998 ,       0.0261901 ,       0.0310424
     20.4999998 ,       0.0274145 ,       0.0322500
     20.5199998 ,       0.0283432 ,       0.0330544
     20.5399998 ,       0.0289821 ,       0.0334621
     20.5599998 ,       0.0293413 ,       0.0334862
     20.5799998 ,       0.0294347 ,       0.0331457
     20.5999998 ,       0.0292799 ,       0.0324649
     20.6199998 ,       0.0288971 ,       0.0314730
     20.6399998 ,       0.0283089 ,       0.0302030
     20.6599998 ,       0.0275398 ,       0.0286913
     20.6799998 ,       0.0266152 ,       0.0269763
     20.6999998 ,       0.0255612 ,       0.0250981
     20.7199998 ,       0.0244036 ,       0.0230973
     20.7399998 ,       0.0231680 ,       0.0210140
